,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
R.Thumb_I_s_y,137.5440078734,143.7782104492,144.4747406006,145.2065734862,145.6707580566,146.4299499512,147.2512634276,146.9450286864,146.958544922,146.7828826906,146.2279815672,146.02908935559998,146.0220458986,146.2026916502,146.9740356448,147.6343170164,147.13205566419998,146.2027526856,146.09172363279998,146.2698028564,146.3052368166,146.4911102294,147.0898742676,146.9035949708,146.4404754638,145.9689422606,145.05848388659996,144.62311096179997,144.00806579579998,143.5984954836,144.200506592,145.4033843992,145.659915161,145.46943664559998,145.2518402102,145.51678771960002,145.81423568725
R.Thumb_I_s_z,69.52496032714001,71.37136993408001,71.7227142334,71.54528961182,71.24751739502,71.3740951538,71.63548278808,71.87369689942001,71.86559906006002,71.94062347410001,72.28358459474,72.5067352295,72.54546051026,72.55639038086,72.32924194336,71.91734619142001,71.7808883667,72.74204406738001,72.9145767212,73.15259704588001,73.05259704587999,73.0323043823,73.18829040527999,73.00493316648001,72.81129455566,72.58041229246,72.16677246089999,71.41628875732002,69.86220550536,69.53817901612001,69.35381774902001,69.42413482666,69.34378509519999,69.49374084472001,69.74420166016,69.89253234862,70.038064956675
R.Thumb_I_e_x,15.22821502684,14.086568450920002,13.684913444519998,13.567962646480002,13.308575057960002,13.149678039559998,13.185316467300002,13.32990818026,13.56329021454,14.12652950286,14.51306285856,14.471277809140002,14.49703445434,14.80691947938,15.4152715683,15.995940589899998,16.016567420959998,16.0339899063,15.88736286164,16.03384361268,15.83328666686,15.416750335680002,14.525390434259998,14.45934638978,14.60475025176,14.6121608734,14.062939643860002,12.811750412,12.11448726654,11.724386024500001,11.46912479402,11.4282957077,11.8704946518,12.567455101,13.13531246186,12.966603088400001,12.796183824525
R.Thumb_I_e_y,122.93279266367999,129.9340209962,130.49416503900002,131.31648559579997,131.9313598634,132.53456726079997,133.21403198239997,132.86862182600004,132.9939300536,132.94829101559998,132.2097991942,131.93110351559997,131.99234619140003,132.2430023194,133.0890563964,133.748956299,133.22001342779998,132.0394836426,131.8252441408,131.8541290284,131.8561401368,132.000640869,132.440911865,132.29714965800002,131.96058654799998,131.6252868652,130.6508575438,129.9406677248,129.54001464860002,129.02859497080004,129.5430603026,130.505950928,130.836590576,130.8279907228,130.6916351318,130.9300476076,131.13100433325002
R.Thumb_I_e_z,43.46816253662,43.45949554444,43.87139968874,43.64413299562,43.269458770760004,43.47092742922,43.80085754396,44.05944519042,43.994385528559995,44.00356292724,44.43817596435999,44.70234909058,44.706676483120006,44.68241119384,44.418235778820005,44.005249023439994,43.88243103026,44.97814483641999,45.2069000244,45.52210617064,45.44218063354,45.45425720218,45.71322937010001,45.5179069519,45.263835907,44.96610870362,44.59480361938,43.997540283199996,42.31100921630001,42.0288383484,41.885929107660004,42.082708740220006,41.955187988279995,42.00261840822,42.2103805542,42.37702484132,42.57524490355
R.Thumb_I_d_x,0.04480135887862,0.03458485975862,0.02787888385356,0.02246725931764,0.019280391931540002,0.015639693848779997,0.010060647502546,0.0115978455171,0.009251258242894,0.00586083550006,0.005162440845742,0.008598437439650001,0.009016090258954,0.008884250931440001,0.009614838473512,0.00451000612229,0.005688169784836,0.021647755801700003,0.025979610159979998,0.025903934240339998,0.0286206535995,0.037557838857180004,0.0498945571482,0.05573672056198,0.05892994031309999,0.0610172741115,0.06491368338468,0.06834979355334,0.060066781193,0.05422764271498,0.051510445028560004,0.04985992014407999,0.04583107084038,0.04270868077874,0.04299365654588,0.04568370133638,0.046543240547175
R.Thumb_I_d_y,0.4917864739894,0.4440731883048,0.4484480023384,0.4455455064774,0.4407118976116,0.445715290308,0.4502653419970001,0.4515219092372,0.4479360580446,0.4437653660774,0.4496542990208,0.4522141098975999,0.450023716688,0.44777802825,0.4453815758228,0.44539385437979995,0.44624966979040004,0.45430815815939996,0.45761882066720005,0.462404435873,0.4634765028954,0.4648036062716,0.4698875010014,0.4685237169266,0.4644642472268,0.46009435653680003,0.46214628815639996,0.470961469412,0.4640845179558,0.4673515081406,0.47015962004659995,0.47785761952399997,0.4754804551602,0.4696464180946,0.4670404911042,0.4678916275502,0.4709867835045
R.Thumb_I_d_z,0.8580380916593999,0.8953153252602,0.8933728456498,0.8949716687204001,0.8974383950231999,0.8950360536576001,0.8928375244142,0.8921839237214,0.8940111517908,0.8961232900618,0.8931833982466,0.8918675303461999,0.8929708719254,0.8940998077392001,0.895287466049,0.895322525501,0.8948849678038,0.8905688166618001,0.8887654662132001,0.8862895965576,0.8856456160548,0.8846073389054,0.8813039064407999,0.8816877245903999,0.8836262226106,0.8857703804968,0.8844123482703999,0.8794976472853999,0.8837460756301999,0.8824035525321999,0.881073820591,0.8770174384118,0.8785305023192,0.8818191170692,0.8831887483597999,0.8826012969016,0.8809113651512499
R.Thumb_D_s_x,15.22821502684,14.086568450920002,13.684913444519998,13.567962646480002,13.308575057960002,13.149678039559998,13.185316467300002,13.32990818026,13.56329021454,14.12652950286,14.51306285856,14.471277809140002,14.49703445434,14.80691947938,15.4152715683,15.995940589899998,16.016567420959998,16.0339899063,15.88736286164,16.03384361268,15.83328666686,15.416750335680002,14.525390434259998,14.45934638978,14.60475025176,14.6121608734,14.062939643860002,12.811750412,12.11448726654,11.724386024500001,11.46912479402,11.4282957077,11.8704946518,12.567455101,13.13531246186,12.966603088400001,12.796183824525
R.Thumb_D_s_y,122.93279266367999,129.9340209962,130.49416503900002,131.31648559579997,131.9313598634,132.53456726079997,133.21403198239997,132.86862182600004,132.9939300536,132.94829101559998,132.2097991942,131.93110351559997,131.99234619140003,132.2430023194,133.0890563964,133.748956299,133.22001342779998,132.0394836426,131.8252441408,131.8541290284,131.8561401368,132.000640869,132.440911865,132.29714965800002,131.96058654799998,131.6252868652,130.6508575438,129.9406677248,129.54001464860002,129.02859497080004,129.5430603026,130.505950928,130.836590576,130.8279907228,130.6916351318,130.9300476076,131.13100433325002
R.Thumb_D_s_z,43.46816253662,43.45949554444,43.87139968874,43.64413299562,43.269458770760004,43.47092742922,43.80085754396,44.05944519042,43.994385528559995,44.00356292724,44.43817596435999,44.70234909058,44.706676483120006,44.68241119384,44.418235778820005,44.005249023439994,43.88243103026,44.97814483641999,45.2069000244,45.52210617064,45.44218063354,45.45425720218,45.71322937010001,45.5179069519,45.263835907,44.96610870362,44.59480361938,43.997540283199996,42.31100921630001,42.0288383484,41.885929107660004,42.082708740220006,41.955187988279995,42.00261840822,42.2103805542,42.37702484132,42.57524490355
R.Thumb_D_e_x,23.61230888364,23.53575477602,23.20985374452,23.247811508199998,23.1517715454,23.147280502319997,23.41883087158,23.428641128540004,23.820347976679997,24.5201095581,24.82621841432,24.63248291016,24.679389572119998,25.03201408388,25.70906448366,26.43798561096,26.2844955444,25.833567810060003,25.61493911742,25.79509468078,25.534587097160003,24.879801940919997,23.73623275758,23.565531158459997,23.62862739562,23.5937034607,22.83159790038,21.39759674072,20.90852355958,20.6126186371,20.41196403502,20.56685562132,21.175169372560003,21.985712814320003,22.585395812980003,22.3472492218,22.119069576275002
R.Thumb_D_e_y,114.49819488533998,122.581439209,123.05307769779999,123.92750091540002,124.6473358154,125.1490844726,125.71303710960001,125.40491943340001,125.62445220960001,125.72538146960001,124.9315124512,124.5945739748,124.7043426514,124.97388458279997,125.7802627562,126.32436981200001,125.7951416016,124.72447814939999,124.4246810914,124.3191879272,124.2517791748,124.34374237080002,124.56850128180001,124.4829727172,124.31463775659999,124.1343566894,123.13074798579999,122.1194488524,121.8203384398,121.26402893079998,121.6758529662,122.43922424320002,122.8908706666,123.1265274048,123.1480316162,123.33490600579998,123.44418907175
R.Thumb_D_e_z,26.946943664540004,25.723217773420004,26.212701034539997,26.048072433460003,25.720346069319998,26.05262947082,26.569114303600003,26.732291412339997,26.72018356324,26.74877357482,27.158632659939997,27.357324218739997,27.353592681880002,27.34657783508,27.140072250360003,26.865753173819996,26.638510131839997,27.417573547379998,27.64213409426,28.03306045534,27.949833297719998,27.855022048940004,28.07519073488,27.799837112439995,27.43044967652,27.045688247679998,26.58211402892,26.02443504334,24.39483566282,24.17853164672,24.108074188219998,24.49490013122,24.39924430846,24.398566818240003,24.55498008728,24.70675811768,24.9139509201
R.Thumb_D_d_x,-0.3995649307964,-0.44156756997119995,-0.44510757327100003,-0.452346533537,-0.45997991561880003,-0.46719542741760006,-0.4782197654248,-0.4719213128092,-0.4793199241162,-0.485699766874,-0.48194146156320006,-0.47484070062640005,-0.47582903504400004,-0.47782630920399993,-0.48103662133239994,-0.4879645705224,-0.4798280000686,-0.4579416036606,-0.454576909542,-0.4561505556108,-0.45334900617579993,-0.4422154664993999,-0.43042953610420004,-0.4255387842656,-0.42169252634040005,-0.4197141647338,-0.409765958786,-0.40122299194339994,-0.4109518408776,-0.4153537273408,-0.4179055869578,-0.4270517170428,-0.4348143696784,-0.44012222290020003,-0.44160947799659994,-0.4383645832538,-0.4356654435395
R.Thumb_D_d_y,0.41779868602759995,0.343591672182,0.347727572918,0.3452927470208,0.3403878748416,0.3451291203498,0.35052709579459995,0.3487843692302,0.34438116550439996,0.3375319600106,0.340119767189,0.3428415060044,0.3405738294122,0.339691311121,0.3415453732014,0.34695646762839993,0.3469698369502,0.3418356716634,0.3458338320254,0.3521134257316,0.3553574621676,0.357812589407,0.3678836226464,0.36516229510299997,0.3573008954526,0.3500567376614,0.351420342922,0.3654913842678,0.36074620485299996,0.36284395456319996,0.3676405012606,0.3769641518594,0.37130940556520003,0.359895145893,0.3525182485582,0.354926633835,0.35921063274125
R.Thumb_D_d_z,0.7923519968988,0.8288295745848,0.8252041816711999,0.8222769856453999,0.8200831174850001,0.8139700531962001,0.8052522420884,0.8097108125688,0.807236301899,0.8063292026519999,0.807485961914,0.8105459690092,0.8109225392342001,0.8101164460184,0.8074214696883999,0.8009414434433999,0.8058213829993999,0.8206186056138,0.8208146452902001,0.8172761678696,0.8174304485322,0.8224254131316,0.8242387175560001,0.8279785752296001,0.8333674669265999,0.837434589863,0.8417464494703999,0.8398965954782,0.8372360825537999,0.8341581225394,0.8307725310326,0.8218914270401999,0.8204023003577999,0.8226504921911999,0.8250500917434002,0.8257447361946,0.8253254890439999
R.Index_M_s_x,37.60374298098,35.16101531982,34.37500762938,34.155017089859996,33.872642517079996,33.59407424926,33.56868209838,33.668064880399996,33.898875427259995,34.30802841186,34.37562408448,34.297190856940006,34.26774139402,34.66971664428,35.73932876588,36.33851623534,36.188536834720004,35.95664367676,35.9686706543,36.28889007568,36.3919128418,36.50535812378,36.509761810300006,36.5468711853,36.57274246216,36.61716461182,36.18656387328,35.350908660920005,34.66631851198,33.968214416500004,33.62505874634,33.798689270020006,33.92140350342,34.2541305542,34.691573333739996,34.73164520264,34.543265342725
R.Index_M_s_y,176.15225524899998,183.5152801512,184.32996520979998,184.8975677492,185.1645202638,185.997515869,186.74405822760002,186.6576416018,186.50694274899996,186.2525329588,186.049505615,186.0224822996,185.9666656496,186.0128295898,186.44805297840003,186.7989074704,186.4943572998,186.5125549316,186.4817932128,186.6937957762,186.6786987306,186.9208892822,187.48442382820002,187.321835327,186.928353882,186.46257934579998,185.7550872804,185.4542297364,184.54849548340002,184.2727142332,184.85060729959997,186.0271972654,186.2630401612,186.08114624019998,185.93371582039998,186.1709045412,186.5431632995
R.Index_M_s_z,92.4133468628,96.60948944092,96.80923156738001,96.76245269773999,96.70498962402,96.69509887696,96.76349334716,96.81449279786001,96.92760314942,97.11424407958,97.18929595946,97.37817687987999,97.57734375000001,97.72014312744,97.51845397948,97.19756622318,97.05747070312,97.43778381348,97.50095214843999,97.53075256346001,97.35193328858,97.13256988528,96.94446411132,96.74365844730002,96.64893951418,96.51397857666001,95.9534790039,94.85503692628,93.71148986816,93.30046539306,93.06829223634,92.79475402832,92.80147857666,93.11299438475999,93.33060150147999,93.4061187744,93.471015930175
R.Index_M_e_x,7.342438411714001,3.8971488475780007,3.157527399064,3.0590818405139997,2.789036273956,2.540863561632,2.306640815734,2.223794174194,2.409499406812,2.711531591416,2.906028985974,2.99727239609,3.050787639618,3.506604862214,4.438978290558,5.153439235687999,5.0787162780760005,4.56824913025,4.695826911926,5.0319909095740005,5.112649536132,5.03269062042,4.753639984132,4.613860416412,4.582672309876,4.571257400512,4.314063739776,3.617650985718,3.2301086902600007,2.64741282463,2.228530263902,1.9899101972559996,1.9538947582239998,2.145409297942,2.412576293946,2.448696184158,2.3787343502050002
R.Index_M_e_y,160.9164855958,170.3467071532,170.714831543,171.43366394059998,172.1059326172,172.7073547364,173.110256958,172.78290710439998,172.8027435302,172.6559326172,171.86054992679996,171.7533050538,171.8948669436,172.18895874039998,172.86922302220003,173.25500183100002,172.8974792482,171.8563446046,171.6949798586,171.71585388160003,171.75413207980003,172.0055084228,172.514883423,172.27145690920003,171.90180053720002,171.6350219726,170.8506683352,170.3662109374,170.2948150634,169.8040618896,170.2442352294,171.0715972902,171.2331848144,171.07794494599997,170.79371032720002,171.00738830560002,171.2163124085
R.Index_M_e_z,35.55276260376,37.68347091676,37.959505462639996,37.81383056638,37.65867996216,37.68442382814,37.94192504882,38.14640045166,38.24378051758,38.4628440857,38.610399627679996,38.72756576538,38.834824371340005,38.89030914307999,38.70448837282,38.31433258058,38.1468170166,38.93021469116,38.96423110964,39.034085082999994,38.853568267819995,38.73569488526,38.71530838012,38.632053375219996,38.56254196168,38.407190704339996,37.77113800048,36.643888854960004,35.1305328369,34.70997390746,34.552583312980005,34.590663909919996,34.70350799558,35.08604660032,35.43379211426,35.517723083499995,35.559641838074995
R.Index_M_d_x,0.45395042300219995,0.45980259776140003,0.4591203987596001,0.45733280777940005,0.4571514904498001,0.4567044436932,0.4597757577893999,0.4624558210372,0.46311920881300006,0.46469465494160006,0.46282829046260004,0.46033282279980003,0.459112638235,0.45832080245019996,0.46033914685259997,0.45864385366439997,0.4575370311738,0.4616340994832,0.45993461608879993,0.45970012545600003,0.4600290477276,0.4628734707834,0.46704226136180005,0.46964380741120004,0.4704829990866,0.47130419611939994,0.4687538802622001,0.4667060196398,0.46233728528,0.46063994169219996,0.4617536544802,0.4678166985514,0.4701511919502,0.472228038311,0.47473230361940005,0.47479040026639996,0.47304878383875004
R.Index_M_d_y,0.2333680540324,0.19367226958279998,0.2002399086954,0.1980157494544,0.1920546978712,0.19546048343180003,0.2005144566298,0.2040578961374,0.20154981315140003,0.1999673485756,0.2086792081594,0.20985903143880003,0.20695615708839998,0.2033098489046,0.19970597922820002,0.1991923570634,0.199971422553,0.2155512034894,0.2174719840286,0.22028295099740003,0.21949795484540005,0.21936285197740002,0.220159378648,0.22134828269479997,0.2209978848694,0.21807121038440003,0.21920163631439998,0.221901869774,0.20963111817840002,0.21279273927200001,0.21481819748880002,0.2199543565514,0.2210464537142,0.2206544488668,0.22266645431520002,0.2230122178792,0.2254143953325
R.Index_M_d_z,0.8530421733857999,0.8666342139244001,0.8655121684076,0.8669666647913999,0.868403363228,0.8678792595864,0.8650980591776,0.8628408432007999,0.8630722045897998,0.8625953793524002,0.8615290641786,0.862583756447,0.863935470581,0.8652196526528,0.8649861812590001,0.8660050153734,0.866408240795,0.8604800701141999,0.8609087467191999,0.8603196859360001,0.8603446722032,0.8588520169260001,0.8563853263854002,0.8546565055847999,0.854285800457,0.854585647583,0.8556968688962,0.8561205387116001,0.861559355259,0.8616995453835999,0.8605996847152001,0.8560166716575999,0.8544560313222,0.8534114956856002,0.8514975190164,0.8513737320899999,0.8517116457225
R.Index_P_s_x,7.342438411714001,3.8971488475780007,3.157527399064,3.0590818405139997,2.789036273956,2.540863561632,2.306640815734,2.223794174194,2.409499406812,2.711531591416,2.906028985974,2.99727239609,3.050787639618,3.506604862214,4.438978290558,5.153439235687999,5.0787162780760005,4.56824913025,4.695826911926,5.0319909095740005,5.112649536132,5.03269062042,4.753639984132,4.613860416412,4.582672309876,4.571257400512,4.314063739776,3.617650985718,3.2301086902600007,2.64741282463,2.228530263902,1.9899101972559996,1.9538947582239998,2.145409297942,2.412576293946,2.448696184158,2.3787343502050002
R.Index_P_s_y,160.9164855958,170.3467071532,170.714831543,171.43366394059998,172.1059326172,172.7073547364,173.110256958,172.78290710439998,172.8027435302,172.6559326172,171.86054992679996,171.7533050538,171.8948669436,172.18895874039998,172.86922302220003,173.25500183100002,172.8974792482,171.8563446046,171.6949798586,171.71585388160003,171.75413207980003,172.0055084228,172.514883423,172.27145690920003,171.90180053720002,171.6350219726,170.8506683352,170.3662109374,170.2948150634,169.8040618896,170.2442352294,171.0715972902,171.2331848144,171.07794494599997,170.79371032720002,171.00738830560002,171.2163124085
R.Index_P_s_z,35.55276260376,37.68347091676,37.959505462639996,37.81383056638,37.65867996216,37.68442382814,37.94192504882,38.14640045166,38.24378051758,38.4628440857,38.610399627679996,38.72756576538,38.834824371340005,38.89030914307999,38.70448837282,38.31433258058,38.1468170166,38.93021469116,38.96423110964,39.034085082999994,38.853568267819995,38.73569488526,38.71530838012,38.632053375219996,38.56254196168,38.407190704339996,37.77113800048,36.643888854960004,35.1305328369,34.70997390746,34.552583312980005,34.590663909919996,34.70350799558,35.08604660032,35.43379211426,35.517723083499995,35.559641838074995
R.Index_P_e_x,7.00581846237,5.43798866272,4.635696792601999,4.282880496978,3.695789432528,3.2962048053720006,2.5581365585339997,2.915294075012,3.023823118208,3.3328323364259993,4.1656357288359995,4.733192920684,4.772973346712001,5.03201570511,5.502215862272,5.588623142244,5.714649963379999,6.570240688326001,7.266781997682,7.514622211458,7.344713497162,7.199806308744,6.411279392242001,5.921072101592,6.0540117263780004,6.3384325027460005,6.87066888809,6.284551429747999,5.8375790596,4.948787212372,4.02234067917,3.0030426025379997,2.8097900390599997,3.261126565934,3.9142186641680006,4.08854818344,4.102083206177499
R.Index_P_e_y,140.78456115720002,147.38117980939998,147.9111419678,149.8851470946,151.9696411134,152.96222839360001,154.50349731440002,151.8785552978,152.1146728516,151.91077575679998,149.0521575928,147.5895965574,148.0395446778,149.081262207,150.79662170420002,153.70551452620003,152.96303100580002,147.5616210938,145.57383117659998,145.4181884766,145.99210815420003,146.23109436040002,147.36597595220002,148.4118377686,148.14827575680002,147.3511505126,144.8259155274,143.529727173,143.7281341552,144.3435424804,145.90294494620002,147.68285522460002,148.331362915,147.62469787599997,146.24948425300002,145.89014587419996,145.918045044
R.Index_P_e_z,3.897595262526001,5.851206684110001,6.007798862454,4.997750473024,3.9453638553620003,3.762103033066,3.3539473056779996,4.903286933898,4.8621828079239995,5.111822605134,6.671254920959998,7.804390430452,7.672538375854001,7.161862850188001,6.237407875062,4.244958734511999,4.31245536804,8.15089225769,9.737493896486,9.958308219920001,9.282572174071998,9.170207023622002,8.59067621231,7.453710269928,7.309650516508,7.582989692688,8.464249801634,8.082410812378,6.313452339174001,4.8883113861080005,3.7729567527759995,3.0484220027920004,2.7987685203540003,3.5946698188779997,4.801446151734,5.358849620817999,5.55680966377
R.Index_P_d_x,0.01568244770166,-0.039224223792560006,-0.03762885928156,-0.03115349896252,-0.02308266349138,-0.019228263199328,-0.006402174104006,-0.01760309357196,-0.015638465061780002,-0.01581607572734,-0.032065040245640004,-0.04419027417898,-0.04384063109754,-0.0388314537704,-0.0270661946386,-0.011078211106371999,-0.016188578493900003,-0.050963478535399995,-0.06544723659754001,-0.06319883316752,-0.05682030022142,-0.055166948586699995,-0.04219751954078,-0.03327689096332,-0.03745499029756,-0.04498590156434,-0.06508194729686001,-0.06788966357708,-0.06637678295376,-0.05858468860388,-0.04566394016144,-0.0257906969637,-0.0217880062759,-0.0284021336585,-0.03822639361024,-0.04174471721054,-0.04387024603785
R.Index_P_d_y,0.521043419838,0.584619498253,0.5804996609688,0.5485475063323999,0.5125973284246,0.5026396811008,0.47366096377359995,0.5321494102477999,0.5266436338424,0.5280968546866001,0.5806193113325999,0.6151208519934,0.6072703719138,0.5882385253904,0.5618888139725999,0.497659379244,0.5074591636658,0.6184559583664001,0.6649501562118,0.6694436669348001,0.6558082222935999,0.6561236143111999,0.6402004837988,0.6073797583580001,0.604678988457,0.6181797385215999,0.6624963760376,0.6831600546836,0.6762917876244,0.6481329560278001,0.6196414113041999,0.5953930139544001,0.5829977750778,0.5970350146294,0.6248073697088,0.6393944025038,0.64400263130675
R.Index_P_d_z,0.8359557747840001,0.8103346228599999,0.8133751511576002,0.8353790044785999,0.858219385147,0.8635398983953999,0.8804851055145999,0.84624979496,0.8497750163078,0.8489966988564,0.8130553126334,0.7871924877168001,0.7932792782782,0.8076917171478,0.8264947533608,0.8672832846642,0.8613008618354,0.7835304379464,0.744007229805,0.7401643395424001,0.7527709126472001,0.7526306629180001,0.766864478588,0.793688070774,0.7955857992172001,0.7846729397774002,0.7460476994512001,0.7270721912382,0.7335788249969999,0.7591519355776,0.783538222313,0.8029517054556001,0.8121795892716002,0.8016567826271999,0.7797889113424,0.7677361369134,0.76376388967025
R.Index_I_s_x,7.00581846237,5.43798866272,4.635696792601999,4.282880496978,3.695789432528,3.2962048053720006,2.5581365585339997,2.915294075012,3.023823118208,3.3328323364259993,4.1656357288359995,4.733192920684,4.772973346712001,5.03201570511,5.502215862272,5.588623142244,5.714649963379999,6.570240688326001,7.266781997682,7.514622211458,7.344713497162,7.199806308744,6.411279392242001,5.921072101592,6.0540117263780004,6.3384325027460005,6.87066888809,6.284551429747999,5.8375790596,4.948787212372,4.02234067917,3.0030426025379997,2.8097900390599997,3.261126565934,3.9142186641680006,4.08854818344,4.102083206177499
R.Index_I_s_y,140.78456115720002,147.38117980939998,147.9111419678,149.8851470946,151.9696411134,152.96222839360001,154.50349731440002,151.8785552978,152.1146728516,151.91077575679998,149.0521575928,147.5895965574,148.0395446778,149.081262207,150.79662170420002,153.70551452620003,152.96303100580002,147.5616210938,145.57383117659998,145.4181884766,145.99210815420003,146.23109436040002,147.36597595220002,148.4118377686,148.14827575680002,147.3511505126,144.8259155274,143.529727173,143.7281341552,144.3435424804,145.90294494620002,147.68285522460002,148.331362915,147.62469787599997,146.24948425300002,145.89014587419996,145.918045044
R.Index_I_s_z,3.897595262526001,5.851206684110001,6.007798862454,4.997750473024,3.9453638553620003,3.762103033066,3.3539473056779996,4.903286933898,4.8621828079239995,5.111822605134,6.671254920959998,7.804390430452,7.672538375854001,7.161862850188001,6.237407875062,4.244958734511999,4.31245536804,8.15089225769,9.737493896486,9.958308219920001,9.282572174071998,9.170207023622002,8.59067621231,7.453710269928,7.309650516508,7.582989692688,8.464249801634,8.082410812378,6.313452339174001,4.8883113861080005,3.7729567527759995,3.0484220027920004,2.7987685203540003,3.5946698188779997,4.801446151734,5.358849620817999,5.55680966377
R.Index_I_e_x,6.830265235902002,7.350697517395998,6.829686546325999,6.317276382446,4.20592365265,3.721155405043999,3.5785013675679997,4.42529630661,4.611425304412,5.00215473175,6.187795829774,7.62160282135,8.243264961244,8.002749824522002,7.339854431155999,6.433130073548,6.57139263153,9.177246475212,12.155173110940002,12.941671180719998,12.51374778748,12.28891563416,11.2036716461,10.5168806076,10.84100284578,11.449468612659999,12.670041084260001,12.234265327460001,11.697624778759998,10.432897567762,8.840585708618,7.179379844665999,6.95297460556,7.768282985686,8.982033538818,9.4230134964,9.5806753635375
R.Index_I_e_y,129.08014831539998,132.2528015136,132.23320617660002,134.8124572754,140.64107971180002,141.853729248,141.8332458496,137.53070373539998,137.59757080079999,137.23468627920002,133.47528381339998,130.3336547852,129.91584167460002,131.867440796,135.6308044432,141.2017608642,140.544769287,131.2141571046,125.689265442,124.8677261352,125.60575103760002,125.924333191,127.152003479,128.607330322,128.4215148926,127.42981719960001,124.3864089964,122.79092559839998,122.9278594972,123.8552856446,125.95301513659999,128.100364685,128.88560791,127.93869934060001,126.0953231814,125.43753204319998,125.33536911
R.Index_I_e_z,-13.784330177319998,-10.145308303832,-9.409584999084,-11.001280212378,-15.021554374699999,-15.322400474539998,-14.64429473876,-11.833096885659998,-11.72387714386,-11.32576828004,-8.865922164914,-5.66979923248,-4.4888714790319995,-6.339668846132,-9.717784309388,-13.89827537536,-13.877370071400003,-6.289456892014,1.5191934823992,3.908716773986,2.5004447937,2.0879894256580003,1.06162884384464,-1.20815051794,-1.428567647934,-0.4972718000405999,2.409041976928,3.310211753846,1.692399108412,-1.29005850851322,-4.416973304750001,-6.302874946594,-6.850907230376,-5.372434520722001,-2.70587849617,-1.0908942103400001,-0.33883827924725
R.Index_I_d_x,0.014937082678039998,-0.08654667884112001,-0.09927414804702002,-0.0920528054236,-0.02308266870678,-0.019228258449598003,-0.046169695164998,-0.06832492575049999,-0.07183618098498,-0.07553386092186,-0.09149917811144,-0.13069544434519997,-0.1570245623588,-0.1344204366208,-0.08314989358192,-0.038212443143127994,-0.038766089826820005,-0.11796238869428,-0.22119105160260003,-0.2455642968416,-0.2338896155356,-0.23027313053619997,-0.2168472349644,-0.20795218646539998,-0.21660284101959998,-0.2312653064728,-0.26241123080280004,-0.26921398639700006,-0.26515668630600003,-0.2481462687254,-0.2180170238018,-0.1889718621968,-0.1874717622994,-0.2039408385752,-0.22930965125559996,-0.24137507081019996,-0.247896581888
R.Index_I_d_y,0.5414361715318001,0.684532237053,0.7093988060952,0.6820124864577999,0.512597310543,0.502639836073,0.5733063817024,0.6492148399354,0.6568731188774,0.6640668630600001,0.7048260688780001,0.7808008790016,0.8200655221939999,0.7788948178289999,0.686226403713,0.5657726943492,0.5619043827058,0.739693772793,0.8997414469719999,0.9298717975619999,0.9224464178086,0.9188447713851999,0.9146463394166,0.8961188554764,0.8926008582116,0.9014049530028,0.9248511433601999,0.9383939743041999,0.9411755561828,0.9270573258397998,0.9026988744736,0.8860729813576,0.8798859357836001,0.8907565355299999,0.9119401097296,0.9254444003106,0.9313296079635001
R.Index_I_d_z,0.8291050314904,0.7238138794898,0.6976092934607999,0.7239277601242,0.8582194089888,0.8635398626327999,0.8143884658814,0.7572917103767999,0.750489807129,0.7437716603278,0.7030298590659999,0.6096832752228,0.5502822875976,0.6109203219414001,0.7219442248342001,0.8209492087365999,0.8230574131012001,0.6534002065658,0.37186355590819997,0.273733240366,0.3068792104722,0.3204577267172,0.3406759977342,0.39193384051339997,0.3953888356686,0.36561747789380006,0.2739873319866,0.21593354344379997,0.20909446775879997,0.27956028878719996,0.37057978510879996,0.4231296062469999,0.4366307258606,0.40574555993079997,0.3396931529044,0.2918394446374,0.2667676210405
R.Index_D_s_x,6.830265235902002,7.350697517395998,6.829686546325999,6.317276382446,4.20592365265,3.721155405043999,3.5785013675679997,4.42529630661,4.611425304412,5.00215473175,6.187795829774,7.62160282135,8.243264961244,8.002749824522002,7.339854431155999,6.433130073548,6.57139263153,9.177246475212,12.155173110940002,12.941671180719998,12.51374778748,12.28891563416,11.2036716461,10.5168806076,10.84100284578,11.449468612659999,12.670041084260001,12.234265327460001,11.697624778759998,10.432897567762,8.840585708618,7.179379844665999,6.95297460556,7.768282985686,8.982033538818,9.4230134964,9.5806753635375
R.Index_D_s_y,129.08014831539998,132.2528015136,132.23320617660002,134.8124572754,140.64107971180002,141.853729248,141.8332458496,137.53070373539998,137.59757080079999,137.23468627920002,133.47528381339998,130.3336547852,129.91584167460002,131.867440796,135.6308044432,141.2017608642,140.544769287,131.2141571046,125.689265442,124.8677261352,125.60575103760002,125.924333191,127.152003479,128.607330322,128.4215148926,127.42981719960001,124.3864089964,122.79092559839998,122.9278594972,123.8552856446,125.95301513659999,128.100364685,128.88560791,127.93869934060001,126.0953231814,125.43753204319998,125.33536911
