,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
R.Index_P_e_x,-5.823532724375999,-4.937185764314,-3.60872364044,1.4002938687786,7.460860538492,13.89670562744,6.05137171746,-6.110970211028,-5.337515497208,-4.222186779976001,-1.903037762642,1.698909461499,-3.3891858518098004,-5.350095319748,-0.8032160401345999,-1.3428050637246003,-2.7575858592979996,-3.117831230164,-1.0627004802228002,1.5014561772341999,0.7084784626964,-1.0152752995486,2.1346973717198,4.127730321886,3.8344474315660007,2.0413002491,1.452114892006,1.8541581392280002,2.51514697075,2.70102226734
R.Index_P_e_y,249.7621307374,277.031970215,290.25124511719997,295.60680542,286.8846740722,270.79373168940003,247.4494567872,224.3015411378,232.35166320820002,264.2342102048,291.28657836900004,280.70159912099996,265.19578247080005,258.68584594739997,260.662878418,258.29743042,253.48507995600002,251.3376220704,255.6272369386,261.767266846,261.4681152344,257.649938965,265.40060424800004,273.684210205,276.9840393066,279.6251525878,280.21779174799997,279.112689209,277.7484191892,276.971252441
R.Index_P_e_z,-58.797714233399994,-57.35591278076,-66.25812530516001,-103.94685516345999,-152.3066741944,-186.4371124268,-193.7614105226,-177.1095977782,-180.79131774899997,-147.98572692860003,-154.7204437258,-194.6745819092,-199.62169494619997,-194.5486877442,-195.68740234359998,-193.2460021972,-189.9196624754,-187.1156921386,-188.4968658446,-190.1598419188,-188.8224090576,-184.7603515624,-182.96318054219998,-176.98895568839998,-171.1840576172,-167.8959594728,-167.2618499756,-167.6603912352,-168.5559692382,-169.5942306515
R.Index_P_d_x,0.498390853405,0.48975988030420003,0.4334476113318,0.3324668943879999,0.1669077359139,-0.031039974885074,0.036154399393219995,0.2997084259986,0.2918439000846,0.1904102534058,0.0632023319602,0.09961631223546001,0.2277417659762,0.249304035306,0.1703118681906,0.20594413876540002,0.251943781972,0.28531544208539994,0.24417297542080002,0.1825949966906,0.19956130087379997,0.2475157886744,0.1443557932972,0.05986983701586,0.0591251835227,0.0789048075676,0.08041421473025998,0.07473187744618001,0.06886410415172,0.06653226539495
R.Index_P_d_y,0.17644633650784,0.035159555356976,-0.09288034215568,-0.1731453865766,-0.1822294056416,-0.14117736220364,0.23844844065602003,0.8809311389923999,0.8539938926695999,0.41606533676394,-0.240799474716,0.0016228927299239914,0.3086106240748,0.3199862271548,0.18009883761400003,0.2894566744566,0.4485855221746,0.5326365232466,0.43155993223199995,0.27226898670179994,0.29909632802020003,0.4133080363274,0.17711678881029141,-0.09532315805558,-0.1229215562344,-0.08979900181288,-0.0757667079568,-0.07840729802844,-0.0794813796878,-0.07630311697719999
R.Index_P_d_z,0.818105816841,0.8707149863242,0.8951040506362,0.9266243934634,0.9657568335534,0.9880107402802001,0.9162137031556,0.34939074516299995,0.40970134139020004,0.8468557000160001,0.9676906228064001,0.9822057962416,0.9160530924797999,0.9116532087328,0.9686724066733999,0.9334751963614,0.8559488415718001,0.7966365218164,0.8659668445586,0.9442191004754001,0.9324314355847999,0.8760315656663998,0.9621187329294001,0.9931746006012,0.990607714653,0.9927918672562,0.9938719749450001,0.9941078543664,0.9944523811338,0.9948623478415
R.Index_I_s_x,-5.823532724375999,-4.937185764314,-3.60872364044,1.4002938687786,7.460860538492,13.89670562744,6.05137171746,-6.110970211028,-5.337515497208,-4.222186779976001,-1.903037762642,1.698909461499,-3.3891858518098004,-5.350095319748,-0.8032160401345999,-1.3428050637246003,-2.7575858592979996,-3.117831230164,-1.0627004802228002,1.5014561772341999,0.7084784626964,-1.0152752995486,2.1346973717198,4.127730321886,3.8344474315660007,2.0413002491,1.452114892006,1.8541581392280002,2.51514697075,2.70102226734
R.Index_I_s_y,249.7621307374,277.031970215,290.25124511719997,295.60680542,286.8846740722,270.79373168940003,247.4494567872,224.3015411378,232.35166320820002,264.2342102048,291.28657836900004,280.70159912099996,265.19578247080005,258.68584594739997,260.662878418,258.29743042,253.48507995600002,251.3376220704,255.6272369386,261.767266846,261.4681152344,257.649938965,265.40060424800004,273.684210205,276.9840393066,279.6251525878,280.21779174799997,279.112689209,277.7484191892,276.971252441
R.Index_I_s_z,-58.797714233399994,-57.35591278076,-66.25812530516001,-103.94685516345999,-152.3066741944,-186.4371124268,-193.7614105226,-177.1095977782,-180.79131774899997,-147.98572692860003,-154.7204437258,-194.6745819092,-199.62169494619997,-194.5486877442,-195.68740234359998,-193.2460021972,-189.9196624754,-187.1156921386,-188.4968658446,-190.1598419188,-188.8224090576,-184.7603515624,-182.96318054219998,-176.98895568839998,-171.1840576172,-167.8959594728,-167.2618499756,-167.6603912352,-168.5559692382,-169.5942306515
R.Index_I_e_x,-14.027519416799999,-12.79257717134,-12.023691749580001,-6.825691890716,2.0149322748180003,13.705916786180001,5.026272770756801,-11.560671234119999,-5.8897122383100005,-7.795645046235999,-4.26928372383,-3.0799856543543997,-9.458748722077999,-10.828426647196,-4.3166728019719995,-5.591338920594,-7.955070781708,-9.00375919342,-6.0998774528499995,-2.265395283698,-3.4083802223199995,-6.121412849424,-0.8432960867893999,2.532705998418,1.4108126997969999,-0.80415917038942,-1.2072207212440003,-0.5524755209684,0.2704474508762,0.48126302659500003
R.Index_I_e_y,233.950741577,261.2344055178,277.35374755860005,285.0393920898,280.82015991220004,270.83592529300006,241.6122802736,206.00818786620002,219.9161163328,250.22681274400003,293.135821533,270.3212677002,250.11968383779998,250.3973571778,256.9475219728,252.3260803224,244.2309661868,240.349572754,246.72434997560003,256.150479126,255.29790039060003,249.12358703639998,261.74674682619997,274.49010620120004,275.4336547852,277.52570800800004,278.6264648436,278.0627258302,276.7779785156,275.8504486085
R.Index_I_e_z,-69.26693725586,-68.01949157712001,-79.91378326416,-119.6333984374,-170.843862915,-207.0300170896,-212.56615295420002,-181.98111267080003,-164.4868652344,-142.585928345,-175.10222778320002,-208.6968444824,-209.89216308580004,-212.2105529786,-215.67066650399997,-212.50317077640003,-207.57750244119998,-203.5499389648,-206.361367798,-209.63865661639997,-208.0580474852,-202.83248291019999,-202.811251831,-197.52670898440002,-191.607962036,-188.2199554446,-187.65653381360002,-188.12164306660003,-189.0399627684,-190.0733566285
R.Index_I_d_x,0.39575291872019996,0.38078362345679995,0.40790854692440004,0.39874770045299995,0.2639868736266,0.009248324064530005,0.04969083592302,0.2641697525978,0.026767281256520004,0.17322039306159998,0.114701782167,0.23165296167139998,0.294216993451,0.26555750966079994,0.1703119426966,0.20594415664680002,0.2519436985256,0.2853154778482,0.24417293667800002,0.1825949460266,0.1995612829922,0.2475158005952,0.14435573965334,0.07731748819352001,0.1174836635592,0.1379312872888,0.1289090961218,0.11665955185900001,0.1088099345566,0.1076009497045
R.Index_I_d_y,0.7636814713478,0.7657739400864,0.6251953840255999,0.5122464239594,0.29397231787447997,-0.002045302838099999,0.28295233724628,0.886755120754,0.6028028488158,0.6789968371392,-0.08964049927886,0.50317790806318,0.7308012425895999,0.40177755057799996,0.1800988703968,0.2894562363626,0.4485853612422,0.5326365709306,0.4315599858764,0.2722690403462,0.2990960121154,0.4133078813552,0.17711767943986742,-0.03906514532863999,0.07515359297395999,0.101768837869,0.07713825702668001,0.05089609697462,0.04704130142926,0.05433001741765
R.Index_I_d_z,0.5050733983518001,0.5169081866742,0.6619465827942,0.7603919029236,0.8985748887062,0.9982237339020001,0.9115443110465999,0.23614274859440004,-0.7903448939323999,-0.2617507874966,0.9879898190498,0.6797175616028,0.49785247147096,0.8561440587042,0.9686723828316,0.9334753036500001,0.8559489369392,0.7966364741328,0.8659667730332,0.944219100475,0.9324314594268,0.8760316729544,0.9621186614038001,0.9955506563186001,0.9900316715239998,0.9851888656616001,0.9886154174805999,0.9918420553207999,0.9929444670678,0.992708295584
R.Index_D_s_x,-14.027519416799999,-12.79257717134,-12.023691749580001,-6.825691890716,2.0149322748180003,13.705916786180001,5.026272770756801,-11.560671234119999,-5.8897122383100005,-7.795645046235999,-4.26928372383,-3.0799856543543997,-9.458748722077999,-10.828426647196,-4.3166728019719995,-5.591338920594,-7.955070781708,-9.00375919342,-6.0998774528499995,-2.265395283698,-3.4083802223199995,-6.121412849424,-0.8432960867893999,2.532705998418,1.4108126997969999,-0.80415917038942,-1.2072207212440003,-0.5524755209684,0.2704474508762,0.48126302659500003
R.Index_D_s_y,233.950741577,261.2344055178,277.35374755860005,285.0393920898,280.82015991220004,270.83592529300006,241.6122802736,206.00818786620002,219.9161163328,250.22681274400003,293.135821533,270.3212677002,250.11968383779998,250.3973571778,256.9475219728,252.3260803224,244.2309661868,240.349572754,246.72434997560003,256.150479126,255.29790039060003,249.12358703639998,261.74674682619997,274.49010620120004,275.4336547852,277.52570800800004,278.6264648436,278.0627258302,276.7779785156,275.8504486085
R.Index_D_s_z,-69.26693725586,-68.01949157712001,-79.91378326416,-119.6333984374,-170.843862915,-207.0300170896,-212.56615295420002,-181.98111267080003,-164.4868652344,-142.585928345,-175.10222778320002,-208.6968444824,-209.89216308580004,-212.2105529786,-215.67066650399997,-212.50317077640003,-207.57750244119998,-203.5499389648,-206.361367798,-209.63865661639997,-208.0580474852,-202.83248291019999,-202.811251831,-197.52670898440002,-191.607962036,-188.2199554446,-187.65653381360002,-188.12164306660003,-189.0399627684,-190.0733566285
R.Index_D_e_x,-16.99793872834,-15.3159236908,-15.868854904160003,-11.63220329284,-1.9681032180759988,13.143140220642001,3.6184950828460005,-13.00772857664,-3.814286851884,-8.334696865088,-6.765728282936,-4.93810930252,-10.119359493265998,-14.072142028779998,-7.263570404052001,-9.937329292293999,-12.190320587159999,-13.164410400399998,-10.624139595024001,-6.346161365505999,-7.731012058256001,-9.405034828186,-2.9953522563001997,1.01037908047496,-0.815027242899,-3.2505185604099998,-3.4478225231160002,-2.613447856902,-1.6807390689840003,-1.4564678669
R.Index_D_e_y,219.96752319319998,246.95514831539998,264.02020874,272.733251953,273.1498413086,269.3788024902,235.3043914794,194.9260253908,218.7781555176,244.42589416499996,290.214868164,265.45552062980005,242.64851379400002,244.3164581298,252.78692932139998,242.95252380380003,234.9937469482,232.5823272704,236.52392578119998,246.8811340332,244.02603149420003,239.09000244140003,259.00905151359996,273.76702880880003,272.49188842760003,274.5436889648,276.3129577638,276.1698059084,274.8965759278,273.84422302250005
R.Index_D_e_z,-71.27042083742,-69.45216522216,-84.26681976318,-125.7985900878,-181.47284545899998,-221.5065704348,-223.33596191420003,-174.3730041504,-150.6076202392,-130.7674514772,-187.2581115724,-211.7303253176,-198.56194458,-220.62672119159998,-229.2545318604,-222.5404327392,-217.02250671399997,-215.16699829119997,-215.7015655518,-220.12296752920003,-215.2279266356,-203.9134368898,-216.832611084,-211.98582458500005,-205.71372985839997,-202.2817749022,-201.87807922379997,-202.4329681398,-203.3683898924,-204.386756897
R.Index_D_d_x,0.2022739678622,0.1730377286672,0.2636809527874,0.3296051681042,0.27313543856140005,0.038592244777746,0.09653791934254,0.09923145771021999,-0.14232166484004,0.03696533686017199,0.17119301259500003,0.12742024436584,0.04530121511779399,0.22243674546500003,0.20208265185340002,0.2980250298976,0.2904310047628,0.28531544208520004,0.310249876976,0.2798373818398,0.296423327923,0.22517340779300002,0.147576609254,0.10439309030763999,0.15263630449780002,0.167758396268,0.15364858508100002,0.1413305431602,0.13380207717419998,0.132879331708
R.Index_D_d_y,0.9554057478906,0.9791957497593999,0.9143436193464,0.8438901066782,0.5259896993637999,0.09992179721592,0.43256151676192,0.7599559485912,0.07803531587102,0.39779638499032,0.20030363639802803,0.333667127043,0.5123334303498,0.4169956684112,0.2853114217518,0.6427889108658,0.6334395706652,0.5326365947722,0.6994909405708001,0.6356427073478,0.7729654431342,0.6880501389503999,0.18773662745963998,0.049584811553304,0.2017307430506,0.20449110567540002,0.15864804387099998,0.1298063978554,0.1290166646242,0.137576341629
R.Index_D_d_z,0.13566311523309998,0.0982451684773,0.2985082179306,0.422776287794,0.7288793623448,0.9927256941796001,0.7385362654924,-0.5217239052056001,-0.9517650723456,-0.8104485869408,0.8335863888263999,0.20801980495459996,-0.7769665241243999,0.5771361231806,0.9315096259116,0.6883023142816,0.6476883709428,0.7966364502906,0.6405011534691999,0.7189586400986,0.491672528255606,0.07412599325179998,0.9615105628965999,0.9915293216704001,0.9672987937925999,0.9642852544785999,0.9752381563188001,0.9813946604726,0.9825679540633999,0.981537282467
R.Middle_M_s_x,45.40033569336,45.141871643079995,42.56201629638001,39.426171875019996,35.31149597168,31.739686202999998,26.7166770935,25.037833404540002,24.714274978619997,24.170143890400002,24.69261436462,25.20388946532,24.193735122699998,24.214270782480003,25.98959007262,26.73637161254,27.154766082739997,28.008865356439998,28.93952522276,29.32494010926,28.966458892820004,29.138999176040006,30.036251449580003,31.065612411500002,30.688461685200004,29.64050483706,29.161931228639997,29.258540725719996,29.45858802796,29.613385200500005
R.Middle_M_s_y,243.94628295900003,251.61417236320003,258.11315002439994,261.6449157714,259.4611602784,252.508355713,246.46435546880002,246.4011077878,251.9708831786,262.8086853026,266.9921874998,268.961694336,266.89868774400003,261.3025085448,257.38525390620003,258.62477417,259.8281555176,260.8797180178,261.2882629396,261.73923339860005,262.841015625,263.35365600579996,264.01865844760005,265.298840332,267.7028137206,271.1457580566,272.14677124019994,271.09876709,270.1566589356,269.934829712
R.Middle_M_s_z,20.9254459381,26.248453521720002,18.255161285396,-15.371691274646002,-57.677723693839994,-87.93787841796,-97.34134063722,-101.80763244624,-103.29113769506,-56.3096939087,-59.34928283692001,-96.37366180412,-103.16314086900002,-98.54654846186,-97.75085144046,-96.65913085938,-96.19414215086,-95.54341125488,-94.53932800291999,-93.33500518796,-92.30049591064,-90.33283691406,-85.70482177734,-79.09468536374,-73.35048980712001,-70.02292633056,-69.38045196534,-69.71824035646,-70.46649627682,-71.4794387817
R.Middle_M_e_x,31.283253479019997,32.113774108899996,31.461948394759997,32.84979400634,32.983710479719996,32.1745693207,26.77340927126,24.292145156859995,24.786232757559997,22.25188713074,19.669938659659998,24.590322875960002,24.239921951280003,23.01500282288,24.633333969120002,25.392417144780005,25.68369560242,26.50654335022,27.076567840580005,27.443923187259998,27.334230041519998,27.34621276854,26.76167182922,25.65642242432,25.400006103499997,24.26092109682,23.691838836660004,23.866461944580003,24.356159973140002,24.462408065800002
R.Middle_M_e_y,254.82577819820003,275.522467041,283.92149047860005,285.3971801758,276.1149353026,261.41989135719996,251.91018371579997,252.3721771238,259.49461669920004,275.7340270996,277.85284423840005,275.81513061540005,271.7190124512,265.4004577634,262.120324707,263.7356567382,264.8305786136,265.61555175800004,266.2888427736,266.82079467779994,267.7462585448,268.0252014162,267.3404846192,265.7001037598,268.2678894042,271.8146972656001,272.77780761720004,271.48912963860005,270.2467956544,269.608062744
R.Middle_M_e_z,-34.201222228999995,-30.1626438141,-37.72312698362,-72.9161605835,-117.97738342279999,-149.8961639406,-159.74432983399998,-164.15896606439998,-165.466455078,-117.54263153080001,-120.82953643820001,-158.6161834716,-165.61262817360003,-161.04215698240003,-160.19921875,-159.07789001479998,-158.61905517559998,-157.9880859378,-156.95366516119998,-155.7422424316,-154.72911071779998,-152.7737609864,-148.16518249519999,-141.49983215319997,-135.765588379,-132.4300964356,-131.78014831539997,-132.1267578124,-132.90050964360003,-133.9087219235
R.Middle_M_d_x,0.2253823816776,0.207975810766,0.1771974533798,0.10498290210943999,0.037159920204448006,-0.00694231544622,-0.0009056518319899992,0.011903895065184,-0.0011487083509659998,0.030622352939079993,0.08018016666174,0.00979475108907,-0.0007373100612319997,0.0191446762532,0.0216507781297,0.021454399824160003,0.02348363287748,0.02398252114656,0.02973957322538,0.03002786897122,0.026056308299299995,0.02861938774586,0.05227419659494,0.08635034263131999,0.08442297726869999,0.0858777165413,0.08732256442307999,0.0860771790147,0.08145330697298,0.0822283215821
R.Middle_M_d_y,-0.1736306607724,-0.3816633224488,-0.4119949638844,-0.37917249798780006,-0.2658547997474,-0.14226049929842002,-0.08693521767856,-0.09531996995214001,-0.12010614424932001,-0.20633545815919999,-0.1733755767346,-0.10940575599689999,-0.07694991230964,-0.06541816815734,-0.07558894306422001,-0.08158826828004001,-0.07985685765746,-0.0756011232734,-0.07982743382452,-0.0811201915145,-0.07830551713706,-0.0745748490095,-0.053028422594080006,-0.006405623652966599,-0.0090206621563922,-0.010678702220314,-0.01007363526149,-0.006231605261562,-0.0014389098621912,0.00521638884675
R.Middle_M_d_z,0.8800827622413999,0.9005262374878,0.8936170339584001,0.9186189413072,0.9626018047336,0.98907943964,0.9961785793301999,0.9953539252283999,0.9925441622734,0.9775003433227999,0.9814484119417999,0.9936169147491999,0.9969209194184,0.9976571202278001,0.9969029784202,0.9964303612707999,0.9965285420418001,0.9968440294265999,0.9963597178457999,0.9962463617324,0.9965877294541998,0.9967841386795999,0.9970944404602001,0.9962131023405998,0.996371901035,0.9962453484535999,0.9961260795596001,0.9962668061258,0.9966739058494,0.996598303318
R.Middle_P_s_x,31.283253479019997,32.113774108899996,31.461948394759997,32.84979400634,32.983710479719996,32.1745693207,26.77340927126,24.292145156859995,24.786232757559997,22.25188713074,19.669938659659998,24.590322875960002,24.239921951280003,23.01500282288,24.633333969120002,25.392417144780005,25.68369560242,26.50654335022,27.076567840580005,27.443923187259998,27.334230041519998,27.34621276854,26.76167182922,25.65642242432,25.400006103499997,24.26092109682,23.691838836660004,23.866461944580003,24.356159973140002,24.462408065800002
R.Middle_P_s_y,254.82577819820003,275.522467041,283.92149047860005,285.3971801758,276.1149353026,261.41989135719996,251.91018371579997,252.3721771238,259.49461669920004,275.7340270996,277.85284423840005,275.81513061540005,271.7190124512,265.4004577634,262.120324707,263.7356567382,264.8305786136,265.61555175800004,266.2888427736,266.82079467779994,267.7462585448,268.0252014162,267.3404846192,265.7001037598,268.2678894042,271.8146972656001,272.77780761720004,271.48912963860005,270.2467956544,269.608062744
R.Middle_P_s_z,-34.201222228999995,-30.1626438141,-37.72312698362,-72.9161605835,-117.97738342279999,-149.8961639406,-159.74432983399998,-164.15896606439998,-165.466455078,-117.54263153080001,-120.82953643820001,-158.6161834716,-165.61262817360003,-161.04215698240003,-160.19921875,-159.07789001479998,-158.61905517559998,-157.9880859378,-156.95366516119998,-155.7422424316,-154.72911071779998,-152.7737609864,-148.16518249519999,-141.49983215319997,-135.765588379,-132.4300964356,-131.78014831539997,-132.1267578124,-132.90050964360003,-133.9087219235
R.Middle_P_e_x,14.38166656496,14.24279403686,14.800827789300001,16.3624130249,15.483251571660002,14.389380264280001,8.739472389222001,6.058261489868,6.942083263395999,5.111250209808,0.40390259325480005,5.942903375624001,5.480796241759999,3.48601255417,5.167882823946,6.026183700564,6.458142757416001,6.933061885836,7.5960219383259995,8.491542625426002,8.852919769288,8.632234191894,8.327722740172002,7.412500286106001,7.736501884462001,5.791110706328,4.919221019746,5.070259952546,5.991077327727999,6.206674575805
R.Middle_P_e_y,249.378475952,275.7875671388,284.71629638679997,277.8736145018,249.6439147948,227.44827575679997,216.3174346926,217.053237915,225.0301177978,243.88287963839997,246.60013122560002,243.5975128174,238.21183776860002,232.0552429202,228.95008850100004,230.5151855468,231.40846862799998,232.49858703599998,233.42435913079998,233.83952941879997,234.3850402832,234.5428558348,233.44692688,231.48392334,233.70776977539998,237.42097473139998,238.47387390140003,237.1596130374,235.7062072754,235.03012847899998
R.Middle_P_e_z,-70.23589324954,-67.21165618896,-75.32295837402,-109.46750488283999,-143.5379730224,-164.5498596192,-169.7397613526,-174.76071777340002,-178.9460479736,-137.11920623780003,-139.365927124,-176.0901672364,-180.3465301514,-175.1446533202,-174.80225524919996,-173.6986389162,-172.9639251708,-172.56438293460002,-172.2129150392,-171.4086395266,-170.1529602052,-167.6414398192,-162.44133605960002,-155.23934936540002,-149.40321960440002,-145.403781128,-144.5569000242,-144.79971008299998,-145.6321075442,-146.6966934205
R.Middle_P_d_x,0.40964156985300004,0.43440210223180004,0.40499324202540005,0.4007700145246,0.42539561390860003,0.43231671452519993,0.43836319446560007,0.44322348237020004,0.43374995589239995,0.4166492700578,0.4683126807212,0.45327547788620004,0.45599073767660003,0.47470442056639994,0.4731599807736,0.47074822783479997,0.46732864975919997,0.47578591108319995,0.4735268354416,0.460688430071,0.4492377936838,0.45489345192919994,0.44808650612820006,0.4434674739838,0.42935882806780007,0.44895833134639995,0.45631878376,0.4568920969964,0.4464126288889999,0.4437545537945
R.Middle_P_d_y,0.13006702400748002,-0.00644396934658,-0.01931988960133,0.1828804366291,0.6434491753578,0.8257712364195999,0.8651772260666,0.8585216283799999,0.8377521872522001,0.7742277741432,0.7596810102464,0.7831355094908,0.8144815325738,0.8105447649956,0.8062915205956,0.8075126171112,0.8124140501022001,0.804996538162,0.7988592863082001,0.8016980767251999,0.8109338402748001,0.8138782262802,0.8238736987114,0.8317160725594,0.8400763988493999,0.8360317587852,0.8338490128516,0.8344709753991999,0.8396017432214,0.8405093848705
R.Middle_P_d_z,0.8727185249330001,0.9005756378174,0.9139647245408,0.8884784460066001,0.6213187098502001,0.35619737505899995,0.24296576976760004,0.25770402550719995,0.3276576936244,0.47586128115640003,0.45057667493820003,0.4247519969942,0.3581469118594,0.34279894828800006,0.3549659490584,0.3553965032102,0.34869054555879997,0.3543159365656,0.3709169387816,0.3808137893678,0.374918013811,0.361398822069,0.347020149231,0.3339758336542,0.3314992070196,0.315360236168,0.3105731844902,0.30805008411420004,0.3094756662844,0.31084594130550003
R.Middle_I_s_x,14.38166656496,14.24279403686,14.800827789300001,16.3624130249,15.483251571660002,14.389380264280001,8.739472389222001,6.058261489868,6.942083263395999,5.111250209808,0.40390259325480005,5.942903375624001,5.480796241759999,3.48601255417,5.167882823946,6.026183700564,6.458142757416001,6.933061885836,7.5960219383259995,8.491542625426002,8.852919769288,8.632234191894,8.327722740172002,7.412500286106001,7.736501884462001,5.791110706328,4.919221019746,5.070259952546,5.991077327727999,6.206674575805
R.Middle_I_s_y,249.378475952,275.7875671388,284.71629638679997,277.8736145018,249.6439147948,227.44827575679997,216.3174346926,217.053237915,225.0301177978,243.88287963839997,246.60013122560002,243.5975128174,238.21183776860002,232.0552429202,228.95008850100004,230.5151855468,231.40846862799998,232.49858703599998,233.42435913079998,233.83952941879997,234.3850402832,234.5428558348,233.44692688,231.48392334,233.70776977539998,237.42097473139998,238.47387390140003,237.1596130374,235.7062072754,235.03012847899998
R.Middle_I_s_z,-70.23589324954,-67.21165618896,-75.32295837402,-109.46750488283999,-143.5379730224,-164.5498596192,-169.7397613526,-174.76071777340002,-178.9460479736,-137.11920623780003,-139.365927124,-176.0901672364,-180.3465301514,-175.1446533202,-174.80225524919996,-173.6986389162,-172.9639251708,-172.56438293460002,-172.2129150392,-171.4086395266,-170.1529602052,-167.6414398192,-162.44133605960002,-155.23934936540002,-149.40321960440002,-145.403781128,-144.5569000242,-144.79971008299998,-145.6321075442,-146.6966934205
R.Middle_I_e_x,3.145180034638,1.9137985944740001,2.8637320041660006,6.001412773132,10.702506446852002,11.94162006378,6.268354225158,4.21816191673,4.528492832185999,2.2521855413908,-2.542936205864,1.6549507498754,1.9749951124200003,0.32093988657,1.3384126901631999,1.931673884392,2.391466474532,2.898569297792,3.6442502498639997,4.439539146422,4.903611564638,4.779672813415999,4.585710811614,3.412962722778,3.8408028602599997,2.28969438076,1.4790564298639999,1.3965739965419999,2.1762335777299997,2.2881079912199995
R.Middle_I_e_y,232.98834838860003,259.49743652359996,267.81954956059997,257.01016845719994,232.526715088,217.442706299,208.59090271,208.24028015140001,215.08894653299998,230.63580627460001,233.6765625,232.247039795,227.94618225100004,221.7457946778,218.57136535639998,220.29252929679996,221.3925903322,222.25288391120003,222.68944091819998,222.94048461900002,223.65922546360002,224.1200683596,223.0837249754,221.28299255380003,223.70258789079998,227.8490753174,229.07583007820003,227.9560058596,226.5869873048,225.92872619599999
R.Middle_I_e_z,-84.03479919434001,-80.31138916015999,-87.97141723633999,-113.0003601074,-127.73849945060002,-142.643222046,-146.86900329600002,-152.2225250244,-156.9690002444,-117.00099792459999,-119.0473327636,-155.084313965,-158.6395416258,-153.4021331786,-153.2003051756,-152.07020874020003,-151.23367004379998,-150.936355591,-150.8073486326,-150.1048736572,-148.7423431398,-146.06455993640003,-140.8160064696,-133.5831298828,-127.63752288820001,-123.3772918698,-122.44606170620003,-122.6445358278,-123.465750122,-124.54109573349999
R.Middle_I_d_x,0.4618717610838,0.5079807758332,0.49183369278919997,0.42689517140379996,0.1969768077136,0.10085291415446,0.10181531310076,0.07581600844858001,0.09944504946482,0.11779953390344,0.12141600996266,0.1766727328302,0.14444645345219997,0.1304077103734,0.1577823102472,0.1687025010586,0.16755572557440002,0.1662296772004,0.1628213733436,0.16695112884040003,0.1627198815344,0.15873368382459999,0.1541788160802,0.16478940546499998,0.1605110704898,0.14426578581320001,0.1417420744898,0.1513636678458,0.157179656625,0.16145323962000002
R.Middle_I_d_y,0.6725635766981999,0.6711879730224,0.6961818695066,0.8596181988717999,0.7052648544310001,0.4122506916521999,0.3183495104314,0.36311256289499994,0.40959736108760003,0.5458075165749999,0.5324784398078001,0.467663550377,0.42296681404120007,0.4247711479664,0.4276254475116,0.421195137501,0.41267549991619995,0.42214475870119994,0.44230138063440005,0.44906373620039997,0.4419263362884,0.4294409096242,0.4269858717918,0.42029992342,0.4122347295284,0.39438256621359996,0.3872193455698,0.3792081713674,0.37573121786100006,0.374997064471
R.Middle_I_d_z,0.5656386494637999,0.5397368073464,0.5211433768274,0.14556113667777998,-0.6509717941286001,-0.902599966526,-0.9423237562179999,-0.9286213755608002,-0.9055009961128,-0.8289128541945999,-0.8371691703798,-0.8654856801032,-0.8943740487098,-0.8958379626275998,-0.8900462388992001,-0.8911372303962001,-0.8953327536584001,-0.8911207318308,-0.8819547057152001,-0.8777602910994,-0.8821628689765999,-0.8890131115914001,-0.891009402275,-0.8922820568086,-0.8967929124832,-0.9075381040574001,-0.9110134243965999,-0.9128402590752,-0.9133009552956001,-0.9128575623035
R.Middle_D_s_x,3.145180034638,1.9137985944740001,2.8637320041660006,6.001412773132,10.702506446852002,11.94162006378,6.268354225158,4.21816191673,4.528492832185999,2.2521855413908,-2.542936205864,1.6549507498754,1.9749951124200003,0.32093988657,1.3384126901631999,1.931673884392,2.391466474532,2.898569297792,3.6442502498639997,4.439539146422,4.903611564638,4.779672813415999,4.585710811614,3.412962722778,3.8408028602599997,2.28969438076,1.4790564298639999,1.3965739965419999,2.1762335777299997,2.2881079912199995
R.Middle_D_s_y,232.98834838860003,259.49743652359996,267.81954956059997,257.01016845719994,232.526715088,217.442706299,208.59090271,208.24028015140001,215.08894653299998,230.63580627460001,233.6765625,232.247039795,227.94618225100004,221.7457946778,218.57136535639998,220.29252929679996,221.3925903322,222.25288391120003,222.68944091819998,222.94048461900002,223.65922546360002,224.1200683596,223.0837249754,221.28299255380003,223.70258789079998,227.8490753174,229.07583007820003,227.9560058596,226.5869873048,225.92872619599999
R.Middle_D_s_z,-84.03479919434001,-80.31138916015999,-87.97141723633999,-113.0003601074,-127.73849945060002,-142.643222046,-146.86900329600002,-152.2225250244,-156.9690002444,-117.00099792459999,-119.0473327636,-155.084313965,-158.6395416258,-153.4021331786,-153.2003051756,-152.07020874020003,-151.23367004379998,-150.936355591,-150.8073486326,-150.1048736572,-148.7423431398,-146.06455993640003,-140.8160064696,-133.5831298828,-127.63752288820001,-123.3772918698,-122.44606170620003,-122.6445358278,-123.465750122,-124.54109573349999
