,0,1,2,3
R.Thumb.TTP,54.25855560304001,54.17139205933999,54.16770858765999,54.16500778198
R.Index.TTP,97.301071167,97.6877685547,97.6918273926,97.69819641112001
R.Middle.TTP,82.58420486450001,91.41066589356,91.44666900638,91.47521820068
R.Ring.TTP,40.89805450440001,40.841566467259995,40.845389556879994,40.84904098512
R.Pinky.TTP,38.96414413452,38.91011505128,38.91318740845999,38.91645050048
L.Thumb.TTP,0.0,0.0,0.0,0.0
L.Index.TTP,0.0,0.0,0.0,0.0
L.Middle.TTP,0.0,0.0,0.0,0.0
L.Ring.TTP,0.0,0.0,0.0,0.0
L.Pinky.TTP,0.0,0.0,0.0,0.0
R.Thumb.TNA,41.2101378866,42.75296296284,42.35731697388,42.45018632548
R.Index.TNA,30.308906003161997,35.75719055856,35.59469311102,35.82802001078001
R.Middle.TNA,52.7103458241,37.319166265499994,38.12595423618,37.810110286580006
R.Ring.TNA,102.657538007,98.89399625692,98.99750834058,98.9002613505
R.Pinky.TNA,97.99176538072,94.59570744992,94.72674822351999,94.61571775426
L.Thumb.TNA,0.0,0.0,0.0,0.0
L.Index.TNA,0.0,0.0,0.0,0.0
L.Middle.TNA,0.0,0.0,0.0,0.0
L.Ring.TNA,0.0,0.0,0.0,0.0
L.Pinky.TNA,0.0,0.0,0.0,0.0
R.Thumb_Index.ang,25.620082950899995,25.019330659460003,24.91197225394,24.793156886560002
R.Index_Middle.ang,35.59510108004001,15.114184587619999,15.1543534865,15.077475909199999
R.Middle_Ring.ang,107.635146132568,132.30678989619997,133.1125323178,132.82358084519998
R.Ring_Pinky.ang,7.824394752258,6.17685734656,6.2561937578140006,6.343654443502001
L.Thumb_Index.ang,0.0,0.0,0.0,0.0
L.Index_Middle.ang,0.0,0.0,0.0,0.0
L.Middle_Ring.ang,0.0,0.0,0.0,0.0
L.Ring_Pinky.ang,0.0,0.0,0.0,0.0
R.sphere_center_x,38.46156539918,34.631023407,34.45363998411999,34.88025283812
R.sphere_center_y,171.66869812,168.691418457,169.0104736328,168.81138305680003
R.sphere_center_z,-14.7336854935,-14.61688995362,-14.72891101836,-14.852483749380003
L.sphere_center_x,0.0,0.0,0.0,0.0
L.sphere_center_y,0.0,0.0,0.0,0.0
L.sphere_center_z,0.0,0.0,0.0,0.0
