,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
R.Middle_M_e_x,39.58482780455999,15.236831474312002,-2.6144353628155996,-9.532736396788,-5.5399953842161995,1.6935146719199998,-5.340027689934001,-2.146071326732,6.801284790039999,4.684831047058,1.62319867611,0.49479325115705997,-0.5098968267441999,0.38339122235868006,1.570325136184,-0.44087060093880004,-0.45981376692648,0.7125383794308,0.998067450525,0.8169260680674,1.4483676403768,15.516832065585998,31.01911773682,32.9811767578,37.10527191164,34.52356758118,26.32551956178,20.690610885599998,21.064529800419997,22.366379547119998,23.6177383423,23.962732696539998,23.57177124024,24.81947784422,27.41545143128,27.043099594119997,25.75057868956,24.539865875240004,23.704256820679998,23.35832099914,23.464636230480004,23.70545196532,24.121683883659998,24.80405921936,25.24189567565
R.Middle_M_e_y,240.6011749266,211.36236267100003,192.58175659160003,191.208920288,190.2455078126,183.2079589842,179.1270965576,188.09015808099997,189.33997192380002,186.6098999024,183.6729736328,185.0581237794,185.00949401859998,189.29760742180002,188.3493591308,184.36186218260002,184.5311309814,184.681124878,183.9148925778,184.3728210448,188.33666992179997,193.4541534424,189.3324859618,187.44654541020003,190.80023803720002,191.3624206544,180.42097167959997,172.8546325684,172.37419433600002,171.4069396974,172.4842529296,173.43285827640003,175.97785339319998,179.62044677720002,179.68283386239997,177.94013671880003,174.05497436519997,173.4299133302,173.2290985108,173.09439697279998,173.3061309814,173.3122558594,173.887210083,174.5999877928,175.3839950565
R.Middle_M_e_z,-11.513607358916001,-12.568094491972,49.58114891051999,64.03985290526,14.827857971198,-8.0578640818606,25.416642951964,22.560462760908003,-2.5975780487058,2.6461441278454005,9.68094758987,11.10068149566,16.39531211856,16.245933914180004,13.836282348640001,18.605706787099997,16.753237533599997,17.59876594544,19.86424942016,20.23592033386,9.155170845979999,-30.849023437508,-54.981136322039994,-41.475551986700005,-11.790957832327999,2.5567959725862,11.811256980889999,17.23503799436,14.994240379339999,12.49855766296,10.351143264766,9.36121082306,7.357049942013999,-1.8335146546348,-6.591085100176,4.064581346512,9.739987945542001,10.945480728140002,11.40842437744,11.54300956728,11.325292778000001,10.98062152862,11.715369606,12.92908096314,13.805852413150001
R.Middle_M_d_x,0.41217052936560006,0.8263568878174,0.8941026210786,0.8225688338277999,0.9669855237008,0.9930398702624,0.9682575464250001,0.9653493642805999,0.99010900259,0.9871304512026,0.98151037693,0.9838528394699999,0.9818078160285999,0.9836358904840001,0.9845857977866,0.9794709682462,0.9817412376404,0.9803031563760001,0.9754849791526,0.9737666487694,0.9832849383354001,0.9809440493582,0.9603575706482002,0.972530579567,0.9030300617215999,0.8216149568556,0.7696536421776001,0.7653916358949999,0.7650380134584001,0.7668854951858,0.7792425632478001,0.7908729791644,0.8159382224084,0.8731913566588,0.8792346000670002,0.8409452557562,0.8066181778907999,0.8014236330986,0.8023628592492,0.803041398525,0.8079720616342,0.8124094843862,0.8167050957680001,0.8196228504178,0.8200882375240001
R.Middle_M_d_y,-0.157342782616716,0.09480914399018,-0.016345376148806,-0.06368862893426,-0.03766516437753199,0.09197922795992,0.08641898185008,0.04025027751922,0.08142859935758,0.09098764061936,0.09398247450594,0.0703333832323,0.08457370772966001,0.048065707460019994,0.057076660916220004,0.07807634323834,0.06485817208886,0.06793440058828001,0.08086421340704,0.06580705046652,0.07442755699158,0.05863589253271999,0.06644432917238,0.1886202752588,0.2314177304506,0.2248907357452,0.29123195409779995,0.3065531492230001,0.32022370100020003,0.3433872938154,0.3457980036736,0.3407350063324,0.31443697810180005,0.24805865585780001,0.2568978011608,0.28736728429799996,0.3256821691988,0.3343603670598,0.3374892354012,0.338902515173,0.33552996516239997,0.334994673729,0.3320994734764,0.3363526582716,0.34114529192450005
R.Middle_M_d_z,0.8819544076918,0.5099421769379999,-0.39622034430502,-0.5610684573648,-0.22628189921362005,-0.0709565654397,-0.2235989257692,-0.25340809226039995,-0.1129471465946,-0.1298757776618,-0.163625895977,-0.1620376974344,-0.1676338434222,-0.1729856580496,-0.16331844627859998,-0.185540112853,-0.1785792946816,-0.1850569754838,-0.204592961073,-0.21757777929280003,-0.15930003374828,0.1369099110364,0.26866942644120007,0.027283786982420004,-0.3533142775296,-0.5227382481098,-0.5675893425941999,-0.5651491403582001,-0.5582364916804,-0.5421754717828,-0.5226485848425999,-0.5083378314972,-0.48408578038219996,-0.4191462635992,-0.40104391574859993,-0.45763170719160007,-0.49318104982359995,-0.4959041535852,-0.49224435090999996,-0.49016788005839995,-0.48433433175099994,-0.47724877595899995,-0.471901589632,-0.4637643933296,-0.459427729249
R.Middle_P_s_x,39.58482780455999,15.236831474312002,-2.6144353628155996,-9.532736396788,-5.5399953842161995,1.6935146719199998,-5.340027689934001,-2.146071326732,6.801284790039999,4.684831047058,1.62319867611,0.49479325115705997,-0.5098968267441999,0.38339122235868006,1.570325136184,-0.44087060093880004,-0.45981376692648,0.7125383794308,0.998067450525,0.8169260680674,1.4483676403768,15.516832065585998,31.01911773682,32.9811767578,37.10527191164,34.52356758118,26.32551956178,20.690610885599998,21.064529800419997,22.366379547119998,23.6177383423,23.962732696539998,23.57177124024,24.81947784422,27.41545143128,27.043099594119997,25.75057868956,24.539865875240004,23.704256820679998,23.35832099914,23.464636230480004,23.70545196532,24.121683883659998,24.80405921936,25.24189567565
R.Middle_P_s_y,240.6011749266,211.36236267100003,192.58175659160003,191.208920288,190.2455078126,183.2079589842,179.1270965576,188.09015808099997,189.33997192380002,186.6098999024,183.6729736328,185.0581237794,185.00949401859998,189.29760742180002,188.3493591308,184.36186218260002,184.5311309814,184.681124878,183.9148925778,184.3728210448,188.33666992179997,193.4541534424,189.3324859618,187.44654541020003,190.80023803720002,191.3624206544,180.42097167959997,172.8546325684,172.37419433600002,171.4069396974,172.4842529296,173.43285827640003,175.97785339319998,179.62044677720002,179.68283386239997,177.94013671880003,174.05497436519997,173.4299133302,173.2290985108,173.09439697279998,173.3061309814,173.3122558594,173.887210083,174.5999877928,175.3839950565
R.Middle_P_s_z,-11.513607358916001,-12.568094491972,49.58114891051999,64.03985290526,14.827857971198,-8.0578640818606,25.416642951964,22.560462760908003,-2.5975780487058,2.6461441278454005,9.68094758987,11.10068149566,16.39531211856,16.245933914180004,13.836282348640001,18.605706787099997,16.753237533599997,17.59876594544,19.86424942016,20.23592033386,9.155170845979999,-30.849023437508,-54.981136322039994,-41.475551986700005,-11.790957832327999,2.5567959725862,11.811256980889999,17.23503799436,14.994240379339999,12.49855766296,10.351143264766,9.36121082306,7.357049942013999,-1.8335146546348,-6.591085100176,4.064581346512,9.739987945542001,10.945480728140002,11.40842437744,11.54300956728,11.325292778000001,10.98062152862,11.715369606,12.92908096314,13.805852413150001
R.Middle_P_e_x,15.880836868298001,-8.891339588171999,8.55864782334,3.4333465218552006,-7.143328952787999,0.8779525995243999,1.0522798508392,3.996931695936,7.719289779664,6.512257289888001,4.18828897476,2.3399733424192,1.6596898913377998,1.999681019782,3.038516139984,3.0448820590979997,2.441409540178,3.5950415134400004,5.2433392524719995,6.508871841432,5.901985168456,7.1756136894299996,14.6690612793,25.93628578186,45.58841247558,52.71025466919999,50.5957130432,45.7012512207,45.47571945192,45.62635345459999,45.60005111692,44.810727691660006,41.981269836420005,35.85648880004,35.63691482544,40.84449539186,44.52700042722,44.4751602173,43.51793365478,42.676441192640006,41.94378890992,41.52931518554,41.42908172608001,41.31779632568,41.2446022034
R.Middle_P_e_y,204.4969116212,189.96371765120003,186.6323669434,183.4743133546,183.95046997059998,177.72428894019998,171.66209106459996,180.48202514639996,183.20524902359998,180.7350708008,176.06668395979997,177.19705505360002,176.91336669920003,180.8967803956,181.0417907714,177.0085723878,177.6245117186,177.60195922859998,176.35413513199998,176.5164398194,178.24080810560002,181.8547912598,172.996624756,169.693533325,174.16573486320002,178.1064819338,171.23456726080002,164.39124450699998,163.98905944819998,162.85578308099997,162.37494201680002,161.8663024904,162.9119049072,165.28302612299998,165.58846435540002,163.74088745119997,161.4370513916,160.93247680660002,160.3613189696,159.894769287,160.22313537600002,160.2518371584,160.7390411376,160.9401153564,161.469818115
R.Middle_P_e_z,-19.12116012574,14.616415357582003,91.20538635268,105.68195800774,58.97558517457999,36.20297508238,68.80466690064,66.03235549925999,41.59724502564,46.842617797840006,53.5743423462,54.98656692502,60.22423782348001,60.03769302366,57.83174591064001,62.48452606198,60.74403152466,61.5641319275,63.64231796264001,63.79780807496,52.36656341552,11.053833222394001,-16.815684127799997,-1.4947410106840002,28.59694366454,40.99632110596,48.09683532712,53.20718536378,51.39643096924,49.61334075928001,47.847196960459996,47.088055419940005,45.81371994022,38.92290878298,34.94493865966,43.99884414674,48.20162811278,48.86937637327999,49.27196197508,49.54778900146,49.784246826179995,49.75620422362,50.693872070320005,52.07574691772,53.0759677887
R.Middle_P_d_x,0.531122404337,0.5406267762186,-0.2503491759302,-0.29052394479515997,0.035925018694234,0.018273854441926,-0.14322894811638,-0.1376429162919,-0.020569236204020003,-0.04094613976776,-0.05747457519174,-0.04134394340218,-0.048612743988639996,-0.03621532544492,-0.032896953262388,-0.07810335457324,-0.06500612795354001,-0.06458667516708001,-0.09512148648499999,-0.1275363236666,-0.09978977963322,0.18689712267359998,0.36634678840620005,0.15785102546218002,-0.19007710069419997,-0.407499164343,-0.5438089728356,-0.5603997707368,-0.5469681859014,-0.5211735486982001,-0.4925456762314,-0.4671296298504,-0.4124915599822,-0.2473002821206,-0.1842138320208,-0.309240332246,-0.4207130491736,-0.44667927026740006,-0.44395424127579997,-0.4328505635262,-0.41405228972419994,-0.39936958551420004,-0.3877974033356,-0.3700142860414,-0.358563914895
R.Middle_P_d_y,0.8089685440064001,0.4794677644968,0.13330472335224003,0.1733051121236,0.1410494744778,0.1228696018455,0.1672643005848,0.1704712837936,0.13745738565920002,0.13163408339,0.17042997479439997,0.17613867223280003,0.1814055025578,0.18823275864119998,0.16373669505119998,0.1647611498836,0.1547528505326,0.1586190015078,0.1694097608328,0.1760336458682,0.2262124657632,0.25990056991559995,0.3660287201404,0.39778205156300006,0.37272023558600004,0.29701858162879996,0.2058347523212,0.189634513855,0.18788113594060002,0.19160110354440002,0.2265138030052,0.2591654896736,0.29276157021520005,0.3212507605552,0.31580483317360003,0.31815481185919997,0.28272292017940004,0.280023241043,0.28832131028179997,0.29575685262699997,0.2931435346604,0.2926376819612,0.2946038305758,0.306069290638,0.31176736950899997
R.Middle_P_d_z,0.17045828551054001,-0.6091084837912,-0.9326515316964,-0.9330518960953998,-0.9891939878463999,-0.9917284727096,-0.972171795368,-0.9740509748459999,-0.9902492642399998,-0.9902862429618,-0.9834953427313999,-0.9833270668981999,-0.9820508122444,-0.9812180757522,-0.9857823252678,-0.9831687450408,-0.9856777071953999,-0.9851079583168,-0.9809112787246,-0.9760674118994,-0.9682141065595999,-0.9388944268225998,-0.8551524400712001,-0.8958282351493999,-0.9049496531486,-0.8612934589386001,-0.8130311727521999,-0.8060082554818001,-0.8156439661979998,-0.8316106796264,-0.8401535749436,-0.8453247904778001,-0.8616775989532,-0.9132069230082,-0.9306749582293999,-0.8947851777078,-0.8617889881134,-0.8497400522230001,-0.8483876228334001,-0.8515523552893999,-0.8617288112639999,-0.8688233375549999,-0.873370015621,-0.8771379709242,-0.8799040317535001
R.Middle_I_s_x,15.880836868298001,-8.891339588171999,8.55864782334,3.4333465218552006,-7.143328952787999,0.8779525995243999,1.0522798508392,3.996931695936,7.719289779664,6.512257289888001,4.18828897476,2.3399733424192,1.6596898913377998,1.999681019782,3.038516139984,3.0448820590979997,2.441409540178,3.5950415134400004,5.2433392524719995,6.508871841432,5.901985168456,7.1756136894299996,14.6690612793,25.93628578186,45.58841247558,52.71025466919999,50.5957130432,45.7012512207,45.47571945192,45.62635345459999,45.60005111692,44.810727691660006,41.981269836420005,35.85648880004,35.63691482544,40.84449539186,44.52700042722,44.4751602173,43.51793365478,42.676441192640006,41.94378890992,41.52931518554,41.42908172608001,41.31779632568,41.2446022034
R.Middle_I_s_y,204.4969116212,189.96371765120003,186.6323669434,183.4743133546,183.95046997059998,177.72428894019998,171.66209106459996,180.48202514639996,183.20524902359998,180.7350708008,176.06668395979997,177.19705505360002,176.91336669920003,180.8967803956,181.0417907714,177.0085723878,177.6245117186,177.60195922859998,176.35413513199998,176.5164398194,178.24080810560002,181.8547912598,172.996624756,169.693533325,174.16573486320002,178.1064819338,171.23456726080002,164.39124450699998,163.98905944819998,162.85578308099997,162.37494201680002,161.8663024904,162.9119049072,165.28302612299998,165.58846435540002,163.74088745119997,161.4370513916,160.93247680660002,160.3613189696,159.894769287,160.22313537600002,160.2518371584,160.7390411376,160.9401153564,161.469818115
R.Middle_I_s_z,-19.12116012574,14.616415357582003,91.20538635268,105.68195800774,58.97558517457999,36.20297508238,68.80466690064,66.03235549925999,41.59724502564,46.842617797840006,53.5743423462,54.98656692502,60.22423782348001,60.03769302366,57.83174591064001,62.48452606198,60.74403152466,61.5641319275,63.64231796264001,63.79780807496,52.36656341552,11.053833222394001,-16.815684127799997,-1.4947410106840002,28.59694366454,40.99632110596,48.09683532712,53.20718536378,51.39643096924,49.61334075928001,47.847196960459996,47.088055419940005,45.81371994022,38.92290878298,34.94493865966,43.99884414674,48.20162811278,48.86937637327999,49.27196197508,49.54778900146,49.784246826179995,49.75620422362,50.693872070320005,52.07574691772,53.0759677887
R.Middle_I_e_x,22.26018924712,7.457477188107999,33.942786026,28.305953216539997,18.59583015442,26.36755371094,27.061821365359997,30.145297622679998,33.65812759399999,32.47506217956,30.2250476837,28.41121292114,27.72164916992,28.117533111579995,29.036418914800002,29.195606613179997,28.60365333556,29.741625976559998,31.42329559326,32.70989608766,32.05942726134,32.01192054748,37.43088912963999,50.318280792239996,71.40870666504,76.91848602296,72.2407791138,67.35294342042,67.34056396486,67.87407989502,68.26638793945999,67.89130706787999,66.02163696289999,61.48469238279999,61.55881958008,66.0831604004,68.45346832276,68.03446807862,67.10252227784001,66.41606445312001,65.92873535156,65.64324645997999,65.62769012452,65.6445373535,65.6664085388
R.Middle_I_e_y,192.4105377196,188.5960235596,186.812158203,181.9887512208,182.99352416999997,180.72568969740001,174.66518859879997,182.2577728272,186.023287964,183.83676147479997,178.95048522960002,179.37454833979996,179.4381805422,182.34362792960002,182.8081542968,179.5738342284,179.89598693860003,179.86814270020002,179.0044921874,178.959411621,180.95729370099997,183.889620972,173.82897033679998,172.77902832019998,178.55683898939998,183.86040954599997,179.84320373539998,170.85332946799997,170.4788238524,170.3458862306,170.8201293946,170.5782104494,170.3376159668,170.2487670898,169.9232818602,169.1842529298,169.0237365722,168.79428100600003,168.2140991212,167.6812194822,167.8282592772,167.8756683348,168.5302856446,169.0545227052,169.636039734
R.Middle_I_e_z,3.1604882121068,34.24995441438,87.76998443606,97.80473480222,63.50811157226,41.94448242186,68.11091537476,64.5229171753,45.09834747312,49.904450988760004,56.07550048828,57.83281784056,62.860536193840005,62.9576072693,61.516191101059995,64.09346542360001,62.59921493531999,63.64038772584,64.51632995605999,63.031919860840006,51.87167510984,18.72817835807,-3.6091174125688,7.505678725256599,27.75583190918,32.618225097659995,35.86405563356,39.705161285399996,38.25506134036,37.69991989134,37.456725311300005,37.88928909302,38.17133865356001,35.708154296880004,33.39727325438,39.07356796264,40.27589569092,40.128152465819994,40.59115066528,41.238748931859995,42.03148117063999,42.43090972899999,43.84494628906,46.11146469116001,47.584651947000005
R.Middle_I_d_x,-0.24228457510460003,-0.6209197402002,-0.9640766382216001,-0.944648897648,-0.9775601744651998,-0.9680820941928001,-0.9878291487692001,-0.9931016206740001,-0.9851438760758,-0.9860540866854001,-0.988862848282,-0.9901724219321999,-0.9898199081418001,-0.9919427514076,-0.987387096882,-0.9931911945344,-0.9936287045481998,-0.993034005165,-0.9943014025688001,-0.9951016068458,-0.9934463500977999,-0.9432702660560001,-0.8644826173782001,-0.9260157704354001,-0.9806416869164,-0.919416320324,-0.8220686554910002,-0.8223202466964,-0.8304156661032,-0.8449573993682001,-0.8608559846878,-0.8765886306762001,-0.9130409717558001,-0.9733461737632,-0.9845007777214001,-0.9585516095157999,-0.9087150216102,-0.8947706103324,-0.8957307100295999,-0.9016188263896,-0.910935997963,-0.915834891796,-0.9190508604052001,-0.9239173054695999,-0.9275278151035
R.Middle_I_d_y,0.4590343534945999,0.051944321952799986,-0.006828378885979998,0.05642089080074001,0.03634431269020001,-0.11399167478069998,-0.11405611485236,-0.06744199320672,-0.10702768415203998,-0.11780063062919999,-0.10952530354249998,-0.08270008713013999,-0.09589114189158,-0.054950532317159996,-0.06708558537067999,-0.09742733836192,-0.08626947104931999,-0.08606849759818001,-0.10065920799976,-0.09278282821178,-0.10317073911413999,-0.07728179283448001,-0.031612061336640004,-0.11718553304668,-0.1667719066144,-0.21853124797339998,-0.3269516587258,-0.24542669951940002,-0.24647794663920003,-0.2844703257084,-0.3207439363004,-0.33087382316599995,-0.2820247441532,-0.18859632611260002,-0.1646341651678,-0.2067362457512,-0.2881384193898,-0.29858735203739994,-0.2982446074484,-0.2957254230976,-0.2888387084006,-0.2895492494104,-0.2959075093268,-0.308181077242,-0.310148969293
R.Middle_I_d_z,-0.8462457060816,-0.7456718087198,0.13047480955714003,0.2991729140282,-0.172143052285654,-0.21805952191359998,0.026348333060579997,0.05732769879989199,-0.1329700902104,-0.11628686636712,-0.09499271363024,-0.10809916406869999,-0.10012526512158,-0.11089685559276,-0.13993334919220002,-0.06110669746994,-0.07045892104505999,-0.0788551405072,-0.03319452982394,0.029088044515816,0.018795607984079997,-0.2914677202702,-0.5015786707400001,-0.3418313711882,0.031944998353880004,0.31819582283500003,0.4645947813988,0.5128000140192,0.4991025328637999,0.45246570110300005,0.39462485313400003,0.34936444759359997,0.2902537673712,0.12209474742420001,0.058779545128339994,0.1870594784616,0.3010152637961999,0.33198727369319997,0.32969280481339996,0.31557312011719996,0.2944460749626,0.27821097373959996,0.2601187258958,0.22652041912100002,0.208557389677
R.Middle_D_s_x,22.26018924712,7.457477188107999,33.942786026,28.305953216539997,18.59583015442,26.36755371094,27.061821365359997,30.145297622679998,33.65812759399999,32.47506217956,30.2250476837,28.41121292114,27.72164916992,28.117533111579995,29.036418914800002,29.195606613179997,28.60365333556,29.741625976559998,31.42329559326,32.70989608766,32.05942726134,32.01192054748,37.43088912963999,50.318280792239996,71.40870666504,76.91848602296,72.2407791138,67.35294342042,67.34056396486,67.87407989502,68.26638793945999,67.89130706787999,66.02163696289999,61.48469238279999,61.55881958008,66.0831604004,68.45346832276,68.03446807862,67.10252227784001,66.41606445312001,65.92873535156,65.64324645997999,65.62769012452,65.6445373535,65.6664085388
R.Middle_D_s_y,192.4105377196,188.5960235596,186.812158203,181.9887512208,182.99352416999997,180.72568969740001,174.66518859879997,182.2577728272,186.023287964,183.83676147479997,178.95048522960002,179.37454833979996,179.4381805422,182.34362792960002,182.8081542968,179.5738342284,179.89598693860003,179.86814270020002,179.0044921874,178.959411621,180.95729370099997,183.889620972,173.82897033679998,172.77902832019998,178.55683898939998,183.86040954599997,179.84320373539998,170.85332946799997,170.4788238524,170.3458862306,170.8201293946,170.5782104494,170.3376159668,170.2487670898,169.9232818602,169.1842529298,169.0237365722,168.79428100600003,168.2140991212,167.6812194822,167.8282592772,167.8756683348,168.5302856446,169.0545227052,169.636039734
R.Middle_D_s_z,3.1604882121068,34.24995441438,87.76998443606,97.80473480222,63.50811157226,41.94448242186,68.11091537476,64.5229171753,45.09834747312,49.904450988760004,56.07550048828,57.83281784056,62.860536193840005,62.9576072693,61.516191101059995,64.09346542360001,62.59921493531999,63.64038772584,64.51632995605999,63.031919860840006,51.87167510984,18.72817835807,-3.6091174125688,7.505678725256599,27.75583190918,32.618225097659995,35.86405563356,39.705161285399996,38.25506134036,37.69991989134,37.456725311300005,37.88928909302,38.17133865356001,35.708154296880004,33.39727325438,39.07356796264,40.27589569092,40.128152465819994,40.59115066528,41.238748931859995,42.03148117063999,42.43090972899999,43.84494628906,46.11146469116001,47.584651947000005
R.Middle_D_e_x,31.70171203614,22.87677726746,45.46701049805999,36.60770912172,33.35323410034,42.015703582760004,40.51454772948,43.05199508666,48.56497344972,47.378956604,44.93947753906,43.166777801520006,42.27797546386,42.90331649781999,44.13937759398,43.43652420044,42.97134017944,44.18060760498,45.3636528015,45.922426605240005,45.174925994860004,47.68567199708,53.956372070300006,65.75573654173999,83.58467864988,85.25590362547999,77.59149780269999,72.09477386474,72.39272613524,73.92351379392001,75.02192077636,75.11715545654,74.14629821778,72.56577606202,73.5479614258,76.18616943358,76.71463317872,76.06800689698,75.08849945068,74.41561737061998,74.15528564454,74.11860809326001,74.30738830566,74.59135742187999,74.93563079834999
R.Middle_D_e_y,194.714102173,193.13354797359997,188.36368408200002,183.404812622,184.1388885496,183.828704834,178.09742126459997,185.0609069824,189.119998169,187.02203063960002,182.3925598144,182.4915283204,182.824041748,185.17947387700002,185.5772613526,182.7940704346,182.840689087,182.85934753420003,182.3088684084,182.19799804680002,184.86902465819998,187.8593292236,178.5119018554,178.9251464844,185.0867095948,190.15326232899997,186.53591308580002,176.2493499754,175.87106628420003,176.3276763914,177.7136474612,177.9937530518,177.50713500959998,176.48490295419998,175.77566833479997,175.6331420898,176.1407531738,175.9860351564,175.48634338380003,175.01776428200003,175.0653900146,175.11799926760003,175.8919647216,176.7413879394,177.4171447755
R.Middle_D_e_z,17.38448638916,38.8341655731,75.64412384034001,82.67474212646,54.771398162859995,35.03965415956,57.81592941284,53.26819915770001,36.68024902344,41.51430511474,47.46797790525999,49.16931915284,53.96128387450001,54.252618408219995,53.348728179960005,54.63263397216,53.23899917601999,54.405997467060004,54.643279266360004,52.19098358152,41.17060699462,12.6287886321432,-6.371395015716,2.596175742152,17.34344062806,18.76134109496,20.728403091440004,23.86177597046,22.50721740724,22.526179504399998,22.983468627940002,23.90542297364,24.57821655272,23.8618358612,22.22933807372,26.50191307066,26.718917083719997,26.4716873169,26.949663925200003,27.63955841064,28.514990997300004,29.07152404786,30.684284973140002,33.32108688356,35.082992553699995
R.Middle_D_d_x,-0.5426162421704,-0.8861666798589999,-0.6623117268084,-0.47711238265020006,-0.8481266498566,-0.8993189811705999,-0.773145222664,-0.7417642593382,-0.8567153453826,-0.8565456986426,-0.8456568956374,-0.8480209231375999,-0.8365705251693999,-0.8497576355934001,-0.867986190319,-0.8184435248374001,-0.8257291674615999,-0.8298264861108,-0.8011699557302,-0.7593408465386001,-0.7537643194200001,-0.9007903575896,-0.949740409851,-0.8872100710868001,-0.6997684836386,-0.4791619122027999,-0.3075125694276,-0.2725189507006,-0.29035416841499995,-0.347668623924,-0.3882490038874,-0.4152786195278,-0.4669345915318,-0.6368438601494,-0.6890311479568,-0.580632829666,-0.4747795939446,-0.46169766187679995,-0.458964216709,-0.45974441766759994,-0.47279030084600004,-0.4870897710324,-0.49883325099940007,-0.514185011387,-0.5327138900755
R.Middle_D_d_y,-0.13238875605164,-0.2607772767544,-0.08916815586853999,-0.08138283267624,-0.06582553908236,-0.1783342093228,-0.19725475609299997,-0.1610996752978,-0.17797186970700002,-0.1830614596604,-0.1978203743696,-0.1791367739438,-0.1945897310972,-0.1629796504976,-0.1591440945864,-0.1850710421798,-0.1692357629536,-0.1719083160162,-0.18990667760379998,-0.1861256599426,-0.22481213510040005,-0.2281441628932,-0.2691339939832,-0.3532251775266,-0.3752799034118,-0.36165819168080005,-0.3846384704114,-0.3101160883902,-0.3098990142346,-0.34378104805980003,-0.3961791932584,-0.42618057727799996,-0.4120413541794,-0.3583985924722,-0.33634405136120005,-0.3706258773806,-0.4090239524842,-0.4133192300796,-0.417945075035,-0.42164049744599996,-0.4159271001816,-0.4162259280682,-0.4230850219726,-0.4417738199236,-0.447189927101
R.Middle_D_d_z,-0.8174711704254,-0.2634604141116,0.6968885481359999,0.8695397496224,0.5021099567412001,0.3968292236326,0.5916658699512001,0.6468229174613999,0.4837988078594001,0.4821923196316,0.49468520283699996,0.49790220260640006,0.5114513158798,0.5002867043018,0.4693944454194,0.5437259316444,0.5379434585571999,0.530712068081,0.5674167037007999,0.6230423331262,0.6150039434434,0.35053965449319996,0.15875158905979997,0.2821553349496,0.5984132885932001,0.7963726162910001,0.8698650836944001,0.9105392694472,0.905048561096,0.8720540404320001,0.8317963361739998,0.8036704182623999,0.7812139868736,0.6808228850364,0.6418353676795999,0.7225090265272,0.7791367292406,0.784854364395,0.7839934945107999,0.7815626621246,0.7768098592758,0.767780816555,0.7563598632812,0.7350791096690001,0.71848616004
R.Ring_M_s_x,75.1902984619,72.18864746092001,53.49535140988,40.76584167482,55.233487701399994,65.96539154054001,56.80051498416001,59.2386077881,70.65686187746,68.42464752196,64.88560943604,63.640252685540005,62.63718872072,63.21300964356,64.63790130612,62.46875839232,62.489737701399996,63.580056762699996,63.62125549316001,63.104846954360006,64.50424804686,79.28491363526,94.26706695558,97.1265625,95.4043884277,87.02248077393999,76.345413208,70.5865737915,71.11889801024,72.85039062500002,74.83718414303999,75.7850265503,76.70971984863999,81.29425964356001,84.51936035154,81.60740203858,78.4179122925,76.90100402831999,76.11468048096,75.80909881592,76.28194122315999,76.86782073974001,77.57776184084,78.50536346436002,79.02966308595
R.Ring_M_s_y,226.4583709716,208.2379516604,180.4628295898,176.2024536134,176.7775421142,177.9701385498,173.63831481920002,179.63025207500002,183.44828796400003,181.32361755359997,178.6713928222,178.542428589,179.4256378176,181.38248901359998,180.9473205566,178.315371704,177.60811767579997,177.96328735360004,178.05778198260003,177.57093811020002,182.259313965,186.4869903566,183.3016967776,189.433465576,195.41732482920003,195.2728698728,188.5072143556,181.96470642079998,182.3929107666,182.9776367186,184.290032959,184.9739929198,185.8524108886,185.1077056884,185.71290893539998,186.04764404259998,184.63954467800002,184.61530151360003,184.65590209959998,184.6309143068,184.5921691896,184.55017089839998,184.9234161376,185.9371856692,187.05063629149998
R.Ring_M_s_z,39.9482624054,15.715295791631998,22.28905181886,26.206287002559996,-1.8611666679400005,-14.71798286439,8.417693471916,3.729761052122,-12.12725429536,-7.919465255742,-3.469763422012,-1.9840295672406,2.8881155595168,2.3513544082645996,0.8216854155046001,4.12195534706,2.841977882386,3.2362674236320004,4.10696091652,3.56542649269,-4.370162379742199,-25.677492523200005,-42.242403411859996,-44.5718612671,-39.35294723512,-35.24735107422,-28.61773834228,-23.116896057119995,-24.958106613160002,-26.51203994752,-27.615879058860003,-27.862798690800002,-28.40966682436,-33.19310302734,-36.700717926020005,-29.969294738760006,-26.567618942259998,-25.62775802612,-25.01883583068,-24.79175529482,-24.553203582779997,-24.40112571716,-23.284860610979997,-21.596536254860002,-20.47495651245
R.Ring_M_e_x,58.90838394166,28.230045700060003,1.2609338283543998,-8.404212951669999,-1.071393823622,9.648371887216,1.3959945946921999,3.5526163220418,14.308721160900001,12.29384918212,8.965453529358,7.385125350952,6.595719718934001,6.73531332016,8.246255588534002,6.484645271300001,6.3006129264820006,7.476807880402001,7.8299510002120005,7.233583641052,8.240315341948001,23.981017494199996,40.81454696656,42.9111190796,43.883316040059995,39.62070083618,32.52973480224,27.12697219848,27.81967201232,29.68863983152,30.93415908814,31.11511497496,30.40187530518,31.50933990478,34.58294830321999,33.755207061760004,32.732971954359996,31.529536438,30.68180541992,30.335541915900002,30.569817352279994,30.95287399294,31.43520736694,32.24384651184,32.78606033325
