,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,16.656021881099996,11.73852710724,10.615817451499998,9.493737220766,7.546075248715999,8.605890369413999,10.65012798308,7.533170700074,1.7024252116695997,2.4809310674652,-1.0518353343007998,-5.464595127108,-1.9815805971622003,0.12812464237208002,0.4471714079378001,1.3146098613719999,0.07772164344799999,-1.870490431784,-2.641945075988,-1.1426542490713998,0.8673626899720001,1.505374002456,1.4705082297354,-0.07536349296584,-0.5889892935754,-0.28112568408272,2.62908656597,3.946749734878,2.517302083968,2.172690105438,1.569094586372,2.390032768248,2.8691702365880003,2.000157141686,2.5465389251699997,3.07895922661,3.071063137054,3.2067921638479993,3.2898728847500003
R.hand.palm_position_y,242.4687591554,247.7717803954,244.71990966799999,240.5829559326,235.13573608400003,217.6529663088,195.2954345702,201.7700164794,207.43384704580004,195.19003295880003,194.7800994874,205.9584594728,201.2686157226,195.9595489502,197.86050109860003,200.7068481444,204.28620910659998,208.7620452882,207.63074035659997,196.05660705580001,187.56747741700002,187.67304992680002,192.58718566899998,198.1107116698,202.9616577148,202.68087768540005,193.9431030274,191.2277435304,194.5666137696,201.50680542,207.16737670880002,207.01908264159997,199.6828186034,195.36000061,194.6874542238,195.169366455,195.62732238759997,196.2132141114,196.46718597400002
R.hand.palm_position_z,72.75039215088,77.74320983884002,77.57288970946,76.47886505126,72.24019622804,47.3998046875,23.175109100340002,38.1877490997,53.226932525639995,33.824380111699995,37.574825286860005,52.812612152099994,40.88682632448,32.11657447816,32.2840625763,37.034409332260005,45.267098236079995,54.07182693482,52.749372100799995,33.58356704712,20.853474426280002,20.41978340148,27.900477600080002,37.14981536865999,43.144330596939994,38.18047180175999,21.092788696280003,14.96854705812,22.19562530516,35.08600273132,44.58761520384,40.77196731568,25.7718547821,14.308773231500002,10.58311748504,10.958710670479999,11.98660469056,12.3229040146,12.601789474499999
R.pitch,2.1423567758760003,2.514346768972,3.015883552846,3.8839313654440004,8.50924528149,11.39422962338,9.971222360214,2.623714091112,-2.074678735788,-1.2714068692264,-3.184105308408,-5.205305839492,-2.628795767922,-2.702302819578,-1.991225861364,-1.1459679570404,-0.18035146897194,-0.3634140608378,-1.3639987503094,-2.1440583467699996,-4.107799569286,-4.326355934946,-2.88587892595,-1.484157083103,-0.28982034048092,-0.4996733241506,-2.580293740284,-2.474662558348,-1.344656689554,-0.8741027593593997,0.8307318313555999,0.8643383955135999,-0.33770158979164,0.9355300183534,1.3780867733600002,1.4659852045219999,1.3412217660380001,1.445529961658,1.4695140965
R.roll,-6.513402596394,-5.443583565526,-8.211783709488,-13.657204510540002,-22.653231744960003,-31.39898513584,-30.37043581594,-23.37084250488,-5.65858392122,-15.663977120603999,-11.2691362734544,7.724440144234,-4.5062270051526,-16.305453297760003,-18.59924804786,-18.9069777849,-14.375884878117997,-4.111404948712,-0.749529723071,-12.680871219078,-20.0372911189,-21.3716928983,-19.95935900106,-17.18013040666,-16.41082877452,-17.14651050766,-17.226536761499997,-17.823592290599997,-18.918535831120003,-19.41507829524,-17.99909366186,-17.287325445820002,-19.02990821402,-20.8971672077,-19.92014551856,-20.33874083842,-20.7439332779,-20.870419845099995,-20.8901150373
R.yaw,-1.7882936389900004,-3.277688932968,-3.4900012249919996,-2.818296038936,-2.730161667426,-2.1105062907270002,0.181047277493,0.9101052258398001,-0.8284111918497998,0.6924715387052001,0.053576100524400115,-3.778159097412,0.005110059447400017,2.350140097476,2.123293034662,1.51097265156,0.5234510191931999,-1.0960768663448,-1.547084673208,0.18971296604572,2.119877043574,2.121896004826,1.857709471322,0.9183239392044001,0.672469196086,1.1379991752396,2.60212293975,3.1319759807040004,2.9343388625460003,2.852714685918,1.611491949106,1.744232728472,2.676128595224,2.743102869686,3.19052470446,3.388825930458,3.0894504113520003,2.9558675763699997,2.9581586993199998
R.Arm direction_x,-0.34387910366060004,-0.35600621104220004,-0.39168401360500005,-0.45259361267099996,-0.5793941617012,-0.5921101570128,-0.490241611004,-0.5388863503934,-0.7112837910652,-0.6427795171736002,-0.6485946536064,-0.7709991216658001,-0.6800592660904001,-0.6329532504082002,-0.6371083140372,-0.6273665666580001,-0.6622145295141999,-0.700354719162,-0.6938346385956,-0.6393547058104,-0.5687177300453999,-0.5432857871056,-0.5874079227448,-0.6381498336792,-0.6489629507064001,-0.6304055213928,-0.5830850839616,-0.5422676086426,-0.5552617311478001,-0.6138949036597999,-0.6412948608398,-0.6215277194978,-0.5848136544228001,-0.5497696399688,-0.5414123773576,-0.5308658242224,-0.5261855721474,-0.5240283131598,-0.522272467613
R.Arm direction_y,0.8645043015482001,0.9241501808164001,0.9092291831968001,0.8667477965353999,0.7477806448938,0.621513390541,0.5630719065666,0.5088536679746001,0.47189199328400006,0.5107876837254001,0.441136521101,0.3782257556916,0.5061350226402,0.49067324996000006,0.4956372737884,0.5417912721634,0.5310754299166001,0.5582331061364,0.5774690628051999,0.547040629387,0.5387818336486,0.5520556807518,0.5288260936738001,0.5134132266044,0.5441612601279999,0.5565447568894,0.5737295866012,0.6025239467619999,0.5791213154796,0.5449969172478,0.5725940942764,0.6035967946052,0.5982091784476,0.5885280132296,0.5946949720383999,0.6195622324944,0.6361184954644,0.6433536291122,0.6465894579885001
R.Arm direction_z,-0.233848799765,-0.138077533245,-0.139465624094,-0.2056146264074,-0.3165527403356,-0.5078947782518,-0.6644973874094001,-0.6680368065834001,-0.5191141903400001,-0.5681512713432,-0.6152532458308,-0.5087427735329999,-0.528027713299,-0.5986228823662,-0.589987564087,-0.5592505931856,-0.5278273582458001,-0.44321348071059996,-0.42966187596319994,-0.5381163179876,-0.621232008934,-0.6324869036676,-0.6121373534202001,-0.5734787583350001,-0.531650173664,-0.540868008137,-0.5749136328696001,-0.5855300307274,-0.5963957309719999,-0.5708136916161999,-0.5101943790914001,-0.4991892218588,-0.5473747253419999,-0.5927148461342,-0.5942554116247999,-0.5781584382056,-0.5643226742746,-0.5581112265588001,-0.556015253067
R.wrist position_x,29.4887756348,26.343994140620005,25.979901885980002,24.953215408340004,24.17092437744,24.397436904899998,22.983324813819998,19.661134338380002,17.14932975768,15.998370170620001,12.862518692,12.62782363892,12.21512184144,11.90466976166,12.56190013886,13.98418636322,13.99636802674,13.79616527558,13.257584762559997,12.80829029082,12.27332935334,12.6529762268,13.324405670180003,13.22069568636,13.110610008239998,12.766924858100001,13.70095539092,14.0498369217,12.94194908142,13.357745552079999,14.331486511239998,14.808344459539999,13.939788246160001,12.565453338640001,12.549161529539997,12.8051639557,13.076243209839998,13.332051849359999,13.3972530365
R.wrist position_y,232.95268554700002,237.120562744,233.4567871094,228.5875885008,219.32033386220002,199.79005126959996,179.7500823974,194.78222961440002,207.5034729004,192.8486236572,195.68670349119998,211.64669799799998,201.642880249,195.19385070799999,196.028869629,197.4617614744,200.7455718992,206.2499969482,206.2737365722,194.5206848144,187.2376922608,187.26237487780003,191.15298461920003,195.7638153078,199.1334014892,198.8402130128,192.0029663088,188.808782959,191.1625518798,197.8861114502,201.65341186519998,201.20376586920003,194.9684906004,189.344406128,188.29211730959997,188.33309936540002,188.663192749,189.0429534912,189.2318115235
R.wrist position_z,133.680027771,137.9594573974,137.67528991700001,136.9965484616,132.6381530764,108.36362304671998,85.84011688232,102.09666442876,116.1910720826,97.39324645990001,101.16378631586,114.68522338860001,104.01245117206,96.10293426514001,96.2208251953,100.72109222400002,108.6000946046,116.62616729719998,115.11538543700001,96.89189758306,84.90849609376,84.53844757082,91.90218505858,100.80108337412,106.5261520386,101.69351501454,85.01047058105999,79.01571807858001,86.2806350708,99.03211822528,107.9796859742,104.11828155528,89.55573272704001,78.28248596192,74.60012969972,74.90398406982001,75.8242340088,76.10193176272,76.36747360230001
R.elbow position_x,110.04792327887999,109.74410705559998,117.7381072998,130.980458069,159.90321044939998,163.1086517334,137.83021545420002,145.903829956,183.7788574222,166.5796813964,164.8061218264,193.24661865219997,171.5298187254,160.184033203,161.8146484376,160.95477905299998,169.13064880380003,177.8653869628,175.7993713378,162.58729248039998,145.50449829099998,139.926309204,150.9340454104,162.7174407958,165.14049682600003,160.44943847660002,150.29790344239998,141.08464050280003,143.02083435059998,157.17237854,164.56500244139997,160.4110900878,150.94168396,141.3577301026,139.3836120606,137.1689239502,136.3435760498,136.0940155028,135.747879028
R.elbow position_y,30.428807449339995,20.623696517960003,20.45540122986,25.538141632080002,44.14083480834,54.19066085818,47.84154052736,75.57517166138,96.95527801514,73.18849029544,92.34346313482,123.04130859360001,83.07270965576001,80.24584197998,79.91795959472,70.53854675296,76.33271026612,75.47502288820002,70.99242706298,66.36772003172,61.01948089599999,57.9345649719,67.26707153320001,75.48860473632,71.65497741698,68.46076354981999,57.597690582279995,47.65797348024,55.494174194340005,70.21192626954,67.51414794922,59.80162277222,54.828479766860006,51.472367095959996,48.9753730774,43.19079818726,39.64232711792,38.327143096920004,37.7579498291
R.elbow position_z,188.462826538,170.30631408699998,170.3473266602,185.1650421142,206.79566650379996,227.346044922,241.5091918944,258.5949005126,237.80182495120002,230.4917114256,245.296636963,233.86630249019998,227.71133422859998,236.3398559572,234.434790039,231.7344268798,232.25203857420001,220.45596618640002,215.77051086440002,222.95419921860002,230.44196472179996,232.708554077,235.30509033180002,235.1475982668,231.0736541748,228.400439453,219.69312744159998,216.18543090819998,225.99581604,232.7542999268,227.5008239746,221.06129150379996,217.7869628908,217.13535766620004,213.813909912,210.3467895508,208.02578735340003,206.84835510279999,206.6228790285
R.Thumb_M_s_x,-0.36966096758980016,-3.957680082324,-5.054005908966,-6.966476058962,-8.954303932190001,-8.006905460358,-8.010612201691998,-12.023867607116,-16.1462305069,-17.043592453019997,-19.799848556540002,-19.344798660280002,-20.40250473024,-20.85944671632,-20.352000427240004,-18.95731506348,-19.2983760834,-19.37774124146,-19.47995147704,-20.166471481320002,-19.90501327516,-19.24556388854,-19.08325767518,-19.841089630139997,-20.143667221039998,-20.23846168518,-18.583812713640004,-17.716246032700003,-18.9722518921,-19.241192626920004,-18.795222854600002,-18.08949241638,-18.39494400024,-19.29612464904,-19.14837150574,-18.777316665639997,-18.52329711914,-18.271393203720002,-18.18983364105
R.Thumb_M_s_y,237.0231414796,241.6707397462,239.0745544434,235.966506958,229.3560821534,212.1175170896,190.7993072508,201.4998046874,205.443994141,195.7713623048,195.5998809814,202.60559387220002,199.39966430680002,197.96348266620004,200.01950683619998,202.2474090576,203.4967315674,204.7748565674,203.4454254152,196.4102661132,192.0018554686,192.7330932618,195.9608917234,199.373150635,202.939175415,203.08148193339997,196.1446990966,193.5320007324,196.2766357424,202.97966613780002,206.7055236818,206.29323120100003,200.5710327148,195.77779846180002,194.4090270998,194.957116699,195.6512969972,196.18781127940002,196.4277801515
R.Thumb_M_s_z,122.76066894526,128.32574768060002,128.2146148682,126.97562408459999,122.6012847902,97.74749298094001,72.89758148196,87.77800750732,103.41585540766,83.40414123536,87.41979827882001,104.16182708740003,90.82350158694,81.08067474364,81.32391357422,86.31779785156,94.91143646242001,104.2614547728,103.15470275849998,83.33935699460001,69.74723510742001,69.26620788576,76.97042236326,86.63978729248,92.74036560059999,87.60832061766,69.95260620116001,63.626767730720005,70.95440063476,83.8845993042,93.85287628174,89.98518524168,74.65027160642,63.17984466554001,59.28071899414,59.5848373413,60.72996520995999,61.11768722534,61.395902633649996
R.Thumb_M_e_x,-0.36966096758980016,-3.957680082324,-5.054005908966,-6.966476058962,-8.954303932190001,-8.006905460358,-8.010612201691998,-12.023867607116,-16.1462305069,-17.043592453019997,-19.799848556540002,-19.344798660280002,-20.40250473024,-20.85944671632,-20.352000427240004,-18.95731506348,-19.2983760834,-19.37774124146,-19.47995147704,-20.166471481320002,-19.90501327516,-19.24556388854,-19.08325767518,-19.841089630139997,-20.143667221039998,-20.23846168518,-18.583812713640004,-17.716246032700003,-18.9722518921,-19.241192626920004,-18.795222854600002,-18.08949241638,-18.39494400024,-19.29612464904,-19.14837150574,-18.777316665639997,-18.52329711914,-18.271393203720002,-18.18983364105
R.Thumb_M_e_y,237.0231414796,241.6707397462,239.0745544434,235.966506958,229.3560821534,212.1175170896,190.7993072508,201.4998046874,205.443994141,195.7713623048,195.5998809814,202.60559387220002,199.39966430680002,197.96348266620004,200.01950683619998,202.2474090576,203.4967315674,204.7748565674,203.4454254152,196.4102661132,192.0018554686,192.7330932618,195.9608917234,199.373150635,202.939175415,203.08148193339997,196.1446990966,193.5320007324,196.2766357424,202.97966613780002,206.7055236818,206.29323120100003,200.5710327148,195.77779846180002,194.4090270998,194.957116699,195.6512969972,196.18781127940002,196.4277801515
R.Thumb_M_e_z,122.76066894526,128.32574768060002,128.2146148682,126.97562408459999,122.6012847902,97.74749298094001,72.89758148196,87.77800750732,103.41585540766,83.40414123536,87.41979827882001,104.16182708740003,90.82350158694,81.08067474364,81.32391357422,86.31779785156,94.91143646242001,104.2614547728,103.15470275849998,83.33935699460001,69.74723510742001,69.26620788576,76.97042236326,86.63978729248,92.74036560059999,87.60832061766,69.95260620116001,63.626767730720005,70.95440063476,83.8845993042,93.85287628174,89.98518524168,74.65027160642,63.17984466554001,59.28071899414,59.5848373413,60.72996520995999,61.11768722534,61.395902633649996
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,-0.36966096758980016,-3.957680082324,-5.054005908966,-6.966476058962,-8.954303932190001,-8.006905460358,-8.010612201691998,-12.023867607116,-16.1462305069,-17.043592453019997,-19.799848556540002,-19.344798660280002,-20.40250473024,-20.85944671632,-20.352000427240004,-18.95731506348,-19.2983760834,-19.37774124146,-19.47995147704,-20.166471481320002,-19.90501327516,-19.24556388854,-19.08325767518,-19.841089630139997,-20.143667221039998,-20.23846168518,-18.583812713640004,-17.716246032700003,-18.9722518921,-19.241192626920004,-18.795222854600002,-18.08949241638,-18.39494400024,-19.29612464904,-19.14837150574,-18.777316665639997,-18.52329711914,-18.271393203720002,-18.18983364105
R.Thumb_P_s_y,237.0231414796,241.6707397462,239.0745544434,235.966506958,229.3560821534,212.1175170896,190.7993072508,201.4998046874,205.443994141,195.7713623048,195.5998809814,202.60559387220002,199.39966430680002,197.96348266620004,200.01950683619998,202.2474090576,203.4967315674,204.7748565674,203.4454254152,196.4102661132,192.0018554686,192.7330932618,195.9608917234,199.373150635,202.939175415,203.08148193339997,196.1446990966,193.5320007324,196.2766357424,202.97966613780002,206.7055236818,206.29323120100003,200.5710327148,195.77779846180002,194.4090270998,194.957116699,195.6512969972,196.18781127940002,196.4277801515
R.Thumb_P_s_z,122.76066894526,128.32574768060002,128.2146148682,126.97562408459999,122.6012847902,97.74749298094001,72.89758148196,87.77800750732,103.41585540766,83.40414123536,87.41979827882001,104.16182708740003,90.82350158694,81.08067474364,81.32391357422,86.31779785156,94.91143646242001,104.2614547728,103.15470275849998,83.33935699460001,69.74723510742001,69.26620788576,76.97042236326,86.63978729248,92.74036560059999,87.60832061766,69.95260620116001,63.626767730720005,70.95440063476,83.8845993042,93.85287628174,89.98518524168,74.65027160642,63.17984466554001,59.28071899414,59.5848373413,60.72996520995999,61.11768722534,61.395902633649996
