,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
R.Middle_M_s_x,0.015812778475999777,-10.298252296464,-5.038306713104,-9.433244037622,-13.8027694702,-11.170464134206,-11.805740165699998,-17.27294082642,-14.464495658859999,-15.47239112856,-14.825497817999999,-11.056639862059999,-13.243473625179998,-14.339052963259999,-10.728443908697999,-13.0550239563,-14.203626441960001,-10.82705421446,-14.20683479308,-12.72994232176,-9.727396965012,-12.538759231559998,-6.881595849984,-5.666128015518,-10.478331947314,-5.923211860656,-7.680877208709999,-9.981070327758001,-7.690604400631999,-14.60717868804,-20.97328948974,-19.221469116239998,-22.0121109009,-16.766628646839997,-17.1821187973,-17.802000808720003,-15.30841255188,-13.223854827879999,-10.36424636842,-11.078380012499998,-11.0733270645,-10.46993637084,-8.980440330503999,-8.574553012840001,-11.05357990264,-10.15675907134,-10.50189857482,-10.36893367766,-10.278593699133333
R.Middle_M_s_y,215.39874267579998,231.57932434080004,224.3468322754,225.76311340319998,237.1637603758,227.02930297839998,218.97356567379998,224.0138275146,217.751272583,220.767578125,229.19851684559998,220.23983459480002,223.3363677978,231.37052307119998,223.82951660159998,223.1222473146,226.13794555659996,219.52452392580003,224.7546966552,225.93975830100004,222.2777038576,229.52581481919998,225.2235412596,221.41287536599998,229.69514465339998,225.57837524400003,225.40039978,232.00186462379997,222.6397247314,225.60479736340002,224.70133667,215.8572998048,222.65717163079998,218.94390258779998,219.614633179,221.3056762696,219.8059692382,217.0591674806,218.15173950219997,222.780154419,222.92035827639998,223.9687042236,224.07447204580004,221.1870269776,221.5281646728,221.7699523926,222.2186523436,222.5126831054,222.89345804866664
R.Middle_M_s_z,76.90780181886001,91.71622924804001,78.94945373537999,83.90725402832,100.27020721433999,80.47249450684001,73.63531188964001,81.98018035886,65.55032577514001,74.28130645754001,87.46459655762,70.79929046630001,76.40587158203999,87.53867340088,71.70395507814,73.18538513184001,75.96970367432,65.00905227662,77.3762573242,76.4247314453,65.5011329651,80.12657623288001,64.53956985472,62.88169555664,80.29970550536,66.17468109132001,70.69182739258,82.47421875,68.29758148194,82.06780548096,85.42723083496,72.66466674804,86.48824005128,75.16458129882001,78.05560150146,84.13048095702,86.06149749756,87.99120483397999,94.18226623534,103.8797317504,107.03220977779999,108.3988235476,99.61392211902002,93.74973144532001,95.94358215332001,96.21961975098,96.32468872072002,96.34067230226,96.26432800293333
R.Middle_M_e_x,-0.2822806358379992,-12.12013530732,-6.59291791916,-11.56128406525,-17.1478904724,-13.8934196472,-12.818971252419999,-19.305427169799998,-16.83122673034,-17.97511787414,-18.679271697980003,-14.227637672420002,-16.455043792719998,-18.6525917053,-14.72143039704,-15.90944156646,-17.450799942019998,-13.705497360219999,-17.348966026299998,-15.19691314698,-12.288763618479999,-15.09150924682,-9.045703029644,-6.6773731231680005,-11.432512092584,-8.148386192321999,-8.53476953506,-13.9536453247,-10.247427940372003,-17.60562534332,-25.342435073860003,-21.490232467640002,-26.63324890136,-19.64260292054,-20.3800136566,-22.322377395620002,-20.28080062864,-18.6415622711,-15.422533225999999,-17.329091644299996,-18.580745697000005,-17.124746704099998,-13.397004890419998,-11.233356857292002,-15.013130378699998,-14.367444419859998,-15.08735351562,-14.885289001479999,-14.834977467833333
R.Middle_M_e_y,210.64367980959997,225.379421997,216.7397521972,217.49144287120004,230.7385131836,219.53515014659996,212.3636322022,217.912789917,208.39505004880002,211.9139617922,222.69581909179996,212.4366973876,217.12969970700001,227.1696350096,217.9820495606,217.7819458006,220.756628418,214.016244507,219.47578125,220.66790161120002,215.13543701159998,224.294732666,217.0817230224,210.7545257568,221.6503387448,215.62025756840004,216.116555786,222.9298797608,210.61194152859997,214.392666626,213.8350646972,202.1642364502,212.60580139180001,206.01030883779998,206.90346984880003,210.9934631348,210.61325378420003,208.78985595699996,209.9740417482,217.38493347180003,219.03302307120003,220.43767089840003,217.7495697022,213.6931762696,213.6324920656,213.65421142559998,214.04370727539998,214.36186828620004,214.70359802233335
R.Middle_M_e_z,16.757740879056,31.536045837399996,18.91825428008,23.98086128236,40.17396621706,20.4706314087,13.47782192228,21.79116401672,5.798793339734,14.460903263082002,27.406667709340002,10.857435417176001,16.283052825942,27.30769729614,11.589632892618,12.95498924254,15.763340568556,4.795299863816,17.15566482544,16.176269531267998,5.448468530182001,19.874165725719998,4.6273881673799995,3.307798910147601,20.31630096434,6.516634672883401,10.892544412614,22.7668773651,9.03027200699,22.661441230759998,26.052164459220002,13.745979499799997,26.98767509462,16.12246551512,18.9705286026,24.65335960388,26.439269256579998,28.270225524900003,34.41855812074,43.920874023420005,47.091367340080005,48.33611221314,39.5898345947,33.743659210180006,36.057259368900006,36.380342864979994,36.52055053712,36.527924346919995,36.45994313556667
R.Middle_M_d_x,0.004924370721,0.03009670376778,0.025681490823600002,0.035154282674199996,0.05525991916655999,0.04498202018438001,0.01673812977968,0.033575776591899996,0.03909735083582,0.041343940049399994,0.06366264373066001,0.052383480966099995,0.053053718060260005,0.07125775143504,0.0659623712301,0.047153716534399995,0.05364187136292,0.04755060821772,0.05190662071108001,0.04075326770544,0.042312644422080006,0.042170302569880004,0.035750093311039996,0.016705321986232,0.01576263383032,0.036758895963439994,0.014105924125767999,0.06562518030406,0.042237596213820006,0.049533013254399995,0.07217635512352001,0.037478967756039996,0.07633915692568001,0.0475098259747,0.05282780826092,0.07467462271452,0.08214165270328,0.08949813097714,0.08356066346168,0.10325899124160001,0.1240192353724,0.10993452370159999,0.07295969650147999,0.04392226561904,0.06541002243755999,0.06955866217614,0.0757496878505,0.07460819333792,0.07526944577693334
R.Middle_M_d_y,0.07855153232836001,0.10241964906454,0.1256656050682,0.136644348502,0.10614224076275999,0.1238000899552,0.10919318199156,0.1007864460348,0.15456065833580002,0.14625783711680002,0.10742169469604002,0.1289043724536,0.10253141373394,0.06939681246874,0.09659756869082001,0.08821941912176,0.08889698088169999,0.09099434018134,0.08720535039899999,0.08708874285209998,0.11798708885920002,0.08641516417264,0.13449923545108,0.1760712206364,0.1328966334462,0.164503699541,0.15336500108220003,0.14986517429340002,0.19869366884220002,0.1852194428442,0.1795060127972,0.2262033492328,0.166044190526,0.21365725696100002,0.20998279154320004,0.1703532010316,0.1518595963718,0.13660537004440002,0.1350919529796,0.08912666440004,0.06421705931426,0.05833110809328,0.10448459386836,0.1237951025368,0.1304330170154,0.13406845927240002,0.1350464761256,0.1346478551628,0.13529286781933333
R.Middle_M_d_z,0.9936523675918,0.9941500306129999,0.9916888833046,0.9899575471878,0.9927633285523999,0.9912042498588001,0.9937751531602,0.9942959547044001,0.9870688796044,0.9882066369056,0.9921304702759999,0.9902129411695999,0.9932023763655999,0.9949890851972001,0.9930620312687999,0.9949794888496,0.9945825099943999,0.9947045683862001,0.9948175787926001,0.9952779531477999,0.9920434594158,0.995343184471,0.9897227406500001,0.9841344118116002,0.9908993005752,0.9855245232582,0.9878577351569999,0.9863388895988001,0.9790697932244001,0.9813668489455999,0.9808498382570001,0.973310649395,0.9829230308532001,0.9753496885299999,0.9760592699052,0.9825357794762001,0.9849328517914,0.9865641832350001,0.9872700572014,0.990493798256,0.9901961922644,0.9922094225884001,0.9915714263916,0.9912738084792,0.9892955780029998,0.9885184288028,0.9879379034042,0.9880801558496,0.9879419803616667
R.Middle_P_s_x,-0.2822806358379992,-12.12013530732,-6.59291791916,-11.56128406525,-17.1478904724,-13.8934196472,-12.818971252419999,-19.305427169799998,-16.83122673034,-17.97511787414,-18.679271697980003,-14.227637672420002,-16.455043792719998,-18.6525917053,-14.72143039704,-15.90944156646,-17.450799942019998,-13.705497360219999,-17.348966026299998,-15.19691314698,-12.288763618479999,-15.09150924682,-9.045703029644,-6.6773731231680005,-11.432512092584,-8.148386192321999,-8.53476953506,-13.9536453247,-10.247427940372003,-17.60562534332,-25.342435073860003,-21.490232467640002,-26.63324890136,-19.64260292054,-20.3800136566,-22.322377395620002,-20.28080062864,-18.6415622711,-15.422533225999999,-17.329091644299996,-18.580745697000005,-17.124746704099998,-13.397004890419998,-11.233356857292002,-15.013130378699998,-14.367444419859998,-15.08735351562,-14.885289001479999,-14.834977467833333
R.Middle_P_s_y,210.64367980959997,225.379421997,216.7397521972,217.49144287120004,230.7385131836,219.53515014659996,212.3636322022,217.912789917,208.39505004880002,211.9139617922,222.69581909179996,212.4366973876,217.12969970700001,227.1696350096,217.9820495606,217.7819458006,220.756628418,214.016244507,219.47578125,220.66790161120002,215.13543701159998,224.294732666,217.0817230224,210.7545257568,221.6503387448,215.62025756840004,216.116555786,222.9298797608,210.61194152859997,214.392666626,213.8350646972,202.1642364502,212.60580139180001,206.01030883779998,206.90346984880003,210.9934631348,210.61325378420003,208.78985595699996,209.9740417482,217.38493347180003,219.03302307120003,220.43767089840003,217.7495697022,213.6931762696,213.6324920656,213.65421142559998,214.04370727539998,214.36186828620004,214.70359802233335
R.Middle_P_s_z,16.757740879056,31.536045837399996,18.91825428008,23.98086128236,40.17396621706,20.4706314087,13.47782192228,21.79116401672,5.798793339734,14.460903263082002,27.406667709340002,10.857435417176001,16.283052825942,27.30769729614,11.589632892618,12.95498924254,15.763340568556,4.795299863816,17.15566482544,16.176269531267998,5.448468530182001,19.874165725719998,4.6273881673799995,3.307798910147601,20.31630096434,6.516634672883401,10.892544412614,22.7668773651,9.03027200699,22.661441230759998,26.052164459220002,13.745979499799997,26.98767509462,16.12246551512,18.9705286026,24.65335960388,26.439269256579998,28.270225524900003,34.41855812074,43.920874023420005,47.091367340080005,48.33611221314,39.5898345947,33.743659210180006,36.057259368900006,36.380342864979994,36.52055053712,36.527924346919995,36.45994313556667
R.Middle_P_e_x,-6.690442657460001,-14.860074424740002,-12.126191329920001,-17.74893684386,-22.13163757324,-18.60278549194,-16.254111480720002,-23.97288475038,-26.08292160036,-27.938940811160002,-28.04285240172,-24.397684860220004,-25.878833389279997,-28.59697723388,-26.530755233740003,-23.85862083436,-25.100359725959997,-22.1166252136,-22.448083496099997,-22.23377380374,-18.710990524299998,-20.51065864562,-20.35449829102,-14.595986747759998,-17.31863536836,-21.1904483795,-20.05184669496,-25.00554008484,-20.44331512452,-23.856739425640004,-24.294139099120002,-26.059692382820003,-23.97626075746,-23.389278793339997,-23.56862640382,-21.64527587892,-22.25087051392,-20.94431800842,-15.51505298612,-13.5633485794,-13.043383979820002,-11.51070289612,-16.77926940918,-19.45400848386,-17.92170753478,-18.595127105720003,-19.32100944518,-19.619433593740002,-20.2226975759
R.Middle_P_e_y,170.4004455566,184.43817443840004,176.0541015626,176.85949096680002,189.99164428720002,178.6876068114,171.3995391846,177.0828002928,168.3231445314,172.019949341,182.71571350100004,172.636376953,177.1327575682,187.37684326160002,178.6682830808,177.53146057119997,180.4009307862,173.7727294922,178.69310607920002,180.20576477059998,174.5791717532,183.574243164,177.5821350096,170.4463562012,180.94830017099997,176.6540100098,176.622958374,183.3080505372,170.7598785402,173.83415222180003,172.72968444819998,161.34448547359997,171.5957061768,165.13849792460002,165.9659362792,169.85544738779998,169.52467346179998,167.71683044419999,168.87904968280003,176.63583984360002,178.63621826180002,180.0551330566,177.1162353516,173.57186279299998,172.72800598139997,172.8438812256,173.22650146459998,173.5911895752,174.017700195
R.Middle_P_e_z,12.734753894812002,28.624425125119995,16.30008068086,22.193556976320004,37.58670272824,19.243652343759997,12.361560249339998,20.277950668340004,5.92081542016,13.849619770042,24.965431213379997,9.252203369128,14.451700973513999,24.158945465099997,8.94699201583,10.704956245416,14.154868507367999,3.777119731902,15.368037223818002,14.239256858816002,4.920268958814999,17.69317378998,4.6687862157752,4.4800239205402,20.1015926361,6.300378960367199,10.396893072128,22.013535690300003,9.39676866532,22.73311653138,26.289513778679996,15.63633823394,26.28923301698,17.92032985688,19.697254180879998,24.887096786519997,26.517107391359996,27.42901496888,32.98027839662,39.76029052734,41.576521301279996,42.83485488891999,36.27787094116,29.99596748352,32.70251235959999,33.31560440064,33.51136474608,33.66039810182,33.5145505269
R.Middle_P_d_x,0.15573939085,0.06658951938152,0.1344767153262,0.1503802835942,0.12112142592668,0.11445306837545999,0.08348518908008,0.1134345524012,0.2248465806246,0.24215362966039997,0.22756577134139996,0.2471655607222,0.2290290504692,0.24168124496920002,0.28700539767739996,0.19319115281120003,0.1859094560146,0.20441803038120004,0.12392530143260001,0.17101881653060003,0.15608123019326,0.1317031428216,0.2748408585788,0.1924483448268,0.14305213391779997,0.3169649988414,0.2799028158188,0.26859736144540003,0.24779353737840001,0.15192259773618,-0.0254770360887,0.11105290055272002,-0.06457354091116001,0.09105652456623839,0.077493769303,-0.01645579207688,0.04787916652856,0.055964530259379995,0.002248531952508,-0.09151992499825999,-0.1345760732888,-0.13643971085559997,0.08220012590747541,0.1997888326644,0.07068797796964,0.10274656564018,0.10289174318298,0.1150552794338,0.13093931476266665
R.Middle_P_d_y,0.9780428767204,0.9950067758560002,0.9887949347496001,0.9874898552895999,0.9902827501296001,0.9927295565606,0.9955619692804,0.9923029184341999,0.9738789439202,0.9695555329322,0.9716478943826001,0.9672785401344001,0.9720571398736,0.9670956134796,0.9554537057876,0.978218960762,0.9807761192322001,0.9780496120452,0.9911529541013999,0.9833627581598,0.9856506109237999,0.9896417379377999,0.9599696636200001,0.9796210289002,0.9891932487487999,0.9470079541205999,0.9598241448401998,0.9629406571388,0.9685359835621998,0.985705113411,0.9989957928659999,0.9920541644096001,0.9966800451276001,0.9933192014694001,0.9949165463448001,0.9997889876366001,0.9985874652862,0.9982094645499998,0.9987434029578,0.9903368353844,0.9817749977111999,0.981428360939,0.9875234723092001,0.9750796794892,0.9941133618356,0.9918249845504,0.9919921755792,0.9908615350724,0.9888011018433334
R.Middle_P_d_z,0.09777180254468,0.0707619458437,0.06363021731377999,0.04343736320734,0.06287899985906001,0.029819624684760005,0.027128823474039998,0.036776056885720006,-0.002965538669378,0.014856199547636001,0.059330065548420005,0.0390124116093,0.04450786784292,0.07652501761914,0.06422485634682,0.05468318909408,0.039091158658259996,0.02474512122572,0.04344522133470001,0.0470757652074,0.012836986966435999,0.05300527140498,-0.0010061132721680007,-0.02848892137408,0.0052181175909899995,0.005255724210302,0.012045955088789018,0.01830867854877,-0.008907072711738,-0.001741944812238,-0.005768368812282,-0.045941933244479996,0.016974437609291997,-0.043694006092844004,-0.017661819700126,-0.0056805815664116,-0.0018917242064980001,0.020444180071340003,0.034954925254,0.10111584514392,0.1340288698674,0.13369863033299997,0.0804915949702,0.09108121544122,0.08153137117622002,0.07448320686818,0.07313309907912,0.06969031542538,0.07158272713423335
R.Middle_I_s_x,-6.690442657460001,-14.860074424740002,-12.126191329920001,-17.74893684386,-22.13163757324,-18.60278549194,-16.254111480720002,-23.97288475038,-26.08292160036,-27.938940811160002,-28.04285240172,-24.397684860220004,-25.878833389279997,-28.59697723388,-26.530755233740003,-23.85862083436,-25.100359725959997,-22.1166252136,-22.448083496099997,-22.23377380374,-18.710990524299998,-20.51065864562,-20.35449829102,-14.595986747759998,-17.31863536836,-21.1904483795,-20.05184669496,-25.00554008484,-20.44331512452,-23.856739425640004,-24.294139099120002,-26.059692382820003,-23.97626075746,-23.389278793339997,-23.56862640382,-21.64527587892,-22.25087051392,-20.94431800842,-15.51505298612,-13.5633485794,-13.043383979820002,-11.51070289612,-16.77926940918,-19.45400848386,-17.92170753478,-18.595127105720003,-19.32100944518,-19.619433593740002,-20.2226975759
R.Middle_I_s_y,170.4004455566,184.43817443840004,176.0541015626,176.85949096680002,189.99164428720002,178.6876068114,171.3995391846,177.0828002928,168.3231445314,172.019949341,182.71571350100004,172.636376953,177.1327575682,187.37684326160002,178.6682830808,177.53146057119997,180.4009307862,173.7727294922,178.69310607920002,180.20576477059998,174.5791717532,183.574243164,177.5821350096,170.4463562012,180.94830017099997,176.6540100098,176.622958374,183.3080505372,170.7598785402,173.83415222180003,172.72968444819998,161.34448547359997,171.5957061768,165.13849792460002,165.9659362792,169.85544738779998,169.52467346179998,167.71683044419999,168.87904968280003,176.63583984360002,178.63621826180002,180.0551330566,177.1162353516,173.57186279299998,172.72800598139997,172.8438812256,173.22650146459998,173.5911895752,174.017700195
R.Middle_I_s_z,12.734753894812002,28.624425125119995,16.30008068086,22.193556976320004,37.58670272824,19.243652343759997,12.361560249339998,20.277950668340004,5.92081542016,13.849619770042,24.965431213379997,9.252203369128,14.451700973513999,24.158945465099997,8.94699201583,10.704956245416,14.154868507367999,3.777119731902,15.368037223818002,14.239256858816002,4.920268958814999,17.69317378998,4.6687862157752,4.4800239205402,20.1015926361,6.300378960367199,10.396893072128,22.013535690300003,9.39676866532,22.73311653138,26.289513778679996,15.63633823394,26.28923301698,17.92032985688,19.697254180879998,24.887096786519997,26.517107391359996,27.42901496888,32.98027839662,39.76029052734,41.576521301279996,42.83485488891999,36.27787094116,29.99596748352,32.70251235959999,33.31560440064,33.51136474608,33.66039810182,33.5145505269
R.Middle_I_e_x,-9.21218032838,-16.1688199997,-14.212996482860001,-19.75152282714,-21.7599220276,-18.26137313842,-17.95926704408,-25.47276535034,-28.27146224976,-30.30359077452,-29.768080520619996,-26.546066665639994,-27.8209754944,-30.093495178220003,-28.547062683080004,-25.632122802740003,-26.53155975344,-23.719063949600002,-23.46678428648,-23.8584083557,-20.179206466660002,-21.836412048339998,-22.743719482419998,-16.9806324005,-19.48588180542,-24.57116737366,-23.745917511,-27.37594947814,-23.31443901062,-25.627022171020002,-20.937912750240002,-24.892979812599997,-20.113488388060002,-22.51872596742,-24.36348953246,-18.518367767319997,-19.22723045348,-17.805973815919998,-12.064353179922,-8.834353446958,-7.463403606414,-6.286836624148,-14.387102699302,-21.5284034729,-17.397643661500002,-16.86055450442,-17.27640304566,-17.577584075940003,-18.618531545
R.Middle_I_e_y,163.46416015640003,178.23799133300002,169.9688446044,171.037084961,183.99942932140002,173.7343994138,166.1427001952,172.0123321532,164.9639038086,168.10585632340002,177.7558898924,168.278591919,172.2654571532,182.1566711426,174.048223877,172.428741455,175.90903015119997,169.90178527839998,174.32631225580002,175.7831481932,170.98995361320002,179.0507110594,174.7441192626,168.0423706054,176.69963378900002,172.4709228518,171.59432067859998,178.1275146484,166.16830444340002,168.6627899172,168.055722046,157.06910400400002,166.33818359359998,161.120706177,161.11882629400003,165.071658325,164.8503814698,162.629849243,163.70601196299998,170.44114074700002,172.0762939452,173.61135253920003,170.93100585940002,166.72887268079998,165.6491516114,165.9654113766,166.44911499020003,166.92990112299998,167.33855183933332
R.Middle_I_e_z,35.76782417298,52.053910827660005,39.705529022220006,45.673870086659996,61.058847045920004,42.95414428709999,35.994808959960004,43.96709136964001,29.85625839234,37.684733200080004,48.6643257141,33.02877464294,38.15168952944,47.817635345460005,32.68864212034,34.36714286804,37.962975311280005,27.68574943542,39.22424240112,38.0471912384,28.873942947379998,41.50477371216,28.638076019280003,28.51229743958,43.90139083862,29.96123313904,33.85333061218,45.60777435302,33.05746383668,46.3666618347,49.8596710205,39.49535598756,49.66163177492,41.783982086179996,43.43635406494,48.473175811779996,50.1440689087,50.956481933599996,56.442467498780005,62.744521331760005,64.27234954836,65.6469543457,59.58087692258,53.18567199705999,55.900943756100006,56.53053665161999,56.73041763306001,56.913253021239996,56.79731877646666
R.Middle_I_d_x,0.10388214737174,0.05391333773733999,0.08596524596208001,0.08249587118625999,-0.015312701463699997,-0.014064368605600003,0.07024331986904,0.06178708374499999,0.0901562057435,0.0974109649659,0.07107019722464,0.08850187435734,0.08000589907172,0.061648561805500005,0.08306112065905999,0.07305882573122,0.058957812190039996,0.06601193323731999,0.04196504056453999,0.06692628264426,0.060482667852198004,0.05461397096516,0.09842318147416,0.09823468178508002,0.08927899748086,0.13926759064212,0.15217601954940002,0.09764822423466002,0.11827500462519999,0.072926211170816,-0.1382586300376,-0.04806233607232,-0.1591256275774,-0.03586213514200001,0.03274412006142,-0.12881194502096002,-0.12455784976499999,-0.12928304374240002,-0.14215043187159998,-0.1948093861342,-0.2298654496668,-0.21519543826580004,-0.09854451660060001,0.08545401394364001,-0.021588638331725998,-0.07145514860746001,-0.08422688245772,-0.08411331623794001,-0.06608308603366665
R.Middle_I_d_y,0.2857379764318,0.2554144769906,0.25068014264099997,0.2398520976306,0.2468473136426,0.20404573678959997,0.2165537416936,0.208876249194,0.138382810354,0.1612397551538,0.2043182820082,0.1795175105332,0.20050682425480004,0.21504325866720003,0.19032181203360002,0.21020482480539998,0.1850423604248,0.15946226716040002,0.1798886239528,0.18218822777280003,0.14785664975639998,0.1863454014062,0.1169111236931,0.0990313857793,0.17502239346499998,0.17232088148600003,0.20715306401260003,0.2134104460478,0.18914838135259998,0.2130325496198,0.19254233539119997,0.17612291574459998,0.21658189594760002,0.16551159620279998,0.1996750861404,0.197066605091,0.19255590736880002,0.20955649614339994,0.2131015688178,0.25518857538699996,0.2702339172364,0.26544940471659995,0.25479847192780003,0.28189470171959996,0.29161105752000005,0.2833563029766,0.2791921913624,0.2744095742702,0.27514529228199996
R.Middle_I_d_z,-0.948839664459,-0.9651698350906001,-0.9641796708108,-0.9672637581824001,-0.9669272184372,-0.9767458319661999,-0.9735638618470001,-0.9758662939072,-0.9860126376152,-0.9818795442580001,-0.9762680649758,-0.9794679641724,-0.9763131499289999,-0.9746118903158001,-0.9780294060708,-0.9747558951379999,-0.9807670712469999,-0.9849080681802,-0.9827484726906001,-0.9807599544525999,-0.9867636561394001,-0.9809109687806,-0.9874069809913999,-0.9900014996528,-0.9804247736928,-0.9747009754179998,-0.9662801742555999,-0.9719568133354001,-0.9746945381163998,-0.9735760331152001,-0.9709648370742,-0.9828642964362,-0.9628181934356,-0.9830552220346,-0.9779243350028001,-0.9716207027433998,-0.9733048319816,-0.9692061662674,-0.9665170788766,-0.9468277692795999,-0.9349471569064001,-0.9397368669512,-0.9599596142768,-0.9552921772002,-0.9556517243386,-0.9563315153122,-0.9565011858942001,-0.9578936457635999,-0.9591258962950001
R.Middle_D_s_x,-9.21218032838,-16.1688199997,-14.212996482860001,-19.75152282714,-21.7599220276,-18.26137313842,-17.95926704408,-25.47276535034,-28.27146224976,-30.30359077452,-29.768080520619996,-26.546066665639994,-27.8209754944,-30.093495178220003,-28.547062683080004,-25.632122802740003,-26.53155975344,-23.719063949600002,-23.46678428648,-23.8584083557,-20.179206466660002,-21.836412048339998,-22.743719482419998,-16.9806324005,-19.48588180542,-24.57116737366,-23.745917511,-27.37594947814,-23.31443901062,-25.627022171020002,-20.937912750240002,-24.892979812599997,-20.113488388060002,-22.51872596742,-24.36348953246,-18.518367767319997,-19.22723045348,-17.805973815919998,-12.064353179922,-8.834353446958,-7.463403606414,-6.286836624148,-14.387102699302,-21.5284034729,-17.397643661500002,-16.86055450442,-17.27640304566,-17.577584075940003,-18.618531545
R.Middle_D_s_y,163.46416015640003,178.23799133300002,169.9688446044,171.037084961,183.99942932140002,173.7343994138,166.1427001952,172.0123321532,164.9639038086,168.10585632340002,177.7558898924,168.278591919,172.2654571532,182.1566711426,174.048223877,172.428741455,175.90903015119997,169.90178527839998,174.32631225580002,175.7831481932,170.98995361320002,179.0507110594,174.7441192626,168.0423706054,176.69963378900002,172.4709228518,171.59432067859998,178.1275146484,166.16830444340002,168.6627899172,168.055722046,157.06910400400002,166.33818359359998,161.120706177,161.11882629400003,165.071658325,164.8503814698,162.629849243,163.70601196299998,170.44114074700002,172.0762939452,173.61135253920003,170.93100585940002,166.72887268079998,165.6491516114,165.9654113766,166.44911499020003,166.92990112299998,167.33855183933332
R.Middle_D_s_z,35.76782417298,52.053910827660005,39.705529022220006,45.673870086659996,61.058847045920004,42.95414428709999,35.994808959960004,43.96709136964001,29.85625839234,37.684733200080004,48.6643257141,33.02877464294,38.15168952944,47.817635345460005,32.68864212034,34.36714286804,37.962975311280005,27.68574943542,39.22424240112,38.0471912384,28.873942947379998,41.50477371216,28.638076019280003,28.51229743958,43.90139083862,29.96123313904,33.85333061218,45.60777435302,33.05746383668,46.3666618347,49.8596710205,39.49535598756,49.66163177492,41.783982086179996,43.43635406494,48.473175811779996,50.1440689087,50.956481933599996,56.442467498780005,62.744521331760005,64.27234954836,65.6469543457,59.58087692258,53.18567199705999,55.900943756100006,56.53053665161999,56.73041763306001,56.913253021239996,56.79731877646666
R.Middle_D_e_x,-9.10823783874,-16.29922332762,-14.113512802120002,-19.4440917969,-20.3166000366,-16.88909854888,-18.04733505246,-25.12000999452,-27.2507835388,-29.15477752684,-28.43527793884,-25.258459472639995,-26.56212272642,-28.50979461668,-26.823051452660003,-24.63699836732,-25.45602874756,-22.490814209019998,-22.69493789674,-23.03004837036,-19.36486930844,-21.18118057252,-21.27955093382,-16.2343755722,-19.264134597800002,-23.428822708140004,-23.119182968140002,-26.028404617299998,-22.497499084480005,-25.164145278939998,-19.206700515759998,-22.984284210200002,-18.53676452638,-21.010696029680002,-23.99737930298,-16.836439514160002,-16.95181808474,-15.392420387280001,-10.058374214170001,-7.102363777162,-5.742374420166,-4.8175242424019995,-12.142503356924,-20.65108299256,-16.34683895112,-14.75156841278,-14.98025608064,-15.15390205384,-16.283768335966666
R.Middle_D_e_y,169.2578826904,184.34420166019999,176.2781066896,177.5011230468,190.4624969482,180.945715332,173.928793335,179.7806762696,172.93628845220002,175.9270629882,184.8380950928,175.6599090578,179.5715179444,188.9419677734,180.99309692379998,179.728567505,183.37174682620002,177.967767334,182.61161804179997,183.4003479004,179.34835815440002,187.04197692879998,182.99017639139998,177.2848022462,184.5447875976,179.4788513184,178.426699829,184.96458129880003,173.3945281984,175.53956604,175.7554840088,165.4512481688,174.0820587156,169.6377990722,168.9036895754,172.8093597414,172.75747680659998,170.4636199952,171.5473968504,177.5277191162,178.9724670412,180.6368255616,177.98943786620003,172.95724487299998,171.75691528340002,172.2448760986,172.94572143559998,173.5489501952,173.93090311666666
R.Middle_D_e_z,50.688987731939996,66.88587341307999,54.45360260006,60.351841735840004,75.65456237793998,57.19165802002,50.0187805176,57.99464035031999,43.737680053700004,51.63452758786,62.994683074959994,47.21283569335999,52.3764274597,62.26571044922,47.04560546876,48.613844299300006,52.12015380862,41.492795562720005,52.93604507448001,52.14015121460001,42.538167572019994,55.39681549072001,42.30473785398,41.59466400146,57.87929763794,44.345539855960006,48.35215988158,60.05517272948,47.35318374632,60.85105667112,63.81424636842,53.03592834474,63.62078247068,55.27829971312,57.45321426392,62.42058563232,63.9139892578,64.74579467774001,70.29073791504001,77.02972106934001,78.65353393554,79.99350128174001,73.80412139894,67.9376968384,70.69084625244,71.14060058592001,71.21685638427999,71.32359466554,71.2345377604
R.Middle_D_d_x,-0.006479413993663999,0.008128890069184,-0.006201466603674201,-0.01916418354958,-0.08997166901831999,-0.0855428446083,0.0054898527334524,-0.02198954280466,-0.06362556964158,-0.07161303535104,-0.08308229148382,-0.08026496917011999,-0.07847252190114,-0.09872239977108001,-0.1074688673022,-0.062032596766960005,-0.06704487726092001,-0.07656482756138001,-0.04811422899365999,-0.051637083291999994,-0.050762944296020004,-0.04084485769272,-0.09127118587482,-0.046519062155853996,-0.0138229531672624,-0.07120979875328001,-0.039068453386419996,-0.08400125801560002,-0.05092519819736,-0.028854138590388,-0.10791774243099998,-0.11898146271699998,-0.09828750789167999,-0.09400536119932,-0.022822039015600003,-0.10484558492881998,-0.1418413162232,-0.15045255124579998,-0.1250457778572,-0.1079662069676,-0.1072829917074,-0.09159184545278001,-0.1399205595256,-0.054689100384700005,-0.0655035141855,-0.1314668819308,-0.1431338340046,-0.15108391642559998,-0.14554105699066666
