,0,1,2,3,4,5,6,7
R.Index_I_s_z,-42.86500473022001,-45.03139572144,-44.86338500974,-45.29540100097999,-44.70482788086,-44.07915267944001,-43.747081756600004,-43.406978607175006
R.Index_I_e_x,-68.5835258484,-79.49592285156,-78.39985656738,-76.92986297608,-78.43292236328,-79.44743957520001,-79.64442901611999,-80.08442878722501
R.Index_I_e_y,219.453515625,227.2623870848,227.5642364504,227.7206207276,227.54837341319998,229.3123687746,230.8169403074,231.00981903049998
R.Index_I_e_z,-63.84846878052001,-66.02030792236,-65.86945190432,-66.30819396972,-65.7089126587,-65.06651000975998,-64.72569732666,-64.387609481825
R.Index_I_d_x,0.03803127715365,0.033520323410619994,0.025510747916980003,0.012094881106174,0.008965864125644,0.01145979780702,0.01575145106762,0.01634436659515
R.Index_I_d_y,-0.027117946371442003,0.03604816533626,0.009739622147743,-0.009677327703692002,-0.03213936313988,-0.05065106377003999,-0.05745524019002,-0.055587852373725
R.Index_I_d_z,0.9984538316726,0.9987131357194,0.9995293617247999,0.999849486351,0.9994351029396,0.9986391425132,0.998223245144,0.9983190298079999
R.Index_D_s_x,-68.5835258484,-79.49592285156,-78.39985656738,-76.92986297608,-78.43292236328,-79.44743957520001,-79.64442901611999,-80.08442878722501
R.Index_D_s_y,219.453515625,227.2623870848,227.5642364504,227.7206207276,227.54837341319998,229.3123687746,230.8169403074,231.00981903049998
R.Index_D_s_z,-63.84846878052001,-66.02030792236,-65.86945190432,-66.30819396972,-65.7089126587,-65.06651000975998,-64.72569732666,-64.387609481825
R.Index_D_e_x,-69.27377967836,-80.1036010742,-78.90037078857999,-77.27108764647998,-78.71117858888002,-79.76691589356,-80.04196166992001,-80.487752914425
R.Index_D_e_y,218.615283203,225.33404235860002,226.4226409912,226.84183044440002,226.99787597660003,228.9927947998,230.60797119140003,230.78414917025
R.Index_D_e_z,-78.64315185545999,-80.737348938,-80.67030334469999,-81.13339996336,-80.55181121825999,-79.91527862548,-79.57467346194001,-79.23618698119999
R.Index_D_d_x,0.04646364189685599,0.04090515822174,0.03369154185056,0.02296914570034,0.01873049661518,0.02150517888366,0.02675945162774,0.027149299625325002
R.Index_D_d_y,0.056424648314680005,0.129804304242,0.07684519290926,0.05915475711228,0.0370560988784,0.021511752158400003,0.01406651474538,0.015190707054000002
R.Index_D_d_z,0.9958870768546,0.9906606435778,0.9963023662566,0.9979416847228,0.9991325855255999,0.9995277047156002,0.9995416879654002,0.9995149075985
R.Middle_M_s_x,-37.866637420661995,-47.14433059694001,-46.571009826659996,-46.01723632814,-46.988601684580004,-47.54679565428,-47.39514389036,-47.743864059450004
R.Middle_M_s_y,203.45546569820004,216.5141143798,216.30874328600004,215.4568878174,215.80748901379997,216.7943878174,217.3859039306,218.02057647675
R.Middle_M_s_z,51.552693939200005,49.098856353740004,49.33493118286,48.96223144532,49.450199127199994,49.9009552002,50.06367568968,50.42981338502501
R.Middle_M_e_x,-47.217212367068,-58.354739379879994,-57.71503829956,-57.11108322142,-58.78741912841999,-59.70932464598,-59.72391128542,-60.122863769525
R.Middle_M_e_y,215.4336029052,227.56761169439997,226.49169921879997,224.8336364746,223.595159912,224.016015625,224.73964538579997,225.08518600475
R.Middle_M_e_z,-7.98097963333,-10.508833312979998,-10.44074382782,-10.953595352179999,-10.55675296782,-10.106934928895999,-9.894342041016,-9.5523731708525
R.Middle_M_d_x,0.15166553966672,0.18183189630500002,0.1807552188632,0.1799412757156,0.1913758337496,0.1972752213478,0.19997159540679998,0.20078635588299998
R.Middle_M_d_y,-0.19428438544260002,-0.1792868077756,-0.1651667028666,-0.1520900845528,-0.1263153672218,-0.1171342104672,-0.11927708238359999,-0.11458738520725001
R.Middle_M_d_z,0.965631222725,0.9668317794802,0.9695565223694,0.9718297481536,0.9733077526094001,0.9733230233194,0.9725141167642001,0.9729061424732499
R.Middle_P_s_x,-47.217212367068,-58.354739379879994,-57.71503829956,-57.11108322142,-58.78741912841999,-59.70932464598,-59.72391128542,-60.122863769525
R.Middle_P_s_y,215.4336029052,227.56761169439997,226.49169921879997,224.8336364746,223.595159912,224.016015625,224.73964538579997,225.08518600475
R.Middle_P_s_z,-7.98097963333,-10.508833312979998,-10.44074382782,-10.953595352179999,-10.55675296782,-10.106934928895999,-9.894342041016,-9.5523731708525
R.Middle_P_e_x,-51.733821773536,-61.27110977174,-60.89159622192001,-60.33402862548,-62.21863937375999,-63.28306350708,-63.422164154040004,-63.8171720505
R.Middle_P_e_y,211.350616455,229.9050079346,228.2417541504,226.5691070556,225.36645507800003,226.42180480960002,227.6043640136,227.87573623649996
R.Middle_P_e_z,-44.666809844979994,-52.24833679198,-52.192678833,-52.70315475464,-52.288172149679994,-51.794089508060004,-51.54223785398,-51.205577850350004
R.Middle_P_d_x,0.10776968002312001,0.06958677768707999,0.07579504251478,0.07690188139678,0.08187147527932,0.08527207821606,0.08824307471514001,0.088148947805175
R.Middle_P_d_y,0.09742313921465999,-0.055772019177660004,-0.041757616400719996,-0.04140962287784,-0.04226442426444,-0.057403925806279996,-0.06835432648657999,-0.066584607586275
R.Middle_P_d_z,0.8753513038158001,0.9959357142448001,0.9962323307994001,0.9961756348611999,0.9957427978514,0.9946866273882,0.9937498688698,0.99387650191775
R.Middle_I_s_x,-51.733821773536,-61.27110977174,-60.89159622192001,-60.33402862548,-62.21863937375999,-63.28306350708,-63.422164154040004,-63.8171720505
R.Middle_I_s_y,211.350616455,229.9050079346,228.2417541504,226.5691070556,225.36645507800003,226.42180480960002,227.6043640136,227.87573623649996
R.Middle_I_s_z,-44.666809844979994,-52.24833679198,-52.192678833,-52.70315475464,-52.288172149679994,-51.794089508060004,-51.54223785398,-51.205577850350004
R.Middle_I_e_x,-54.417050361616,-63.665309906000005,-63.40027389526,-62.821572875979996,-64.6611450195,-65.74881896972,-65.99128570558,-66.399713516225
R.Middle_I_e_y,208.213900757,228.56761779779998,227.0870758056,225.8068786622,225.06845703140002,226.69538879400002,228.1162963868,228.29108810424998
R.Middle_I_e_z,-60.417460632324,-76.81961059572,-76.76265411376001,-77.29084014893999,-76.89028625488,-76.3941177368,-76.12826080324001,-75.791965484625
R.Middle_I_d_x,0.10852197259662,0.09683236032714,0.10146233737463999,0.10060760974902001,0.09878604859112002,0.0997263684868,0.1039069771766,0.1044497396795
R.Middle_I_d_y,0.1268630498583722,0.054090149700660006,0.04670044556262,0.03082798495888,0.012052397849034,-0.011064981040560001,-0.02070487700402,-0.016798721160725
R.Middle_I_d_z,0.6370280027390001,0.9937742471694,0.9937215685844001,0.9944378852844,0.9950214982034,0.9949370741843999,0.9943707346916,0.994385525584
R.Middle_D_s_x,-54.417050361616,-63.665309906000005,-63.40027389526,-62.821572875979996,-64.6611450195,-65.74881896972,-65.99128570558,-66.399713516225
R.Middle_D_s_y,208.213900757,228.56761779779998,227.0870758056,225.8068786622,225.06845703140002,226.69538879400002,228.1162963868,228.29108810424998
R.Middle_D_s_z,-60.417460632324,-76.81961059572,-76.76265411376001,-77.29084014893999,-76.89028625488,-76.3941177368,-76.12826080324001,-75.791965484625
R.Middle_D_e_x,-56.042308044426,-65.62294769286,-65.33150329588,-64.64331207276001,-66.40953979494,-67.51474761962001,-67.85216979982,-68.280519485475
R.Middle_D_e_y,207.06880645760003,226.11127319340002,225.35627746580002,224.7506256104,224.4345306396,226.43275451659997,227.95123291,228.02530288699998
R.Middle_D_e_z,-70.03474235534,-92.85365600586002,-92.89363555908001,-93.49358367919999,-93.12320404052,-92.63558959962,-92.36057586669999,-92.020605087275
R.Middle_D_d_x,0.09946810677632,0.11981023103000002,0.11819403022540001,0.1114930644632,0.1070042744278,0.1080773830412,0.113888797164,0.11510804854324999
R.Middle_D_d_y,0.0700814209879,0.150331801176,0.10592736303816,0.06464420929551999,0.038797206059080006,0.0160735964775,0.010102123208354,0.01626644004135
R.Middle_D_d_z,0.5885914564129999,0.981306505203,0.9872393846512001,0.9916312456130001,0.9934779167176,0.9940015316008,0.9934411287308,0.9932162314655
R.Ring_M_s_x,-27.51704711914,-36.80444869996,-36.31553649902,-35.84435958862,-36.8027923584,-37.37377319336,-37.26905136108,-37.616689682
R.Ring_M_s_y,201.84203796399999,215.05082702640001,214.37630004879998,213.13560485820003,213.5943145752,214.57609252920003,215.0199645998,215.65383529675
R.Ring_M_s_z,48.86217575072,46.13277664184,46.34630813598,45.96903457642,46.41592178344,46.82730636596,46.945921325680004,47.3158006668
R.Ring_M_e_x,-27.6807056427,-38.61621246336,-38.11247177126,-37.64319534302,-39.21987380982,-40.12113723754,-40.190715026860005,-40.582329750075
R.Ring_M_e_y,211.6578887942,224.17253723160002,222.3702911376,220.11978149400002,219.2689025876,219.75013122579998,220.19484558099998,220.57441711399997
R.Ring_M_e_z,-5.419118309028001,-8.433505439758,-8.397170639039999,-8.911980819704,-8.590207481383999,-8.215402030944,-8.087816143036,-7.738805294035
R.Ring_M_d_x,0.002956591546559999,0.032730658724919995,0.032462773472100005,0.03249710425734,0.04366610348226,0.049632868170739995,0.05278170183302,0.0535761602223
R.Ring_M_d_y,-0.1773295491934,-0.1647894620894,-0.1444165080786,-0.1261735633012,-0.10251501649632,-0.09347228109834001,-0.09348749816417999,-0.088893417269
R.Ring_M_d_z,0.9806258797646,0.9857743978501998,0.988975596428,0.9914602160454,0.99372048378,0.9943813204766,0.9942192554472001,0.99459619820125
R.Ring_P_s_x,-27.6807056427,-38.61621246336,-38.11247177126,-37.64319534302,-39.21987380982,-40.12113723754,-40.190715026860005,-40.582329750075
R.Ring_P_s_y,211.6578887942,224.17253723160002,222.3702911376,220.11978149400002,219.2689025876,219.75013122579998,220.19484558099998,220.57441711399997
R.Ring_P_s_z,-5.419118309028001,-8.433505439758,-8.397170639039999,-8.911980819704,-8.590207481383999,-8.215402030944,-8.087816143036,-7.738805294035
R.Ring_P_e_x,-33.03170032498,-42.32161636354,-42.55196304318,-42.694000244159994,-44.68859558106,-45.789306640620005,-45.91116256714,-46.254986763000005
R.Ring_P_e_y,208.47033996580004,227.25156860340002,225.40743713380002,223.61914672860001,222.5503143312,223.4203491212,224.2923553466,224.58081817625
R.Ring_P_e_z,-38.777487182638,-46.979665374759996,-46.86983261108,-47.2711769104,-46.91134796142,-46.472072601339995,-46.29372253419999,-45.961395263650004
R.Ring_P_d_x,0.137739931047,0.09538079798231999,0.11427693069,0.13001276254639998,0.14077035188679998,0.14590433836,0.1472500234842,0.14601984247575
R.Ring_P_d_y,0.08205064088119998,-0.07925734221934,-0.07817916572092,-0.09007715582848,-0.0844668135047,-0.0944750711322,-0.10547398477779998,-0.10312875173972501
R.Ring_P_d_z,0.8586777091028001,0.9922166585923999,0.9903246998787999,0.987404000759,0.9864243865012,0.9847648978232,0.9834581255914001,0.9838875234125001
R.Ring_I_s_x,-33.03170032498,-42.32161636354,-42.55196304318,-42.694000244159994,-44.68859558106,-45.789306640620005,-45.91116256714,-46.254986763000005
R.Ring_I_s_y,208.47033996580004,227.25156860340002,225.40743713380002,223.61914672860001,222.5503143312,223.4203491212,224.2923553466,224.58081817625
R.Ring_I_s_z,-38.777487182638,-46.979665374759996,-46.86983261108,-47.2711769104,-46.91134796142,-46.472072601339995,-46.29372253419999,-45.961395263650004
R.Ring_I_e_x,-37.298173618318,-46.00170440676,-46.61888580322,-47.06280822756,-49.11488647462001,-50.22763671874001,-50.4235168457,-50.769083023075
R.Ring_I_e_y,204.74570312499998,224.84927673319999,223.671484375,222.7078948976,221.89677734379998,223.30820007340003,224.4496520994,224.59640502950003
R.Ring_I_e_z,-53.7635787964,-70.6612762451,-70.54566040040001,-70.9403793335,-70.57852630616,-70.14559936524002,-69.95338897705999,-69.62112998959999
R.Ring_I_d_x,0.1771301925182,0.1527853697536,0.16884549856199998,0.181378772855,0.1837652891876,0.1842651158572,0.1873383760454,0.18741069361575
R.Ring_I_d_y,0.15463490784178,0.09973540008080001,0.07207115218042,0.037832226604220004,0.027132742479440003,0.0046560658753156,-0.006530453264714001,-0.0006471161323149999
R.Ring_I_d_z,0.6221740722656,0.9831840038302001,0.9829439044000001,0.982668697834,0.9825847029688001,0.9828482866286,0.9822729587553999,0.98227575421325
R.Ring_D_s_x,-37.298173618318,-46.00170440676,-46.61888580322,-47.06280822756,-49.11488647462001,-50.22763671874001,-50.4235168457,-50.769083023075
R.Ring_D_s_y,204.74570312499998,224.84927673319999,223.671484375,222.7078948976,221.89677734379998,223.30820007340003,224.4496520994,224.59640502950003
R.Ring_D_s_z,-53.7635787964,-70.6612762451,-70.54566040040001,-70.9403793335,-70.57852630616,-70.14559936524002,-69.95338897705999,-69.62112998959999
R.Ring_D_e_x,-39.950312805172004,-48.95476760866,-49.83250808718,-50.57436370848001,-52.648018646219995,-53.77512893678001,-54.05131301880001,-54.398308754000006
R.Ring_D_e_y,203.15791931159998,221.6696655274,221.13367004379998,220.6091674804,219.95591125480001,221.7221527098,223.03336181640003,223.07832336450002
R.Ring_D_e_z,-63.09277267456,-86.31604614256,-86.26572418212,-86.66225891116,-86.31585845948,-85.91931457519999,-85.72524261475999,-85.38311576844998
R.Ring_D_d_x,0.1632529737429,0.1817764490844,0.19781519174599999,0.21615456044660003,0.21748266518099996,0.21836663186559999,0.22330975830560001,0.22339777275925
R.Ring_D_d_y,0.0977363586424,0.1957216620444,0.156215700507,0.12918761968620002,0.1194704025984,0.09762948453428,0.08718004673721999,0.09344584494827499
R.Ring_D_d_z,0.5742604494093999,0.963632786274,0.9676518201827999,0.967763733864,0.9687146425248001,0.9709543943406,0.9708397746085999,0.97023244202125
R.Pinky_M_s_x,-17.91187705992,-27.07208328248,-26.90592079162,-26.7121852875,-27.536254501360002,-28.097574615459997,-28.120467758180002,-28.45784664155
R.Pinky_M_s_y,193.9431732178,207.30263366679998,206.2138397214,204.6408966064,205.224005127,206.21247558599998,206.5233489992,207.16247940050002
R.Pinky_M_s_z,47.19879302978,44.28637161254,44.618666839620005,44.36179580688,44.91948547361999,45.35214996338,45.4353515625,45.83749961855
R.Pinky_M_e_x,-10.711328887959999,-21.370843887339998,-21.14976882934,-20.93259353638,-22.33703956602,-23.204110336319996,-23.37709121704,-23.755868434875
R.Pinky_M_e_y,204.0173614502,216.87396850579998,214.46115112299998,211.720755005,211.229766846,211.7738159178,211.97899169960002,212.39353179924998
R.Pinky_M_e_z,-2.341350078586,-5.727845096588,-5.624126815795999,-6.0560081481940005,-5.698531150818,-5.349767398834,-5.292345619202,-4.91772544384
R.Pinky_M_d_x,-0.14052490442986001,-0.11126460283999999,-0.1123362645506,-0.112793715298,-0.1014671623707,-0.09550017416477999,-0.09257108271122,-0.0917631611228
R.Pinky_M_d_y,-0.1966064721346,-0.18679285049440003,-0.1609533876182,-0.13816954195519998,-0.1172076150776,-0.10853434950100001,-0.10647157281619998,-0.10208850167695
R.Pinky_M_d_z,0.9668186068534,0.9760705828666001,0.9805314064028,0.9839469075202001,0.9878542304037999,0.9894916176797999,0.9899947524069999,0.9905320107937501
R.Pinky_P_s_x,-10.711328887959999,-21.370843887339998,-21.14976882934,-20.93259353638,-22.33703956602,-23.204110336319996,-23.37709121704,-23.755868434875
R.Pinky_P_s_y,204.0173614502,216.87396850579998,214.46115112299998,211.720755005,211.229766846,211.7738159178,211.97899169960002,212.39353179924998
R.Pinky_P_s_z,-2.341350078586,-5.727845096588,-5.624126815795999,-6.0560081481940005,-5.698531150818,-5.349767398834,-5.292345619202,-4.91772544384
R.Pinky_P_e_x,-15.56534729002,-24.455500411979997,-24.945861434940003,-25.288708114660004,-27.12794876098,-28.172190475459995,-28.282201385500002,-28.589561462425003
R.Pinky_P_e_y,203.80065612799999,221.77641296380003,219.1846435548,216.73100891099998,215.90058898919997,216.63244323740005,217.2122314452,217.55735397349997
R.Pinky_P_e_z,-28.85751037597,-35.920657348640006,-35.763391876220005,-36.07460327148,-35.70557250976,-35.29837417604,-35.18838577272,-34.837405204774996
R.Pinky_P_d_x,0.15788237154479998,0.10033190548403999,0.1234721541406,0.1416874885562,0.1558296740056,0.1615923553704,0.1595441937446,0.15722126886225002
R.Pinky_P_d_y,0.007048586010799995,-0.1594574958086,-0.153636869788,-0.162964105606,-0.1519237071274,-0.15803227722660002,-0.17021696865539998,-0.167959086597
R.Pinky_P_d_z,0.862467736006,0.9820550084114,0.9803132772445998,0.9763883352280001,0.9760125160216001,0.9741119027135999,0.9724021196368,0.9731710255147499
R.Pinky_I_s_x,-15.56534729002,-24.455500411979997,-24.945861434940003,-25.288708114660004,-27.12794876098,-28.172190475459995,-28.282201385500002,-28.589561462425003
R.Pinky_I_s_y,203.80065612799999,221.77641296380003,219.1846435548,216.73100891099998,215.90058898919997,216.63244323740005,217.2122314452,217.55735397349997
R.Pinky_I_s_z,-28.85751037597,-35.920657348640006,-35.763391876220005,-36.07460327148,-35.70557250976,-35.29837417604,-35.18838577272,-34.837405204774996
R.Pinky_I_e_x,-19.9059261322,-28.0590156555,-28.64965362546,-29.31294136048,-31.2581401825,-32.310863494879996,-32.40658645632,-32.716480255125
R.Pinky_I_e_y,201.0883132936,220.65113220220002,218.83653259279998,216.72110900879997,215.839212036,216.83828430160003,217.6843444824,217.91416931125
R.Pinky_I_e_z,-39.43159370424,-52.50227050779999,-52.35601577758,-52.597466278080006,-52.202434539799995,-51.79176559448001,-51.68008880614,-51.3313074112
R.Pinky_I_d_x,0.2552349567414,0.211894083023,0.21779057979599997,0.2366331517696,0.2428637236356,0.24336245059939995,0.24252230227,0.2426712587475
R.Pinky_I_d_y,0.1594913378357,0.06616881489754,0.020469639170918,0.0005821345141160002,0.0036090907407944003,-0.012103876005853999,-0.02776121497152,-0.020981471519925
R.Pinky_I_d_z,0.6217777848246,0.9750328540802,0.9756803274156001,0.9715781807898001,0.9700492978095999,0.969845199585,0.9697459816931999,0.969875186682
R.Pinky_D_s_x,-19.9059261322,-28.0590156555,-28.64965362546,-29.31294136048,-31.2581401825,-32.310863494879996,-32.40658645632,-32.716480255125
R.Pinky_D_s_y,201.0883132936,220.65113220220002,218.83653259279998,216.72110900879997,215.839212036,216.83828430160003,217.6843444824,217.91416931125
R.Pinky_D_s_z,-39.43159370424,-52.50227050779999,-52.35601577758,-52.597466278080006,-52.202434539799995,-51.79176559448001,-51.68008880614,-51.3313074112
R.Pinky_D_e_x,-23.66131820678,-32.15288124086,-32.886635589600004,-33.867963409400005,-35.77853240966,-36.7833961487,-36.89953308104,-37.232826232925
R.Pinky_D_e_y,198.83721618639998,217.6337829592,216.58671264619997,214.8267089844,214.08158569339997,215.4299346924,216.51046752939996,216.5941085815
R.Pinky_D_e_z,-47.544138717660005,-66.59972839358,-66.55353393554,-66.74920959472001,-66.38303833007998,-66.02636566164,-65.9297164917,-65.560668945325
R.Pinky_D_d_x,0.25057245232157,0.2731565177442,0.28270570635799996,0.3039264976978,0.301615858078,0.2984224915504,0.29978455305100005,0.301345847547
R.Pinky_D_d_y,0.15020081847920003,0.20132771730420002,0.1501155674456,0.1264007806778,0.1172747716306,0.09396984577173999,0.07832502722740001,0.0880789067596
R.Pinky_D_d_z,0.5412964701649999,0.9406299233438,0.9473062515258001,0.944252228737,0.9461778402327999,0.9497806191444,0.9507832288744,0.9494310319425001
R.Thumb.TTP,48.287919616699995,46.40433807372,46.56388015748,46.71515197754,46.73865661622,46.748025512699996,46.75423355101999,46.7603187561
R.Index.TTP,91.87887878417999,91.21618347170002,91.0346481323,90.94967193604,90.90892486574,90.90359344482,90.90513763428,90.9062385559
R.Middle.TTP,88.53683776860001,99.80681304932,99.6804107666,99.64730072024001,99.68172454834,99.73397979736,99.75419158934001,99.76079559327499
R.Ring.TTP,81.92004394531999,92.51109466554001,92.37300262454,92.28586273194,92.25654907226001,92.25477600097999,92.25800170898,92.25957489015
R.Pinky.TTP,67.09864959714,74.41054840090001,74.53746795656,74.59397888184,74.60783233644,74.62767639159999,74.64205780028001,74.64912986755
L.Thumb.TTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index.TTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle.TTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring.TTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky.TTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb.TNA,57.04051499156001,58.87185828698,61.27472667938,62.4485597489,62.43195123734,62.84906104872,63.606795687580004,63.6803845691
R.Index.TNA,55.88637104458,54.081266928640005,58.66359449494,62.62328396938,66.45954536026,68.51584638,69.15248184448001,69.53719637955001
R.Middle.TNA,61.393982817419996,51.935814748140004,55.00083410058001,58.266453985960005,62.03665034787999,64.40321153894,65.08464023566,65.3777462282
R.Ring.TNA,58.96994034956,48.486315596640004,52.23406203994,55.96363779846,59.38190031962,61.75584322328001,62.42145201203999,62.630583336375
R.Pinky.TNA,57.286646791340004,49.512205533940005,54.13142526227999,56.738648596839994,59.472563767880004,61.49562863026,62.37282099998,62.53737230210001
L.Thumb.TNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index.TNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle.TNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring.TNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky.TNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_Index.ang,34.5545092206,37.42477628078,37.85713675674,36.86651052184,38.08366690472,39.2316755975,39.495723870140004,39.50535026705
R.Index_Middle.ang,32.350322642052,3.786847242124,4.857356409738001,5.593672669996,5.746683639704,5.551829013476,5.481635603554001,5.52548211851
R.Middle_Ring.ang,5.243055076354,4.187908901532,4.189086083774001,4.704761951212001,5.000401435382001,4.979293133804001,4.90204098688,4.89633219542
R.Ring_Pinky.ang,4.760700530686,3.9339440263759995,4.102367703702,3.901013845852,3.729454034074,3.6001059137699998,3.4663262972760003,3.4501113080575
L.Thumb_Index.ang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_Middle.ang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_Ring.ang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_Pinky.ang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.sphere_center_x,-77.4631426215274,-102.3829696654,-103.97325592022,-86.50372924802001,-67.16862335206,-54.075852203379995,-49.32359924316,-48.9504880905
R.sphere_center_y,125.8133163452,102.53089447036,108.73638916032,141.93852233860002,177.320123291,208.51231689460002,220.20911560080003,222.15447616575
R.sphere_center_z,-26.774795722961994,-31.82022018432,-29.32891082762,-27.616686248779995,-25.66576194764,-24.63075256348,-24.3113960266,-23.9373550415
L.sphere_center_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.sphere_center_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.sphere_center_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
