,0,1,2,3,4,5,6,7
R.Index_I_e_y,182.6006195068,187.828579712,188.15909729000003,187.6489471436,187.956298828,185.45576477039998,180.5874267578,178.989349365
R.Index_I_e_z,-73.76387786864,-79.40726318358,-83.18496551514,-87.02300567625998,-89.33745880128001,-91.46065826414,-92.96325531008,-93.624168396
R.Index_I_d_x,-0.09145543277260001,-0.2156537145374,-0.1851429909466,-0.13981450200099999,-0.133950611949,-0.140597936511,-0.1173020660878,-0.09949304908510001
R.Index_I_d_y,0.38612781167,0.35151082277300005,0.33993500471120003,0.3609764993192,0.35817488431940003,0.3418526232244,0.3793790459634,0.396118819714
R.Index_I_d_z,0.8888625383378,0.9108560562134,0.9219056606294,0.9219527840611998,0.9239675641060001,0.929170155525,0.9175597310065999,0.912792921066
R.Index_D_s_x,120.95923004158001,143.14631958,141.5868072508,138.327648926,136.41464843759996,135.2944396972,132.3809417724,130.373718262
R.Index_D_s_y,182.6006195068,187.828579712,188.15909729000003,187.6489471436,187.956298828,185.45576477039998,180.5874267578,178.989349365
R.Index_D_s_z,-73.76387786864,-79.40726318358,-83.18496551514,-87.02300567625998,-89.33745880128001,-91.46065826414,-92.96325531008,-93.624168396
R.Index_D_e_x,121.68459472640002,145.51499633780003,143.4955383302,139.5928131104,137.56309204099998,136.54130859360004,133.42498779299999,131.150772095
R.Index_D_e_y,175.8431396484,181.30686950679998,181.69017028800002,180.9001190186,181.21015319840004,178.83145141619997,173.61871337879998,171.788757324
R.Index_D_e_z,-85.4986038208,-91.44067840578,-95.32685546875999,-99.09800262456,-101.42641601559998,-103.60733795159999,-104.93298492440002,-105.478569031
R.Index_D_d_x,-0.052215704321799984,-0.1705103307962,-0.13740090727800003,-0.09107344001526,-0.08267126530406,-0.08975646793841999,-0.07515615075825999,-0.05593657866119999
R.Index_D_d_y,0.48644028306000003,0.469468432665,0.46566875576980005,0.48581757545480003,0.48562453389180005,0.4768544495105999,0.50164616704,0.518337965012
R.Index_D_d_z,0.8447296023370001,0.8662311553954,0.8740396618844001,0.869224333763,0.8702293992042,0.8743846893312,0.8616467118262001,0.8533445000650001
R.Middle_M_s_x,122.58393859868002,136.8247741698,136.7692016602,135.44223327639997,135.1902679442,134.9559326172,133.145877075,132.351470947
R.Middle_M_s_y,192.8138641358,199.9724029542,198.18027038580001,197.13616943360003,198.55428771980002,197.18196716339997,194.6123168944,193.967468262
R.Middle_M_s_z,35.7548019409,31.72014846802,28.556880187999997,24.990515136739997,22.545003890980002,20.42437858582,18.77017745972,17.9563484192
R.Middle_M_e_x,131.48004608146,146.8852142334,146.7703826902,145.6541992188,144.2586303714,143.2761199952,141.63154296879998,140.463897705
R.Middle_M_e_y,193.6192596436,197.98008422840002,196.8558959962,196.675897217,197.4169830322,195.14757995579998,192.0236145018,191.01904296900003
R.Middle_M_e_z,-20.245329475400002,-24.544024276720002,-27.7371723175,-31.27928924562,-33.9099647522,-36.12069702149999,-37.728868865959996,-38.5799674988
R.Middle_M_d_x,-0.15554965380564,-0.175908178091,-0.1748720258474,-0.17855762839319997,-0.15856156051160003,-0.1454796195032,-0.1483730405568,-0.141846895218
R.Middle_M_d_y,-0.014082449674559992,0.034835967049,0.023156867921340002,0.008047923073179999,0.01988592781126,0.03557154089214,0.04526381865144,0.0515536218882
R.Middle_M_d_z,0.9791699647904,0.9837868213652001,0.984309244156,0.9838852643968,0.9871228575705999,0.9886984467504002,0.987893605232,0.988545298576
R.Middle_P_s_x,131.48004608146,146.8852142334,146.7703826902,145.6541992188,144.2586303714,143.2761199952,141.63154296879998,140.463897705
R.Middle_P_s_y,193.6192596436,197.98008422840002,196.8558959962,196.675897217,197.4169830322,195.14757995579998,192.0236145018,191.01904296900003
R.Middle_P_s_z,-20.245329475400002,-24.544024276720002,-27.7371723175,-31.27928924562,-33.9099647522,-36.12069702149999,-37.728868865959996,-38.5799674988
R.Middle_P_e_x,136.5763885496,153.5941406248,153.1624572754,151.54947204579997,149.1546905518,147.9213378906,146.7828765872,145.23199462899998
R.Middle_P_e_y,190.728463745,194.7223876954,194.0297454832,194.26492919920003,194.3895721438,191.3898498536,187.9277374268,186.458007812
R.Middle_P_e_z,-58.7088180542,-63.016519165039995,-66.29698028566001,-69.9468612671,-72.67434844972,-74.85113830565999,-76.36218872072,-77.2105255127
R.Middle_P_d_x,-0.13004182875158,-0.171189633012,-0.163104635477,-0.1504278957842,-0.12493129223580002,-0.118530613184,-0.1314450204372,-0.121666096151
R.Middle_P_d_y,0.0737635582684,0.08312565386295999,0.07211402803658,0.06151994168758,0.07724953144788,0.09588485658164,0.1045132562518,0.11638256907500001
R.Middle_P_d_z,0.9814612150191999,0.9816909551622001,0.9839189529418,0.9866687536240001,0.9891390919688,0.988272869587,0.985794734955,0.985724329948
R.Middle_I_s_x,136.5763885496,153.5941406248,153.1624572754,151.54947204579997,149.1546905518,147.9213378906,146.7828765872,145.23199462899998
R.Middle_I_s_y,190.728463745,194.7223876954,194.0297454832,194.26492919920003,194.3895721438,191.3898498536,187.9277374268,186.458007812
R.Middle_I_s_z,-58.7088180542,-63.016519165039995,-66.29698028566001,-69.9468612671,-72.67434844972,-74.85113830565999,-76.36218872072,-77.2105255127
R.Middle_I_e_x,137.21421203606,155.39182434100002,154.7591949462,152.6309204102,149.5499145508,148.32695617680002,147.607470703,145.797988892
R.Middle_I_e_y,184.3572662354,188.2765441896,187.8698516846,188.0198333744,187.76256103499998,184.49649353019998,180.7605529786,179.08027648900003
R.Middle_I_e_z,-80.70274658202,-85.14572296143999,-88.52319793702,-92.18044128418,-94.82112426758,-96.91574249267998,-98.32824249268,-99.11513519290001
R.Middle_I_d_x,-0.02758677899836,-0.07775239944458001,-0.06906118765474001,-0.0467741906643,-0.017094002291560002,-0.017543573304999997,-0.03566487953064,-0.024480059742900004
R.Middle_I_d_y,0.27556341588484,0.278791975975,0.2664242088796,0.27010933756820005,0.2866276919842,0.298147547245,0.30999101400379997,0.319097429514
R.Middle_I_d_z,0.9512688994408001,0.9571198105812,0.961315691471,0.9616341829299999,0.9578797101976001,0.9543257832527999,0.9500633478164001,0.9474056363109999
R.Middle_D_s_x,137.21421203606,155.39182434100002,154.7591949462,152.6309204102,149.5499145508,148.32695617680002,147.607470703,145.797988892
R.Middle_D_s_y,184.3572662354,188.2765441896,187.8698516846,188.0198333744,187.76256103499998,184.49649353019998,180.7605529786,179.08027648900003
R.Middle_D_s_z,-80.70274658202,-85.14572296143999,-88.52319793702,-92.18044128418,-94.82112426758,-96.91574249267998,-98.32824249268,-99.11513519290001
R.Middle_D_e_x,136.77887878412002,155.88367614739997,154.970703125,152.41161804200001,148.81793212879998,147.6824615478,147.3399230956,145.343063354
R.Middle_D_e_y,178.5133300784,182.67052917459998,182.18787231459999,182.1524383546,181.5863220214,178.2374389648,174.412374878,172.601455688
R.Middle_D_e_z,-94.7133392334,-99.35024719246,-102.70355224599999,-106.2848526,-108.7769424438,-110.8385787964,-112.22346038820001,-112.94513702399999
R.Middle_D_d_x,0.028492072783348005,-0.03219113387168,-0.013842970598501998,0.014353089779628,0.04790742769836,0.04218144007026,0.01751068476588,0.029774360358700003
R.Middle_D_d_y,0.38247908055799995,0.3669072210786,0.3718791186808,0.3840143680574,0.4042279064654,0.4096479833128,0.41548099517799997,0.424031466246
R.Middle_D_d_z,0.9169775605202,0.9296697258948001,0.9280881404876,0.9231177568436001,0.9133926391602,0.9112337708474001,0.9094261169434,0.905157923698
R.Ring_M_s_x,131.93659362796,146.2384338378,146.16177063000003,144.79710388179996,144.5087554932,144.3315063476,142.6182952882,141.79412841799999
R.Ring_M_s_y,189.3149414064,196.57414550779998,194.70774841300002,193.5566955564,194.8406249998,193.60080871579999,191.3117156984,190.57177734400003
R.Ring_M_s_z,36.51679229738,32.84011688236,29.62394180296,26.03405799866,23.435400772079998,21.252001190199998,19.663312149059998,18.8080692291
R.Ring_M_e_x,147.11188964834,162.47618713399999,162.3343536378,161.1303405762,159.81709289539998,159.02061157240001,157.5135009766,156.34361267100002
R.Ring_M_e_y,187.809979248,192.69394226100002,191.35603637699998,190.8799407958,191.4634643556,189.53977355939998,186.98416748059998,185.853393555
R.Ring_M_e_z,-12.062716770162002,-15.718258857719999,-18.995235061659997,-22.57305450438,-25.460087966899998,-27.78180351258,-29.28616142272,-30.209289550799998
R.Ring_M_d_x,-0.29553623497479997,-0.3162274181844,-0.3149582147598,-0.31808693408960004,-0.2981271982194,-0.28606775999080003,-0.29008153080939997,-0.283348679543
R.Ring_M_d_y,0.02930887192488,0.07556628286838,0.06527400091292,0.05212933272124,0.0657696120441,0.07908795326948001,0.08427824825048,0.09188970923419999
R.Ring_M_d_z,0.9460774421692,0.9456659197810001,0.9468499302866,0.9466150641442,0.9522310972212,0.9549248099328,0.9532824873924,0.954604506493
R.Ring_P_s_x,147.11188964834,162.47618713399999,162.3343536378,161.1303405762,159.81709289539998,159.02061157240001,157.5135009766,156.34361267100002
R.Ring_P_s_y,187.809979248,192.69394226100002,191.35603637699998,190.8799407958,191.4634643556,189.53977355939998,186.98416748059998,185.853393555
R.Ring_P_s_z,-12.062716770162002,-15.718258857719999,-18.995235061659997,-22.57305450438,-25.460087966899998,-27.78180351258,-29.28616142272,-30.209289550799998
R.Ring_P_e_x,140.41536407462,159.064755249,159.987713623,158.6000061034,155.3607574462,154.5297668458,154.19833984399997,152.383285522
R.Ring_P_e_y,161.50115966779998,167.7647003174,168.184231567,168.0995422362,167.5938446044,165.1491790774,162.216531372,160.812606812
R.Ring_P_e_z,-36.025946807859995,-41.90173721314,-46.869567871099996,-50.74912261964,-52.47607116698,-54.32340087894001,-55.65301589966,-56.2276153564
R.Ring_P_d_x,0.1843382269144,0.09390799254177999,0.06459699198603999,0.06965363249184,0.12267151474980001,0.12362145334479999,0.09125790596008,0.109017699957
R.Ring_P_d_y,0.7242144942282,0.6862382650376,0.6378604769708,0.6270860552788,0.6570695877078,0.6714105963707999,0.6817896604538,0.689308941364
R.Ring_P_d_z,0.6596464037894,0.720764172077,0.7673090338706,0.7756150364876,0.7436809182166,0.7306221961976,0.7258120656011999,0.716218113899
R.Ring_I_s_x,140.41536407462,159.064755249,159.987713623,158.6000061034,155.3607574462,154.5297668458,154.19833984399997,152.383285522
R.Ring_I_s_y,161.50115966779998,167.7647003174,168.184231567,168.0995422362,167.5938446044,165.1491790774,162.216531372,160.812606812
R.Ring_I_s_z,-36.025946807859995,-41.90173721314,-46.869567871099996,-50.74912261964,-52.47607116698,-54.32340087894001,-55.65301589966,-56.2276153564
R.Ring_I_e_x,127.81971282984,146.2834197996,147.1864654542,145.60715332019998,142.33432922359998,141.8289886474,141.82265319799998,139.923980713
R.Ring_I_e_y,147.5100494384,152.5833068846,151.94129943860003,151.8208892822,152.10478210419998,149.675631714,146.5232513428,145.53802490200002
R.Ring_I_e_z,-23.76376724242,-31.27032279966,-37.956281280540004,-42.18519363406,-42.59536895754,-44.00200805664001,-45.26839904786,-45.3298530579
R.Ring_I_d_x,0.5592223584654,0.567466425896,0.5683506011963999,0.576857471466,0.5783481359484,0.563889861107,0.549456524849,0.5531690120699999
R.Ring_I_d_y,0.6211780309678,0.6740243434906,0.7211547017098,0.722740650177,0.6876843214036,0.6869954347609999,0.6967512369158,0.6781618595119999
R.Ring_I_d_z,-0.5444168806076,-0.4720141351222,-0.39573264718060003,-0.3802218437194,-0.43868399858460005,-0.4582497775552,-0.46105687022200004,-0.483839511871
R.Ring_D_s_x,127.81971282984,146.2834197996,147.1864654542,145.60715332019998,142.33432922359998,141.8289886474,141.82265319799998,139.923980713
R.Ring_D_s_y,147.5100494384,152.5833068846,151.94129943860003,151.8208892822,152.10478210419998,149.675631714,146.5232513428,145.53802490200002
R.Ring_D_s_z,-23.76376724242,-31.27032279966,-37.956281280540004,-42.18519363406,-42.59536895754,-44.00200805664001,-45.26839904786,-45.3298530579
R.Ring_D_e_x,122.39593505862001,140.1750518798,140.62836608880002,138.86400756819998,136.1370056152,135.81994018540001,135.61241455060002,133.92036438
R.Ring_D_e_y,146.925164795,151.652194214,149.7499481202,149.23289794939998,150.2616607666,147.97103576659998,144.6636413576,144.084884644
R.Ring_D_e_z,-9.6882901072496,-17.39828395844,-24.4334564209,-28.82277412414,-28.850183868399995,-30.154734039300003,-31.530088806159995,-31.451078414899996
R.Ring_D_d_x,0.35703198909739997,0.4020966529848001,0.43170115351679994,0.44388228058839996,0.4079523622988,0.3955587804318,0.40880252718939997,0.3952011168
R.Ring_D_d_y,0.038501303689469996,0.06129252426326,0.1442504674194,0.170360174775,0.1213274881244,0.112208762765,0.12241289168580001,0.095656119287
R.Ring_D_d_z,-0.9265489459037999,-0.9131572246554001,-0.8901693582533999,-0.8796104073523999,-0.9048068404198,-0.9115271568298,-0.9043542742730001,-0.9136005640029999
R.Pinky_M_s_x,139.10175170882002,153.5063232422,153.376449585,151.9176574708,151.5459716798,151.5152191162,150.0446533204,149.147445679
R.Pinky_M_s_y,180.5251983642,187.92131042479997,185.9717803952,184.70632019019996,185.9062591554,184.8028137208,182.7598175048,181.95571899400002
R.Pinky_M_s_z,38.80779876708,35.74145812988,32.405885696400006,28.694093704240004,26.03673744202,23.91393737792,22.460533905019997,21.6017150879
R.Pinky_M_e_x,159.58796081556,174.942086792,174.7545043946,173.43356018059998,172.16394653319998,171.5953125,170.3093048098,169.108764648
R.Pinky_M_e_y,179.04214172359997,184.422503662,182.886566162,182.1394805908,182.61719665500001,181.00646972659996,178.936325073,177.714263916
R.Pinky_M_e_z,-3.6287432432179996,-6.53861427307,-9.935384368886,-13.611635398840003,-16.66362895964,-19.0009994507,-20.36551170348,-21.327377319300002
R.Pinky_M_d_x,-0.43099253177639996,-0.45096943378459997,-0.44975533485380004,-0.45265539884559997,-0.433764642477,-0.4224486112596,-0.4263313651085999,-0.419949799776
R.Pinky_M_d_y,0.031200811266859994,0.07360852211714,0.06490729004144,0.054001630097620004,0.06919588446616001,0.0798681676388,0.08043931871652,0.0892324894667
R.Pinky_M_d_z,0.8927875638010001,0.889495742321,0.8907832026483999,0.8900354862212,0.8983379364013999,0.9028521418569999,0.9009820342064,0.903149902821
R.Pinky_P_s_x,159.58796081556,174.942086792,174.7545043946,173.43356018059998,172.16394653319998,171.5953125,170.3093048098,169.108764648
R.Pinky_P_s_y,179.04214172359997,184.422503662,182.886566162,182.1394805908,182.61719665500001,181.00646972659996,178.936325073,177.714263916
R.Pinky_P_s_z,-3.6287432432179996,-6.53861427307,-9.935384368886,-13.611635398840003,-16.66362895964,-19.0009994507,-20.36551170348,-21.327377319300002
R.Pinky_P_e_x,153.83119659437997,172.5155242922,173.65584411619997,172.6571807862,169.6922851562,168.874960327,168.703427124,167.150466919
R.Pinky_P_e_y,158.81291809060002,164.34606018059998,163.96983642580003,163.99992370599998,163.4720947266,161.24788818359997,159.2324188234,157.867645264
R.Pinky_P_e_z,-23.01371002198,-26.95620994566,-31.55198440552,-35.897326660160005,-37.961846923799996,-39.70387191774,-41.238388824459996,-42.0348434448
R.Pinky_P_d_x,0.2002401083708,0.08440421894192,0.03821519464254,0.027005152776839996,0.08597292155036,0.09462321847676,0.05585796982051999,0.0681163594127
R.Pinky_P_d_y,0.7036421775818,0.6983279705048,0.6579891324044,0.630956339836,0.6659327983855998,0.6872715234756,0.6853698730468001,0.690333902836
R.Pinky_P_d_z,0.6742760062218001,0.7101944208145999,0.7518999338151999,0.7751731872559999,0.7408256053922,0.7201172232626,0.7260307192802001,0.720277190208
R.Pinky_I_s_x,153.83119659437997,172.5155242922,173.65584411619997,172.6571807862,169.6922851562,168.874960327,168.703427124,167.150466919
R.Pinky_I_s_y,158.81291809060002,164.34606018059998,163.96983642580003,163.99992370599998,163.4720947266,161.24788818359997,159.2324188234,157.867645264
R.Pinky_I_s_z,-23.01371002198,-26.95620994566,-31.55198440552,-35.897326660160005,-37.961846923799996,-39.70387191774,-41.238388824459996,-42.0348434448
R.Pinky_I_e_x,141.97621154798,160.4874237062,161.7554504396,160.7366149902,157.5208465574,156.82909545900003,156.9505126952,155.30355835
R.Pinky_I_e_y,150.7436706542,155.5176635742,154.2253265382,154.0942230226,154.348852539,152.24629821780002,149.8881866456,148.778762817
R.Pinky_I_e_z,-16.27994003296,-21.48230400086,-27.5304927826,-32.350822448740004,-33.33349456786,-34.53301315306,-36.00019149778,-36.5635948181
R.Pinky_I_d_x,0.745476567745,0.7563625931742,0.7483318209646,0.749600636959,0.7653757929799999,0.7574795365333999,0.739057981968,0.744968414307
R.Pinky_I_d_y,0.5074181735514001,0.5551557421688,0.6127634882926,0.6228999257088,0.5736962556835999,0.5660465478896002,0.5875929117202,0.571535646915
R.Pinky_I_d_z,-0.42343939542779996,-0.34421541690839996,-0.2528832405806,-0.2230147331954,-0.2910443723202,-0.3251588582994,-0.3293933272362,-0.344048172235
R.Pinky_D_s_x,141.97621154798,160.4874237062,161.7554504396,160.7366149902,157.5208465574,156.82909545900003,156.9505126952,155.30355835
R.Pinky_D_s_y,150.7436706542,155.5176635742,154.2253265382,154.0942230226,154.348852539,152.24629821780002,149.8881866456,148.778762817
R.Pinky_D_s_z,-16.27994003296,-21.48230400086,-27.5304927826,-32.350822448740004,-33.33349456786,-34.53301315306,-36.00019149778,-36.5635948181
R.Pinky_D_e_x,134.57556304944,152.29132690440002,152.9631622316,151.77364196759999,148.923675537,148.437246704,148.5994903564,147.079086304
R.Pinky_D_e_y,151.1544601442,155.9815765382,153.509967041,152.8919158934,153.9618041992,152.15290832519997,149.676751709,148.876480103
R.Pinky_D_e_z,-4.5648228287708,-10.129966354368,-16.6465648651,-21.646036911019998,-22.27479171752,-23.30914039612,-24.74771347048,-25.2164306641
R.Pinky_D_d_x,0.5280659914018,0.5848245382307999,0.6273652911186,0.6395440340044001,0.6134428501128,0.5987923145291999,0.5958791017534,0.586849331856
R.Pinky_D_d_y,-0.029311482608400007,-0.0331020562356568,0.05104378908872,0.08578943014144,0.027617461606859996,0.00666374638676,0.015086735691886,-0.0069725238718100005
R.Pinky_D_d_z,-0.835920679569,-0.8100350379942001,-0.7766122341156001,-0.7638293385504,-0.7890830636024,-0.8008686661721999,-0.8029096603394,-0.809666097164
R.Thumb.TTP,47.348606109639995,47.15032501219999,47.18102264404,47.23453979492,47.268565368640004,47.288674163799996,47.31835250854,47.3259353638
R.Index.TTP,82.516116333,82.05065002442,82.40521240236,82.87690124512,83.13023529054,83.31226654054001,83.60705871582,83.7442550659
R.Middle.TTP,90.20733642580001,90.3395767212,90.52330780028001,90.71095886232001,90.80573272704,90.86136016847999,90.92350616456,90.9682159424
R.Ring.TTP,41.2044654846,41.37954406736001,41.868530273420006,42.16779708864,42.4704208374,42.573405456539994,42.67652511596,42.7406806946
R.Pinky.TTP,37.21415710448,37.24794235228,37.63714141846,37.948884582519995,38.21088104246,38.29162368774,38.3595451355,38.3889923096
L.Thumb.TTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index.TTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle.TTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring.TTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky.TTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb.TNA,59.12678158208,60.2984449666,59.68519973148,59.32139788462,61.085646319540004,61.80131162046,61.280189502000006,62.0008297027
R.Index.TNA,48.51832613824,57.98954477732,56.508018940119996,52.41751830290001,54.72567840748,57.73340850878001,55.606987370039995,55.247324667200004
R.Middle.TNA,51.49188968029999,57.20188488626,56.345141541420006,53.674172519859994,54.00488581628,55.73833497465999,56.68824835188,56.79175428520001
R.Ring.TNA,60.32678617794001,50.853353093379994,46.88362839874001,47.77717780156,49.52231934116,48.348033200399996,47.4264220827,48.1115108842
R.Pinky.TNA,57.68646130894,49.15860974862,43.71067012192,43.1626425427,45.4238445136,45.631588948,45.36498967252,45.34566478359999
L.Thumb.TNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index.TNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle.TNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring.TNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky.TNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_Index.ang,22.21803293108,17.878723751960003,18.65738782154,20.285947573419996,20.16077793326,20.933558227139997,22.81799798558,23.025939229200002
R.Index_Middle.ang,13.220087339180001,9.333405544034001,8.21353527391,7.8119361476560005,8.12335325654,7.636744505278,6.508219242096,6.478155352130001
R.Middle_Ring.ang,111.7937077384,108.0016628192,103.20758288079999,101.4368055732,103.5265491268,104.0771803278,104.03659525959999,104.85840906799999
R.Ring_Pinky.ang,14.38649820676,14.78772319044,14.609008116339998,14.60134895746,15.19228436386,15.19266909856,14.679449075339999,14.9576016672
L.Thumb_Index.ang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_Middle.ang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_Ring.ang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_Pinky.ang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.sphere_center_x,109.90344924920001,130.8726593018,128.1299453736,123.21105499280002,120.12162170399999,120.13777008039999,120.4389434812,118.71147918700001
R.sphere_center_y,159.9174133302,164.24389648419998,163.86350402839997,163.5606384278,164.93040466320002,162.5425811768,157.7883514404,156.484909058
R.sphere_center_z,-29.07398376464,-32.67585563658,-37.10674133302,-41.7842514038,-43.738735961939994,-45.06681442262,-45.94495391846,-46.354015350299996
L.sphere_center_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.sphere_center_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.sphere_center_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
