,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
R.wrist position_y,146.556958008,142.86221008299998,143.5118225096,144.0441925048,140.41125183100002,141.840350342,148.6900665286,157.8163330076,165.4555114746,167.28196716320002,166.58461303719997,163.74385375959997,159.1730682372,154.05249023419998,150.29433898919996,153.2015472412,158.92836608899998,161.85230407720002,162.29273986799998,166.3184570314,172.63395385740003,177.5173309324,178.0906524658,178.209979248,177.26965026839997,176.64096374539997,176.00762023939998,175.1739624022,174.01613871233334
R.wrist position_z,85.81071166992,81.54704589842001,84.74223175048,92.95153656006,90.32151641845999,70.64172363281999,45.40141296385999,23.296132659900003,13.805526542680003,16.355538558979998,25.31035232544,39.31442108156,55.07357025148,72.04815063475999,86.6351638794,95.01723327636,93.75857543948,80.55326080322,59.1001663208,37.4582408905,25.43881340028,20.67023506166,15.63641414642,13.124729347240002,12.59960632324,12.76340332032,13.574770164479997,13.808938789379999,13.959316571533336
R.elbow position_x,187.3818206788,196.34239501960002,198.45029907240001,194.61792907699999,177.5820281982,159.0470977782,146.14443054219998,145.46687622079997,155.47831420900002,169.9531646728,185.91309204100003,196.75302734359997,207.1305694582,215.84390869140003,220.619696045,215.36911621099998,205.57256774919998,186.27138977040002,167.35638732899997,158.9645355224,159.67832641600003,163.13791809079999,169.5196136476,177.66847534160001,182.1298248292,183.3654907226,183.3977600098,182.9912902832,182.97877502433334
R.elbow position_y,57.364810180640006,54.51420288086,49.78104324342,67.09015121458,81.6298049927,88.32056121826,93.42835845952001,110.11969451899999,118.68596496599999,105.83763275142,97.79250030518,88.48316955568,72.48520050049999,70.892288208,75.44321441652001,74.29997558594,90.57995758058,94.86551818848,100.07846374496,123.2433135986,141.7978637694,143.9595336914,132.578616333,132.00140380859997,131.70441284179998,129.6377502442,127.471763611,126.0220352174,125.04635874399999
R.elbow position_z,232.0900482178,227.83072204560003,225.26642456060003,225.4487487794,221.03970642080003,210.03732910160002,196.17394104019996,184.23516235340003,180.79580688480002,182.791329956,190.2881011962,204.39956359879997,211.0037139892,217.83877258319998,221.07745056160002,216.4977203368,212.5895935058,204.37499084459998,192.94571533200002,181.126348877,172.18265991240003,169.1572113038,162.84830017079997,159.1507781982,159.3115539552,160.81879882799998,162.484048462,164.2398590088,166.48308817533334
R.Thumb_M_s_x,18.37719402314,25.3998714447,26.846144485459995,7.847641766071999,-20.484537315359997,-33.26468315123999,-35.09513397216,-28.60495681762,-12.514153957364,7.5090687036468,25.583905029300002,40.3641242981,46.51403121948,42.009345245359995,33.10025825502,20.092476081839997,3.3499279141350007,-13.871510028833999,-26.665402984640004,-33.52891845702,-33.460251617439994,-28.163102722159998,-20.42565994264,-13.56880207062,-8.788583469396,-5.841888618468,-4.42954673767,-3.111819791792,-1.0704849163693335
R.Thumb_M_s_y,143.0694427492,139.06217346199998,135.9311431886,136.3436035154,140.4306030272,143.2504302978,149.9193664552,157.15648498540003,163.228375244,163.14437255859997,161.4162414552,159.01122436500003,154.1230926514,147.4616424562,140.3094329832,142.7095367432,149.6764953614,156.7319396974,159.25008239759998,165.07098083520003,169.74652099600002,174.8061157226,175.5374298096,175.9718322754,174.8719848632,173.95588378899998,173.02964477519998,172.2192840576,171.06107584633332
R.Thumb_M_s_z,81.42156982422,78.03136138915998,82.7660095215,96.11428833014,97.12001342773999,77.47939300538,50.89169158936,25.44091835022,11.460196495054,10.262153625498,17.39457473756,31.54624061586,48.39842147828,66.37744674682,84.26787567138,95.7580062866,96.5928115845,85.45441131592,64.58080902098,42.192974853500004,28.306174469000002,22.3510154724,15.593502998359998,11.84151496888,10.43434677124,9.964997291574,10.613147354139999,10.723500823959998,10.4972629547
R.Thumb_M_e_x,18.37719402314,25.3998714447,26.846144485459995,7.847641766071999,-20.484537315359997,-33.26468315123999,-35.09513397216,-28.60495681762,-12.514153957364,7.5090687036468,25.583905029300002,40.3641242981,46.51403121948,42.009345245359995,33.10025825502,20.092476081839997,3.3499279141350007,-13.871510028833999,-26.665402984640004,-33.52891845702,-33.460251617439994,-28.163102722159998,-20.42565994264,-13.56880207062,-8.788583469396,-5.841888618468,-4.42954673767,-3.111819791792,-1.0704849163693335
R.Thumb_M_e_y,143.0694427492,139.06217346199998,135.9311431886,136.3436035154,140.4306030272,143.2504302978,149.9193664552,157.15648498540003,163.228375244,163.14437255859997,161.4162414552,159.01122436500003,154.1230926514,147.4616424562,140.3094329832,142.7095367432,149.6764953614,156.7319396974,159.25008239759998,165.07098083520003,169.74652099600002,174.8061157226,175.5374298096,175.9718322754,174.8719848632,173.95588378899998,173.02964477519998,172.2192840576,171.06107584633332
R.Thumb_M_e_z,81.42156982422,78.03136138915998,82.7660095215,96.11428833014,97.12001342773999,77.47939300538,50.89169158936,25.44091835022,11.460196495054,10.262153625498,17.39457473756,31.54624061586,48.39842147828,66.37744674682,84.26787567138,95.7580062866,96.5928115845,85.45441131592,64.58080902098,42.192974853500004,28.306174469000002,22.3510154724,15.593502998359998,11.84151496888,10.43434677124,9.964997291574,10.613147354139999,10.723500823959998,10.4972629547
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,18.37719402314,25.3998714447,26.846144485459995,7.847641766071999,-20.484537315359997,-33.26468315123999,-35.09513397216,-28.60495681762,-12.514153957364,7.5090687036468,25.583905029300002,40.3641242981,46.51403121948,42.009345245359995,33.10025825502,20.092476081839997,3.3499279141350007,-13.871510028833999,-26.665402984640004,-33.52891845702,-33.460251617439994,-28.163102722159998,-20.42565994264,-13.56880207062,-8.788583469396,-5.841888618468,-4.42954673767,-3.111819791792,-1.0704849163693335
R.Thumb_P_s_y,143.0694427492,139.06217346199998,135.9311431886,136.3436035154,140.4306030272,143.2504302978,149.9193664552,157.15648498540003,163.228375244,163.14437255859997,161.4162414552,159.01122436500003,154.1230926514,147.4616424562,140.3094329832,142.7095367432,149.6764953614,156.7319396974,159.25008239759998,165.07098083520003,169.74652099600002,174.8061157226,175.5374298096,175.9718322754,174.8719848632,173.95588378899998,173.02964477519998,172.2192840576,171.06107584633332
R.Thumb_P_s_z,81.42156982422,78.03136138915998,82.7660095215,96.11428833014,97.12001342773999,77.47939300538,50.89169158936,25.44091835022,11.460196495054,10.262153625498,17.39457473756,31.54624061586,48.39842147828,66.37744674682,84.26787567138,95.7580062866,96.5928115845,85.45441131592,64.58080902098,42.192974853500004,28.306174469000002,22.3510154724,15.593502998359998,11.84151496888,10.43434677124,9.964997291574,10.613147354139999,10.723500823959998,10.4972629547
R.Thumb_P_e_x,5.37228028774,10.971103477465999,11.322416877724,-12.912724232664,-48.11719589234,-60.21644668578,-61.651099395740005,-51.15424346924,-28.84065208436,-4.054331362245399,15.458429527292003,28.31500778198,33.38336944578,28.824051666279995,16.665098190280002,1.6309863805780005,-16.672282409672,-37.25296211242001,-51.7745918274,-58.4193977356,-56.72500076291999,-50.375632476780005,-40.47566833498,-32.05288352966,-25.403880691519998,-21.23354644776,-19.65253677368,-18.475988388039998,-16.19829463956667
R.Thumb_P_e_y,127.54993591299998,123.34748535180002,117.52522430399999,113.74715118400002,121.62350769039999,128.33264160160002,138.1223571776,147.9705780028,151.833267212,150.27790222180002,148.56158752439998,145.68003234839998,138.8775726318,132.20250244140001,123.2861953734,123.36727142339998,129.88845214819997,138.2616333008,146.3270355228,156.7653900148,162.93002014159998,166.391619873,166.81682739259998,166.8497650148,164.7326171874,163.13502807600003,161.967993164,161.21025085460002,160.02072143566667
R.Thumb_P_e_z,45.867272186280005,43.122934722900006,49.73537216186,69.26439361574,73.58492584232,50.587184906,22.12542629242,-7.364202165617999,-24.228131485,-26.80862083436,-20.10790977478,-5.2049637556,12.773223018653999,30.77553329466,50.918072509779996,64.79445266724,66.91808166506,57.43435211179999,35.03844795226,10.825934457778,-4.6551704287518,-10.959711074832,-18.98994235992,-23.50058059692,-25.55486564636,-26.37127265932,-25.722538757319995,-25.56879005432,-25.884306589766666
R.Thumb_P_d_x,0.317818468809,0.3526150822636,0.3793740391732,0.5073487997056,0.6752961754797999,0.6586562275886,0.6489835858344,0.5510670185090001,0.3989924430846,0.28259025812140004,0.2474497675896,0.2944603443146,0.3208915174006,0.32222663164140003,0.4016479671,0.4511681079866,0.48930951952940005,0.5714037775994,0.6136267423628,0.6082818865776001,0.5685517787936,0.5428372621534,0.4899888396264,0.4517201960087999,0.4060502111912,0.3761465191844,0.37202455401379997,0.3754747092724,0.369698504607
R.Thumb_P_d_y,0.37927094101900005,0.3840408265592,0.4498100101946,0.5522196888924,0.45961410403259995,0.36456592082960004,0.28829926848399995,0.2244882702828,0.27847747206679996,0.3144351303578,0.31414634585379997,0.32579212784760003,0.3725751399994,0.3729079902174,0.41601958870899997,0.47269278168660006,0.48358686566360004,0.451383548975,0.3158177435398,0.20297481417639998,0.16658393740680003,0.20563627183440003,0.21311700940140002,0.22292814254760002,0.2477892667056,0.26444370746619994,0.27032836079620004,0.2690424442292,0.2698078950243334
R.Thumb_P_d_z,0.8688879013059999,0.8531038522719999,0.8072137713431999,0.6561667323111999,0.5751583695412,0.6572007775306,0.7029996514322,0.8017025351525999,0.8721633434294,0.9059480428696001,0.9164983153344,0.8981382369994,0.870620548725,0.8700514793395999,0.8150136709210001,0.7566977262498,0.7252010345458,0.684763622284,0.7219660758969999,0.7665582537652,0.8055204033852,0.8140586972238,0.8451618432998,0.8637019872664,0.8795164465901999,0.8879979729652,0.8879836916923999,0.8869231820104,0.8891050418219999
R.Thumb_I_s_x,5.37228028774,10.971103477465999,11.322416877724,-12.912724232664,-48.11719589234,-60.21644668578,-61.651099395740005,-51.15424346924,-28.84065208436,-4.054331362245399,15.458429527292003,28.31500778198,33.38336944578,28.824051666279995,16.665098190280002,1.6309863805780005,-16.672282409672,-37.25296211242001,-51.7745918274,-58.4193977356,-56.72500076291999,-50.375632476780005,-40.47566833498,-32.05288352966,-25.403880691519998,-21.23354644776,-19.65253677368,-18.475988388039998,-16.19829463956667
R.Thumb_I_s_y,127.54993591299998,123.34748535180002,117.52522430399999,113.74715118400002,121.62350769039999,128.33264160160002,138.1223571776,147.9705780028,151.833267212,150.27790222180002,148.56158752439998,145.68003234839998,138.8775726318,132.20250244140001,123.2861953734,123.36727142339998,129.88845214819997,138.2616333008,146.3270355228,156.7653900148,162.93002014159998,166.391619873,166.81682739259998,166.8497650148,164.7326171874,163.13502807600003,161.967993164,161.21025085460002,160.02072143566667
R.Thumb_I_s_z,45.867272186280005,43.122934722900006,49.73537216186,69.26439361574,73.58492584232,50.587184906,22.12542629242,-7.364202165617999,-24.228131485,-26.80862083436,-20.10790977478,-5.2049637556,12.773223018653999,30.77553329466,50.918072509779996,64.79445266724,66.91808166506,57.43435211179999,35.03844795226,10.825934457778,-4.6551704287518,-10.959711074832,-18.98994235992,-23.50058059692,-25.55486564636,-26.37127265932,-25.722538757319995,-25.56879005432,-25.884306589766666
R.Thumb_I_e_x,14.051504325870003,18.47650375364,17.0768245697,-10.784734725944,-47.96113052368,-59.094670104980004,-60.36079788208001,-46.88186569216,-21.192220115654,4.4241606205686,22.20913276672,33.59813728332,39.1047538757,34.580447387679996,20.89280567168,5.575435915595399,-12.149588918684,-32.65210418702,-48.60262527466,-56.23319931030001,-53.43291015626001,-45.950029754640006,-35.33452529908,-26.28378486634,-18.44097557066,-13.591737556439998,-12.00440387726,-10.911351585359998,-8.52931324641
R.Thumb_I_e_y,114.84496154780001,110.90002288800001,105.38699188220001,97.87478332518,102.36646118168,110.58697204579998,122.22468719479998,134.87355346680002,139.3944335938,138.8411102294,137.5058227538,133.93089599619998,126.5280227658,120.5848632814,112.4911590576,111.87951965340001,117.504156494,124.2733734132,133.7885986328,144.573538208,152.4610809326,154.8601379394,155.616140747,155.6027526856,153.34357604960002,151.728451538,150.6824188234,149.92611389159998,148.706319173
R.Thumb_I_e_z,22.833262634260002,19.52245597842,25.503400421160002,46.749962615979996,53.695330047599995,29.33733940126,-0.49904643298780016,-31.38156623842,-47.771004486100004,-50.58894271852,-44.60582351684,-29.750141525280004,-11.376399993902,6.2807988524352005,25.74123916624,39.88081436156,42.55012893676,33.96220703126001,10.5293514728494,-13.95690855979,-30.102324295020004,-35.7756088257,-43.81961975096,-48.168884277340005,-49.84916076664,-50.454190063480006,-49.86052627564,-49.733782196039996,-50.0021642049
R.Thumb_I_d_x,-0.313081717491,-0.2707388818264,-0.20757612884040003,-0.07676200383574,-0.005629674717782,-0.040465338714440004,-0.046544457785779994,-0.15411554276932,-0.2758983790876,-0.3058407485486,-0.24351502954959997,-0.19057592451559996,-0.206384888291,-0.20764784812919998,-0.1525041610002,-0.142286327481,-0.16314505934720003,-0.1659646630288,-0.11442091017948001,-0.07886173278092,-0.11875408589860001,-0.1596427470446,-0.185454121232,-0.208106070757,-0.25116969943039996,-0.2756594657896,-0.27588761448879995,-0.27287570834179997,-0.2766396601996666
R.Thumb_I_d_y,0.4583007752896,0.4490116417408,0.43785693645479995,0.5725566983224001,0.6946506500244001,0.6401315093039999,0.5734694004056,0.47244299650200006,0.4487003386022,0.4125541567802,0.3988095462324,0.423821246624,0.44547967314740006,0.4190778136254,0.3894044101238,0.4143924355506,0.446733033657,0.5045921742916001,0.4522933423518,0.4397910714148,0.37764127850560003,0.41596988439560006,0.4040372908116,0.4057083547116,0.41083168983460006,0.411464202404,0.40709938406959995,0.4070475459096,0.4081392586233333
R.Thumb_I_d_z,0.8308953881264,0.8513293027875999,0.8741088986394001,0.8121528387071999,0.7174682974815999,0.7665360689164,0.8161222696308,0.8663674473764,0.8492512583731999,0.8578166604042,0.8837020277978,0.8854070186614,0.8711383104324,0.8835874319078,0.9081923961639999,0.8986983180046002,0.8790140271185999,0.8467000484464,0.8841055154799999,0.8939801216123999,0.9179435729982,0.8951725602149999,0.8956696748732,0.8898484945298,0.8763570308686,0.8687320113182,0.8707186341286001,0.8716927766797999,0.8699924349783332
R.Thumb_D_s_x,14.051504325870003,18.47650375364,17.0768245697,-10.784734725944,-47.96113052368,-59.094670104980004,-60.36079788208001,-46.88186569216,-21.192220115654,4.4241606205686,22.20913276672,33.59813728332,39.1047538757,34.580447387679996,20.89280567168,5.575435915595399,-12.149588918684,-32.65210418702,-48.60262527466,-56.23319931030001,-53.43291015626001,-45.950029754640006,-35.33452529908,-26.28378486634,-18.44097557066,-13.591737556439998,-12.00440387726,-10.911351585359998,-8.52931324641
R.Thumb_D_s_y,114.84496154780001,110.90002288800001,105.38699188220001,97.87478332518,102.36646118168,110.58697204579998,122.22468719479998,134.87355346680002,139.3944335938,138.8411102294,137.5058227538,133.93089599619998,126.5280227658,120.5848632814,112.4911590576,111.87951965340001,117.504156494,124.2733734132,133.7885986328,144.573538208,152.4610809326,154.8601379394,155.616140747,155.6027526856,153.34357604960002,151.728451538,150.6824188234,149.92611389159998,148.706319173
R.Thumb_D_s_z,22.833262634260002,19.52245597842,25.503400421160002,46.749962615979996,53.695330047599995,29.33733940126,-0.49904643298780016,-31.38156623842,-47.771004486100004,-50.58894271852,-44.60582351684,-29.750141525280004,-11.376399993902,6.2807988524352005,25.74123916624,39.88081436156,42.55012893676,33.96220703126001,10.5293514728494,-13.95690855979,-30.102324295020004,-35.7756088257,-43.81961975096,-48.168884277340005,-49.84916076664,-50.454190063480006,-49.86052627564,-49.733782196039996,-50.0021642049
R.Thumb_D_e_x,28.207234191919998,32.20660057068,29.96107902526,0.11149356365459936,-37.955846405020004,-48.2261100769,-48.6480796814,-33.551942825320005,-6.5680317103922,18.756038856500002,34.666847229,45.5128616333,51.602066802959996,46.95465774536,32.809041214000004,17.63811340332,0.6570845842340001,-19.880647659300003,-36.39984474184,-44.100327301019995,-40.21148376464,-32.424174880959995,-21.8225780487,-12.620327949502,-4.210248231888,0.9340548455724,2.5054112911220003,3.550190353396,5.943495750426667
R.Thumb_D_e_y,107.5234054564,103.9322555542,99.76808013906,90.0047668457,90.44422912598,99.05232391361999,111.5353988648,125.83218231200001,131.4376617432,131.7664215088,130.1365661622,125.97472381600001,118.965512085,113.822395325,107.660612488,107.5346542358,112.7230606078,117.5299819946,126.5162841796,135.901208496,144.89968566899998,146.9358428954,147.84877624519999,147.80740356439998,145.77132568359997,144.3618103028,143.494961548,142.71890563940002,141.46260579399998
R.Thumb_D_e_z,12.47592849732,8.347956848144,12.696552276636002,33.399465560939994,42.792265319820004,18.828693008414,-10.980094432829999,-41.47963600158,-56.96035461424001,-60.88117523193999,-56.93273468018,-42.268526458740006,-23.570980072000005,-6.482502594594601,11.720529079438,25.82599067686,29.34341430664,21.58022823334,-2.0946372509019997,-25.76212978364,-41.49253311156,-46.56174468994,-54.73262710572,-58.87040786744001,-59.95810775758,-60.29366226198,-59.85511398316,-59.78392333984,-60.009475708000004
R.Thumb_D_d_x,-0.7439174056052,-0.7215493798256001,-0.6770983576774,-0.5726228117942,-0.525801539421,-0.5711687445642,-0.6155312895776,-0.700519323349,-0.7685360789297999,-0.7531745433806,-0.654682660103,-0.6261471867562001,-0.6567636132242001,-0.6502943038939999,-0.6262266397478,-0.6339225053786001,-0.6730212569236,-0.6711704850196,-0.6412852883342,-0.6376114964485999,-0.6948174953464001,-0.71081597805,-0.7100850582122,-0.718047261238,-0.747858655453,-0.7633651494978,-0.7625254392624,-0.7599884867668,-0.7605806589126667
R.Thumb_D_d_y,0.38476525545120005,0.36617281436939997,0.29528723955159997,0.4135881900788,0.6265417456624001,0.6061732769013999,0.5617476105692,0.47514567375179995,0.41814740300180003,0.37179183363920004,0.3872720420362,0.4181158304214,0.39742798805240004,0.35538384914399995,0.25385675728319995,0.2283330529928,0.25125799477120003,0.354381287098,0.38217751383779996,0.4557517111302,0.397369360924,0.4164406299594,0.4081935167314,0.409664195776,0.39793981909759996,0.38713461160639995,0.3777180433274,0.3787559628486,0.3806744317213333
R.Thumb_D_d_z,0.5443026423456001,0.5872466087342001,0.6730304718018,0.7016005277634,0.5729820609094,0.5522544264794,0.5508040785788,0.5306777179239999,0.4829223275184,0.540881460905,0.6478086471560001,0.6578709959982001,0.6408542752266,0.6707419633867999,0.73682179451,0.7386145472526,0.6940443634988,0.6507024884224,0.6634207963942,0.6203926682472,0.59858263731,0.5668372035028,0.5735045552252,0.5623905897138,0.5312492609024,0.5170877933502,0.525239443779,0.5281588673594,0.525908112526
R.Index_M_s_x,22.693039894100004,29.231681442259998,27.256426239019998,6.323129558578001,-18.99392452238,-30.41014785768,-31.277238464339995,-23.738444137579997,-7.051726794250202,12.48538579941,30.2477481842,45.184686279299996,50.52327575683999,44.7500328064,32.4538837433,17.8829843521,1.6109396219239998,-13.583180427548001,-24.788642883300003,-29.522658538820004,-29.28546409608,-23.735906219480004,-15.602320480360001,-8.146171283716,-3.20065653324,-0.31417416781111995,0.90246592164,2.2430614233,4.379350423813333
R.Index_M_s_y,159.68869934079999,155.8977630616,152.8408691406,151.26567077640001,153.0857543944,156.8864624022,164.5561614988,173.21111450200002,179.71481018060004,180.17931518560002,178.5147216798,175.811947632,170.9744018554,164.58096618640002,157.66484375,159.5919799806,166.1596008302,172.678036499,175.7880065918,181.48342285159998,186.81284790040004,191.54627685559998,192.3889129638,192.7937591552,191.7177947996,190.8535430906,190.00603637700002,189.19337768559998,188.02340698233334
R.Index_M_s_z,72.37545928956,69.12937774658,73.28578338622,83.8569503784,82.49169921874,63.95825195312001,38.739654159539995,15.660127449031998,2.757560348514,2.3589121460906,9.435513591774,23.05869140626,39.598072052000006,57.62720336914,75.58909606934,86.40608673096001,86.49219818115999,74.37085418704001,54.61138305664,32.61648635864,20.028702163700004,13.53508243558,7.217763996124001,3.771943664552,2.525153160096,2.1244150638559995,2.80677227974,2.927974224092,2.7421064376833333
R.Index_M_e_x,-7.957748031606,-3.3213138341899997,-6.798694229125999,-33.39431171418,-66.74945602417999,-79.47982635498,-79.06589660646,-67.01991271972,-43.1305152893,-16.652472019186,5.262037491796,20.33729171752,24.176373672480004,17.01145095826,-0.8993940591820001,-19.52307376862,-39.14507255556,-58.71311874390001,-72.42747192383999,-76.19594573976,-73.75948791504001,-66.09337005614,-54.99742507934,-45.20947036744,-38.73714294434,-34.823729705800005,-33.4357154846,-31.951447677620003,-29.221680323300003
R.Index_M_e_y,157.71313171399999,154.6578155518,144.276184082,133.74741210940002,142.3476135252,155.0096618652,167.509136963,180.22771606420002,184.999417114,182.24809265119998,177.6748657228,173.42682495120002,167.14853515640002,159.617767334,149.25758361820002,147.5087005618,154.2754608152,165.3589416504,177.5586456298,189.79981079099997,196.4311859132,198.75776062,199.40384216319998,200.4129882814,199.0622283936,197.5206176758,196.20431823739997,195.378063965,194.14270019533333
R.Index_M_e_z,20.566034317,18.3947212219,24.358445739759997,42.214112091059995,47.40711898804,29.04089279174,2.107135868066,-25.65795078278,-45.179839324919996,-50.35862121582,-45.44095306396,-31.83785400392,-14.509534072892,4.3174660742250195,26.098768234239998,40.70141677856,43.683403015159996,35.10687103272001,17.811207580552,-4.6357920527486005,-19.54066371916,-28.761180877699996,-37.88760452272,-43.184708404540004,-45.641117858899996,-46.88118286132,-46.381556701659996,-46.36192092894,-46.960437774633334
R.Index_M_d_x,0.5082397043706,0.5397813439366,0.564689028263,0.6585794448854,0.7918640375135999,0.8136546969411999,0.7924132943154001,0.7176768183705999,0.598244738579,0.4831528544426,0.4143035352228,0.41201003193860003,0.4368742883206,0.4599506020544,0.553051364422,0.6202529907226,0.6758006215096,0.7483274459838001,0.7899289250376,0.7739187002184001,0.7374512910842,0.702355313301,0.6532346367836,0.6145695090296,0.5892524719239999,0.5722242951391999,0.5693826317788,0.5670003294943999,0.557159503301
R.Index_M_d_y,0.032758109754649996,0.020560337230562005,0.14201633781200002,0.2904810845854,0.17805576324459998,0.031120391073695804,-0.04896511249241999,-0.1163466140628,-0.08762734085314001,-0.034303679876032,0.013926171325144,0.03954919651148,0.0634390629828,0.08229787349701999,0.1394059836864,0.20036032795920003,0.19705827236179999,0.12136244177832001,-0.02936006300151,-0.13789917826640002,-0.1594876140356,-0.11957806944829999,-0.1163188815118,-0.1263391554354,-0.1217825978994,-0.1105508878826,-0.10277754813439999,-0.10255211144660001,-0.10146778821943335
R.Index_M_d_z,0.8590841293336,0.8412627458572001,0.8112944245338,0.6905056476592,0.5817591547968,0.5789863348008,0.6074264764786,0.6851206302644,0.7948797225952,0.874142074585,0.909940648079,0.9102735877038001,0.8971916913986,0.883961760998,0.8206297755242,0.7578574061394,0.7098390936852,0.6510604023932,0.6102064967155999,0.6177030920982001,0.6561241149900001,0.7013404965401999,0.7479200124742,0.7786173224448,0.7986747264862,0.8125921607016,0.8156221270562,0.817306280136,0.8241486350696667
R.Index_P_s_x,-7.957748031606,-3.3213138341899997,-6.798694229125999,-33.39431171418,-66.74945602417999,-79.47982635498,-79.06589660646,-67.01991271972,-43.1305152893,-16.652472019186,5.262037491796,20.33729171752,24.176373672480004,17.01145095826,-0.8993940591820001,-19.52307376862,-39.14507255556,-58.71311874390001,-72.42747192383999,-76.19594573976,-73.75948791504001,-66.09337005614,-54.99742507934,-45.20947036744,-38.73714294434,-34.823729705800005,-33.4357154846,-31.951447677620003,-29.221680323300003
R.Index_P_s_y,157.71313171399999,154.6578155518,144.276184082,133.74741210940002,142.3476135252,155.0096618652,167.509136963,180.22771606420002,184.999417114,182.24809265119998,177.6748657228,173.42682495120002,167.14853515640002,159.617767334,149.25758361820002,147.5087005618,154.2754608152,165.3589416504,177.5586456298,189.79981079099997,196.4311859132,198.75776062,199.40384216319998,200.4129882814,199.0622283936,197.5206176758,196.20431823739997,195.378063965,194.14270019533333
R.Index_P_s_z,20.566034317,18.3947212219,24.358445739759997,42.214112091059995,47.40711898804,29.04089279174,2.107135868066,-25.65795078278,-45.179839324919996,-50.35862121582,-45.44095306396,-31.83785400392,-14.509534072892,4.3174660742250195,26.098768234239998,40.70141677856,43.683403015159996,35.10687103272001,17.811207580552,-4.6357920527486005,-19.54066371916,-28.761180877699996,-37.88760452272,-43.184708404540004,-45.641117858899996,-46.88118286132,-46.381556701659996,-46.36192092894,-46.960437774633334
R.Index_P_e_x,-15.870499134066,-12.41086292268,-16.5097070694,-47.60924415588,-89.03795013428001,-102.7681503296,-100.53562316878,-85.60314788818,-57.73923721314001,-27.39261512758,-2.666402626042,12.924008369466003,17.06498489378,9.714203691472001,-10.06504564287,-31.230318450920002,-55.06033859252,-78.303717041,-93.18600616456,-96.94309692383999,-93.56893310546,-85.25629577638,-72.24240112302,-60.52568969724,-52.708549499499995,-48.217285919199995,-46.834080505360006,-45.30192565917999,-42.29124069216667
R.Index_P_e_y,160.302999878,154.8470397948,139.50675659200002,126.42717590339998,139.829296875,154.9829467772,167.27672119140001,182.65889587400002,188.1735351564,183.9306274416,175.7586517334,168.4613128662,160.19143981940002,150.54432678220002,141.2397338866,142.75611877440002,154.5035003662,167.84818420419998,182.2008636476,194.2047821046,202.2285675048,204.8222747802,206.6542053224,206.9482849122,204.6619476318,202.7224578858,201.2822875976,200.5135803222,199.14390563966666
R.Index_P_e_z,-13.261291694640002,-15.29905986786,-8.816008043296,11.3571213364686,20.68785324096,3.009359192854,-25.421596527080002,-55.112525177020004,-76.71510467528,-83.52419281006,-79.38979339597999,-65.60511093138,-47.981595611559996,-28.613235855099997,-6.6309820890424005,8.16920766831,12.62920150756,6.3190885782236,-9.893498229970001,-32.38511657714,-47.719774627700005,-57.32592926026,-67.37763900756,-73.88221435546001,-77.16123962404001,-78.72024536132001,-78.23880615234,-78.23001403807999,-78.96577453613332
R.Index_P_d_x,0.226523923874,0.2602129518984,0.2780040144922,0.40694095492359994,0.6380684614182,0.6666913151738001,0.6146290302276001,0.5319953978063999,0.4182142257688001,0.3074656546116,0.22697307169460004,0.21222532391540003,0.2035827606916,0.20890345871419996,0.2623915821314,0.335151565075,0.45561758875839997,0.5608339309692,0.5942692279816001,0.5939433455468001,0.5670989990234,0.5485906600954,0.4936841428280001,0.4384682476518,0.3999693274496,0.38342680335019996,0.3835644721984,0.382193619013,0.3741515477496667
R.Index_P_d_y,-0.07414199002092,-0.005417056940497997,0.13653777092698,0.20956159532059998,0.07209362983706,0.0007647919875962,0.006653530336910002,-0.06959910169244,-0.09086772501476001,-0.048167111072685995,0.05485681649298,0.142151235044,0.1991656988862,0.2597518026828,0.2295326441526,0.13605551868672,-0.006528249196720001,-0.07126130908726,-0.1328960567712,-0.1261042252184,-0.16596574485319998,-0.1736131429674,-0.2075612813232,-0.1870905578136,-0.1603071212768,-0.14891675710680002,-0.14537062346940002,-0.1470180749892,-0.14317304889366667
R.Index_P_d_z,0.9683987736704,0.9645756840705999,0.9497085332872001,0.8833649635314,0.7649112820624,0.7452231168748,0.7880844712257999,0.843216907978,0.902782380581,0.9494542121888001,0.971877515316,0.9666792154314001,0.9582284212111999,0.9427305221558001,0.9369776844978001,0.9313225507736,0.8890106201171999,0.8241282343862,0.7931222200394,0.7943995356561999,0.8067033410072,0.8177432894708,0.8442320942880001,0.8787992000579999,0.9023487806322,0.9114793539043999,0.9120000004768001,0.9123105406759999,0.916239440441
