,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
R.Thumb_I_e_z,18.163111686700002,20.26052780152,20.8238872528,20.99867591858,21.0532810211,20.399084091179997,20.20479583742,21.179740524299998,21.01745338438,20.21954040526,20.29309692384,20.133066177379998,20.18488693236,20.06913414002,18.44142837524,17.76672515868,18.068137359620003,18.51272659304,18.60805511476,18.50829200746,18.40844154358,18.27359619142,18.212504577639997,18.174490356439996,18.73215446474,18.30543365476,13.79478015898,1.4644053935999999,-18.61190929412,-30.2913848877,-31.56192626952,-31.850860977179998,-32.14221763612,-31.646790695179998,-31.664055633560004,-31.179847081533335
R.Thumb_I_d_x,0.09667985737319999,0.1960493415596,0.1603400051592,0.1370033860206,0.05817717909812,0.01695990432054,0.004842017963527999,0.05120876282454,0.026225255615998,0.012498198729008,0.02328889667988,0.025158412009479998,0.02042109593748,0.01997433975336,0.009905364969758,-0.0009439278161146,-0.01425834298135,-0.024476005136980002,-0.01982301846146,-0.01501304302364,-0.008331120433292,0.0064069077605428005,0.02308366466314,0.034247647225879994,0.024095337837920002,0.013664989918462,0.05210560783746,0.08104968816041999,0.07725258246074,-0.011375937750574,-0.06577585339546,-0.07269793003795999,-0.05409048646687999,-0.03972551971674,-0.024838917702440004,-0.018474990501999997
R.Thumb_I_d_y,0.48218364119519996,0.49773321151720007,0.5405235290524,0.5629131436347998,0.5980451583862001,0.6161321759224,0.6241935729982,0.6271558761595999,0.6118664741516,0.5944274067880001,0.595374405384,0.6013820052148,0.6113696455955999,0.6128169655801999,0.5984790563586,0.5977481484412,0.6193169355393999,0.636320436001,0.6355232834814,0.6339367866518,0.62834700346,0.614716744423,0.5994317173960001,0.5908028364184,0.5982259988784,0.601033067703,0.5878205299376,0.6261747717857999,0.6047608494755999,0.6351536273953999,0.686228609085,0.6943551540376,0.6864924311639999,0.680175292492,0.6684410452844,0.66424091657
R.Thumb_I_d_z,0.8470426201821999,0.8446789503095999,0.8258080124858,0.8150317668913999,0.7990388035772,0.7874305367468001,0.7811685323716,0.7771247625351998,0.7901891708373999,0.8040355920792,0.8031031966208001,0.7985595703125999,0.7910727977754,0.789969110489,0.8010396122932001,0.8016699552536,0.7849250674249999,0.7710337638854001,0.7718245983124,0.7732384085654,0.7778706908228,0.7886909365652001,0.8000603318216001,0.8060859799383999,0.8009104847908001,0.7990763664244,0.8071536302566,0.7753049254415999,0.7920457959174,0.7714894533157999,0.7242884516715999,0.7159376025198,0.7250927090646001,0.7319412946702,0.7433200716972,0.7472871541973332
R.Thumb_D_s_x,-13.38247890472,-12.66887168884,-10.95130386352,-9.7809551239,-3.9866854190839995,-0.7358019947993999,0.1606890588999,-0.6562592864037999,2.2932168930778,2.6911472558979996,0.8106199868030799,-0.7778735756858,-1.604407954218,-1.8485081195839999,-2.202918148038,-2.571480989454,-2.4072800159439995,-1.8617808818800001,-1.6057079315159999,-1.51991086006,-1.462138414384,-1.3119781017299998,-0.9938854217516001,-0.6465821743012,-0.44472580850128,-0.09551276564606001,-3.172252225876,-7.4650431632980006,-7.558100605011999,-4.09291138649,-1.8974907636640002,-0.8161233067514001,-1.2955736756312,-2.2121057033520004,-2.80986714363,-3.455858866373333
R.Thumb_D_s_y,175.8168182372,185.33552246079998,183.76260376,182.6974456788,178.27904357900002,177.44168701179998,177.54410095240002,178.21997680680002,175.79988403320002,175.513192749,176.59353637719997,177.4617248534,177.91623535160002,178.4748931886,178.9453186036,179.05852355960002,177.55693969739997,176.0185424804,175.504577637,175.1001342774,175.09945983899996,175.1044464112,174.878088379,174.717123413,173.5935699464,172.616860962,174.03643493660002,175.1755828856,174.9774719238,172.4098602296,170.45858154299998,169.3187042236,169.9023315428,169.7174957276,169.8481414796,169.494471232
R.Thumb_D_s_z,18.163111686700002,20.26052780152,20.8238872528,20.99867591858,21.0532810211,20.399084091179997,20.20479583742,21.179740524299998,21.01745338438,20.21954040526,20.29309692384,20.133066177379998,20.18488693236,20.06913414002,18.44142837524,17.76672515868,18.068137359620003,18.51272659304,18.60805511476,18.50829200746,18.40844154358,18.27359619142,18.212504577639997,18.174490356439996,18.73215446474,18.30543365476,13.79478015898,1.4644053935999999,-18.61190929412,-30.2913848877,-31.56192626952,-31.850860977179998,-32.14221763612,-31.646790695179998,-31.664055633560004,-31.179847081533335
R.Thumb_D_e_x,-8.262186336502001,-9.533952331550001,-7.890889930724001,-6.707505607604,1.0463588565583581,4.659774780272,5.211455726622001,3.132287359236,7.24751229286,8.452379798888,6.386653900148,4.589605474472,3.656401491164,3.3686995029419995,3.170391702654,3.070762920378,3.5391112327580005,4.1797768116,4.51800098419,4.630893993378,4.668877124786,4.586997509000001,4.608216667176,4.815842247009999,5.44503507614,6.217402267458,2.1592688918108,-2.8514582633959997,-8.821399641038003,0.8169357027874999,4.22064938545,5.277563381198,4.355364322664,3.271525144578,2.3989957809459996,1.6299386421833333
R.Thumb_D_e_y,161.0841766356,170.09458313,168.41806945800002,167.31713256839998,162.8348724364,161.8887115478,161.9476135254,162.2198730468,159.98464355480002,160.00216369620003,161.0861419678,161.97268981940002,162.39028930659998,162.9400360106,163.70880432139998,163.83863220220002,162.0431884768,160.3373596192,159.7948791504,159.37990722659998,159.3986602782,159.503790283,159.421948242,159.27999267579997,158.1187469482,157.19058227559998,158.5348602296,158.5729644774,163.8711456298,156.83829956059998,154.1116790774,152.89858703640002,153.5321075438,153.38565063480002,153.6485595702,153.41099548333332
R.Thumb_D_e_z,6.317606925964,7.729880142214,8.401182937622,8.623826408384001,9.43652496338,9.08025627136,8.789956474304,9.833377647396,9.884950447084,9.023124504087999,8.998325920104,8.712801551818,8.764895629880002,8.641299819943999,6.689848899844,6.120456409454,6.974014377594,7.707781505586,7.891112422941999,7.822329902648001,7.682782268523999,7.275774478912001,6.860877513886,6.728812313080001,7.556113052368,7.292074203492,2.3865260481843995,-8.621894979484,-33.42040290834,-41.756274414079996,-41.2786972046,-41.461714935299995,-42.102825927720005,-41.76287918090001,-42.1310241699,-41.885065714499994
R.Thumb_D_d_x,-0.2562876522542,-0.15691318213919997,-0.1531839370728,-0.1538363575936,-0.251920670271,-0.27006657123559996,-0.2528076678514,-0.1896293699742,-0.247979003191,-0.28836890459060005,-0.2790990352628,-0.2686602294446,-0.2633210420608,-0.261138600111,-0.2689520120622,-0.2824130833148,-0.2976367056368,-0.3024000585078,-0.3065119862556,-0.30786825418459995,-0.306877797842,-0.295263290405,-0.2804038465022,-0.27341251969300007,-0.2948021650314,-0.31598240733120003,-0.2668603837488,-0.23092530071720002,0.0632323026658,-0.2457541763782,-0.306233263016,-0.30500935316079997,-0.28284831643099995,-0.2744739949702,-0.2607209146022,-0.254561116298
R.Thumb_D_d_y,0.7374177217484,0.762859916687,0.7680451512336,0.7698357582094001,0.7730323314664,0.7784781694412001,0.7806560516357999,0.8008584380148,0.7916054606436,0.7763787388802,0.7761966347693999,0.7752778410912,0.7771252989767999,0.7775713086130001,0.7626381397246,0.7618062138557999,0.7765149712562,0.7848953485487999,0.7863226413726,0.7868496894838,0.7858774185180001,0.7808645606042,0.7736312270164,0.7726797580716,0.7745664834977999,0.7721365809441999,0.7759054660796,0.831016385555,0.555908691883,0.7794084072114,0.8182168483733999,0.8218816637992001,0.8193843841554,0.8174632668496,0.8108429551124001,0.8050316174823333
R.Thumb_D_d_z,0.5929069221018001,0.6272007703782,0.6217978119850001,0.6194023251534,0.5814574122428,0.5665449738504,0.5713506817816001,0.5679232120514,0.5572188496592,0.5604179620741999,0.5653408288956,0.5716223239898,0.5716086149216,0.5720011472702,0.5882055878638,0.5829345226286,0.5552978396416,0.5408234477042001,0.5364186048508,0.534867990017,0.5368550539018,0.5504774332046,0.5681866884232,0.5728942632676001,0.5593981266021999,0.55125528574,0.57102111578,0.504852938652,0.7412144780158,0.5738558530808,0.4863567173482,0.4810553133488,0.49856171607980004,0.5063439488411999,0.5239065766336,0.535831908385
R.Index_M_s_x,17.555869531632,24.168512344379998,24.615552520759998,24.67396812438,24.72477951052,25.49051475524,25.98570365906,27.503024673439995,26.06190376282,24.799419403099996,24.5442237854,24.390005493159997,24.29405441284,24.33837318422,24.026939392099997,23.915499115,23.65669136048,23.519528579719996,23.34687309266,23.132287597660003,23.072434234600003,23.09570999146,23.0004234314,22.99451332092,22.173378753679998,21.757660675039997,22.121427154539997,24.110404205300004,24.146908950799997,20.77445220948,19.20557785034,19.930048751820003,20.7711090088,20.79110603334,21.084727096559998,20.6576417287
R.Index_M_s_y,211.53468933100004,221.68148193379997,221.90603942859997,222.0659820556,222.58044433599997,222.86651306160002,222.6852386474,222.58740539540003,222.8693267822,222.8609863282,223.19768066399996,223.272564697,223.4127899172,223.7228302002,222.78553161620002,221.9502471924,221.5204467774,221.24501037579998,221.4796661378,221.59767150880003,221.71154785160002,221.6935607912,221.7427612306,221.8666534424,221.760809326,221.2935638426,220.408959961,217.6119995116,215.77803955099998,218.2030456544,219.9699432374,219.19296875,218.87203063980002,218.23496398920003,217.575897217,217.32004292800002
R.Index_M_s_z,72.03336029054,71.90556640626001,71.73544464112001,71.60930633545999,71.2151306152,70.81436004638,70.8819366455,71.25118255616,71.09272918702001,71.00822906496,71.12479248046,70.94917449952,70.77128143312,70.67788238526,70.1167663574,69.84224090574,69.2833984375,68.92823638914,68.77387390136,68.50619049069999,68.49901428221999,68.68351745606,68.79222412111999,68.74256896972,68.75473327638,68.1587692261,64.30019454956,51.119882202140005,32.13198013306,20.24154014588,16.75673484802,16.11624412536,16.310546875,16.94114837646,17.40746498108,17.809573491433333
R.Index_M_e_x,4.03811798096,9.152532768248,10.009815597526,10.37625312804,12.875069236760002,14.979267120360001,15.46139163972,14.89587841034,14.720954895,14.356327629079999,13.818831443779999,13.533114814760001,13.384672546400001,13.445837211599999,13.711741065980002,13.940487670939998,13.614487838739999,13.280201911919999,13.112581062319999,12.92835788726,12.89048194884,12.895415496840002,12.750717926020002,12.68671741484,11.744335174540002,11.354463195820001,11.28538551332,12.230585289,13.234866333000003,12.053751182560001,10.44293479918,10.973254776000001,11.8961938858,11.653144073479998,11.858011436480002,11.402434666966665
R.Index_M_e_y,204.106338501,210.21648254400003,209.36087036140003,209.2236114502,207.4507019042,207.9625,208.90576477040003,210.02898254379997,208.75860595700001,208.6129119872,209.067816162,209.2313812256,209.2084503172,209.55655212399998,209.58458251940002,209.10448608400003,207.87684631360003,207.02274475119998,206.7838165284,206.5206237792,206.6027557374,206.75984191899997,206.7219787598,206.67276611339997,205.95694580079999,205.2551574708,205.2350006104,202.2960601806,200.3610229492,202.9103637696,203.746005249,203.0068084718,202.8286987306,202.12443542480003,201.71322631860002,201.01105244966666
R.Index_M_e_z,10.46951808931,10.93419551848,10.876084136980001,10.73866996768,10.349075126639999,9.643586540224002,9.452863883972,9.950899887085999,9.89078235626,9.668788337708,9.806538581848,9.633648490904001,9.502701187133999,9.397557830812,8.523200416564,8.116236400602,7.7403937339799995,7.548410320282,7.504850864412001,7.324689197540001,7.321644592286001,7.466211128237999,7.60451183319,7.607423114776,7.795792102811999,7.256198692322,3.2525858700256003,-9.697910642623999,-28.82878837586,-41.11379547116,-44.35438232422,-44.97715682984,-44.83240280152,-44.14516372682,-43.7305671692,-43.20652516683333
R.Index_M_d_x,0.21176820993420004,0.2352393478156,0.2288125067948,0.2239870667456,0.18563678264599998,0.1646685034036,0.164873176813,0.1975027233364,0.177666568756,0.16360078454020002,0.16802328825,0.1700833290816,0.17090565562239998,0.1706417530774,0.1615972131488,0.15626787543299997,0.15732049941999998,0.1604086101054,0.1603297442198,0.159854093194,0.15950978696360002,0.15979713797560002,0.16057120561580002,0.16148125231280003,0.163380715251,0.1629758030176,0.1697567075492,0.18610846102239997,0.1709473341704,0.1366179287432,0.1372749894854,0.1403165459632,0.13903383314620002,0.1431547105312,0.1445451289414,0.1449914673963333
R.Index_M_d_y,0.11637205481526,0.179609927535,0.1965317875146,0.201187735796,0.23702155053620003,0.233485275507,0.2158683300018,0.19673942625519997,0.2210576295854,0.22320939004419998,0.22135752141460002,0.2199682474138,0.22252423763299997,0.22192798554879997,0.2068051964046,0.20124084651479998,0.21373974978939997,0.22280506491659996,0.2302242159844,0.2361960351466,0.23669333755980002,0.2339506566526,0.235314577818,0.2380264371634,0.2475822925568,0.25125660896319996,0.23771424591540002,0.2399384975432,0.2415219575168,0.2395741432908,0.25416314601879997,0.25357133150100003,0.2513337790966,0.25238646864880004,0.2485035628078,0.2554955681166667
R.Index_M_d_z,0.964455127716,0.9551734924316,0.9534186959263999,0.9535954236984001,0.9535236239434,0.9582972884178,0.9623438000678,0.9603262066838001,0.9587856769562,0.9609396100044,0.9606077075004,0.9605649590492001,0.9598294973375999,0.9600135564804001,0.9649207353592001,0.9669955134392001,0.9641286611556001,0.961572277546,0.9598364949228,0.9584653973578,0.958400630951,0.9590262651442002,0.9585626482962001,0.957739174366,0.9549787998199999,0.9540956377983999,0.956367814541,0.9527675151824001,0.9550073504447999,0.9611886262894,0.9573627352712,0.9570852160454001,0.9578613996504,0.9569741368292,0.9577843904496,0.9558741847673332
R.Index_P_s_x,4.03811798096,9.152532768248,10.009815597526,10.37625312804,12.875069236760002,14.979267120360001,15.46139163972,14.89587841034,14.720954895,14.356327629079999,13.818831443779999,13.533114814760001,13.384672546400001,13.445837211599999,13.711741065980002,13.940487670939998,13.614487838739999,13.280201911919999,13.112581062319999,12.92835788726,12.89048194884,12.895415496840002,12.750717926020002,12.68671741484,11.744335174540002,11.354463195820001,11.28538551332,12.230585289,13.234866333000003,12.053751182560001,10.44293479918,10.973254776000001,11.8961938858,11.653144073479998,11.858011436480002,11.402434666966665
R.Index_P_s_y,204.106338501,210.21648254400003,209.36087036140003,209.2236114502,207.4507019042,207.9625,208.90576477040003,210.02898254379997,208.75860595700001,208.6129119872,209.067816162,209.2313812256,209.2084503172,209.55655212399998,209.58458251940002,209.10448608400003,207.87684631360003,207.02274475119998,206.7838165284,206.5206237792,206.6027557374,206.75984191899997,206.7219787598,206.67276611339997,205.95694580079999,205.2551574708,205.2350006104,202.2960601806,200.3610229492,202.9103637696,203.746005249,203.0068084718,202.8286987306,202.12443542480003,201.71322631860002,201.01105244966666
R.Index_P_s_z,10.46951808931,10.93419551848,10.876084136980001,10.73866996768,10.349075126639999,9.643586540224002,9.452863883972,9.950899887085999,9.89078235626,9.668788337708,9.806538581848,9.633648490904001,9.502701187133999,9.397557830812,8.523200416564,8.116236400602,7.7403937339799995,7.548410320282,7.504850864412001,7.324689197540001,7.321644592286001,7.466211128237999,7.60451183319,7.607423114776,7.795792102811999,7.256198692322,3.2525858700256003,-9.697910642623999,-28.82878837586,-41.11379547116,-44.35438232422,-44.97715682984,-44.83240280152,-44.14516372682,-43.7305671692,-43.20652516683333
R.Index_P_e_x,1.0911773204800004,6.112979888916,7.995788288118,8.261326026916,10.792930412294,13.068907356260002,14.888193702699999,15.074436569220001,15.24310588838,13.4608411789,11.788662719720001,10.99020900726,10.58982124328,10.42036323546,11.927868270900001,13.97751750946,13.275912094119999,11.89082946778,10.875703430160002,10.208455848678001,9.414874649048,8.635885047912002,8.322447586060001,8.168989467622,6.351177120208001,3.4216652393320004,2.0745230436339996,8.702212810504,17.59926376344,17.05349102024,13.95406494142,13.41945533756,14.16229019164,13.815936088560003,14.11132144926,13.835781097400002
R.Index_P_e_y,197.8842376708,203.73830261199998,202.62700805659998,201.38086547860001,195.3890960692,194.33514404279998,197.8769500734,199.96386413579998,197.3305633544,197.32930297859997,197.60904846199998,197.4151702882,196.5371582032,196.50635070820002,196.07098693860002,192.3820648194,189.2270080564,188.73851318360002,189.58742980940002,188.8641937256,187.88307189940002,188.30847778339998,188.49514770499997,188.9134460448,186.59096069340004,182.5635070802,183.4996185302,184.0613983154,184.8217803956,189.61228027319999,190.87420349100003,189.714138794,189.6390228272,188.7167938234,188.348233032,187.57937113433334
R.Index_P_e_z,-25.49357490538,-25.034250259380002,-25.11863059998,-25.018108749399996,-24.197432708779996,-24.348067092879997,-25.50940628052,-25.311594772339998,-24.953283309939998,-25.213124465940002,-24.97241096496,-24.99193000792,-24.799337387079998,-24.74341278076,-25.5054885864,-24.505420684820002,-23.8338558197,-24.207697296139997,-24.81090698242,-24.70186920166,-24.02258224488,-23.941466903680002,-23.910797500620003,-24.16042976378,-22.83791007996,-20.43000907898,-24.74626045226,-41.17686080932,-61.72065048218,-74.91961975096001,-78.51315307618,-79.07068328860001,-78.97860565186,-78.2131591797,-77.80940551758,-77.2467956543
R.Index_P_d_x,0.0803523298353,0.08287753015756,0.054915182292480005,0.05766635462641999,0.05677234008906,0.052088548243059994,0.015629017632458,-0.004868630319834,-0.01423715488052,0.024416651297367996,0.05535530298948001,0.06933576911688,0.07620541006326,0.08249364942312,0.04863970912994,-0.001009668712504,0.009231726796127002,0.03788312114776,0.0609914973378,0.07416181564329999,0.09476713985204,0.1161418721078,0.12074279934179999,0.1231819704176,0.1470517605544,0.2162984967232,0.2511466622352,0.09620585665119999,-0.11900121718654,-0.1363246887922,-0.09573571980012001,-0.06669897064568,-0.06178818717598,-0.05897145792842,-0.0614395521581,-0.06634848564863334
R.Index_P_d_y,0.1696540117264,0.1766363561154,0.18360787928099997,0.2138430982828,0.32887604236600004,0.3715683281422,0.3007155716420001,0.2744390964508,0.31160107255,0.3076629042626,0.312438839674,0.3221849977972,0.34549996256820004,0.35583142042140004,0.3684665024278,0.4559594631194,0.5085131406784,0.49854435324679996,0.468882775307,0.4814264893531999,0.5104175448416,0.5031014502048,0.496979278326,0.4842319071294,0.5280398130416,0.618718612194,0.5926446676256,0.49719276428219994,0.42369852066040004,0.3625902831556,0.3509671151638001,0.3624426305294,0.35963439345340004,0.3655775368216,0.364414656162,0.3662329912183333
R.Index_P_d_z,0.9805824637412,0.9807284355165999,0.9814446449282,0.9749570727349999,0.9419573664664,0.9268285036085999,0.9532936692238,0.9614797115323999,0.9500706911088,0.9511026382446,0.948295211792,0.9441133141518,0.9352915883064,0.9308998346328,0.9278383255004,0.8894736409188001,0.8609147667885999,0.8658733129502,0.881132912636,0.8732475399972,0.8546428084374,0.8563729166986,0.8593076825143999,0.866193509102,0.8352693915368,0.754901993275,0.7634265184404,0.8583162307738,0.8968412041663999,0.9217616438864,0.9313851356506,0.9296061635015999,0.9310424923896001,0.928910112381,0.9292057156561999,0.9281540910403333
R.Index_I_s_x,1.0911773204800004,6.112979888916,7.995788288118,8.261326026916,10.792930412294,13.068907356260002,14.888193702699999,15.074436569220001,15.24310588838,13.4608411789,11.788662719720001,10.99020900726,10.58982124328,10.42036323546,11.927868270900001,13.97751750946,13.275912094119999,11.89082946778,10.875703430160002,10.208455848678001,9.414874649048,8.635885047912002,8.322447586060001,8.168989467622,6.351177120208001,3.4216652393320004,2.0745230436339996,8.702212810504,17.59926376344,17.05349102024,13.95406494142,13.41945533756,14.16229019164,13.815936088560003,14.11132144926,13.835781097400002
R.Index_I_s_y,197.8842376708,203.73830261199998,202.62700805659998,201.38086547860001,195.3890960692,194.33514404279998,197.8769500734,199.96386413579998,197.3305633544,197.32930297859997,197.60904846199998,197.4151702882,196.5371582032,196.50635070820002,196.07098693860002,192.3820648194,189.2270080564,188.73851318360002,189.58742980940002,188.8641937256,187.88307189940002,188.30847778339998,188.49514770499997,188.9134460448,186.59096069340004,182.5635070802,183.4996185302,184.0613983154,184.8217803956,189.61228027319999,190.87420349100003,189.714138794,189.6390228272,188.7167938234,188.348233032,187.57937113433334
R.Index_I_s_z,-25.49357490538,-25.034250259380002,-25.11863059998,-25.018108749399996,-24.197432708779996,-24.348067092879997,-25.50940628052,-25.311594772339998,-24.953283309939998,-25.213124465940002,-24.97241096496,-24.99193000792,-24.799337387079998,-24.74341278076,-25.5054885864,-24.505420684820002,-23.8338558197,-24.207697296139997,-24.81090698242,-24.70186920166,-24.02258224488,-23.941466903680002,-23.910797500620003,-24.16042976378,-22.83791007996,-20.43000907898,-24.74626045226,-41.17686080932,-61.72065048218,-74.91961975096001,-78.51315307618,-79.07068328860001,-78.97860565186,-78.2131591797,-77.80940551758,-77.2467956543
R.Index_I_e_x,-0.6008329272267996,4.402944993974001,6.862707901,7.071480178832,9.62153110505,10.292450904848,12.848275947560001,15.174892234819998,15.53686504364,12.95704574584,10.646501731882001,9.113850593570001,5.823948097228,4.865555858612,6.700029563904001,6.988024139404,4.7492060661319995,3.640046310424,3.459012985228,3.032682085038,2.3147900581360004,2.07683353424,1.9366379737839998,1.9232761859899998,-0.38066316843040005,-3.666633796688,-4.400631332398,-0.8780141592013999,8.315492439280002,10.232715225229999,6.2711589813240005,5.4339529037480006,6.748695087432,6.4108584404,6.655976009368,6.904792149863334
R.Index_I_e_y,194.30397949219997,200.0937133792,198.83857727039998,196.96858215339998,188.60330810519997,183.53947448739999,188.5826812742,194.3012939454,190.90121154780002,190.98121643079998,191.16241455079998,189.9387084962,183.5991729736,182.2996276856,181.0796783446,174.0420989988,170.5671813966,169.91330261239997,171.0105651854,170.4535247804,169.6120178224,171.1093444826,171.6605865478,172.5508026124,169.18600158680002,164.7993255614,168.8626220706,166.58527221679998,166.6567169188,170.7798156738,172.21985473620003,171.186743164,171.548312378,170.5745513916,170.155706787,169.42524719266666
R.Index_I_e_z,-45.71450729370001,-45.26989135744,-45.369049835199995,-45.134667205819994,-43.633100128159995,-41.59907455444,-43.664679718020004,-45.150073242199994,-44.55635375978,-44.837489318859994,-44.538848114000004,-44.004969787600004,-40.102727508520005,-38.636587524419994,-38.6383255005,-29.19445762634,-21.690465927119998,-24.41765365602,-29.8148639679,-30.63619041444,-30.371163558980005,-33.25075073244,-33.987197875979994,-35.06179351808,-31.56200714112,-28.14391403198,-37.12667503356,-43.50218429564,-59.73685073851999,-79.70319519044,-82.66132812501999,-83.26729736328001,-85.57262115478,-84.67316741942,-84.06694488526,-84.17992401123333
R.Index_I_d_x,0.08200395442538001,0.08287752717734001,0.05491519644857999,0.05766635388136,0.05677233859895999,0.13456206545240001,0.09886544346807999,-0.004868623986839999,-0.014237154508009997,0.024416647665204,0.055355292558680005,0.09093846231689999,0.23097994625579998,0.26921597123159996,0.25336934328059996,0.3387485444546,0.4132501542568,0.399877482653,0.3594528257846,0.3477766990664001,0.34410842061040003,0.31788702011119996,0.309490829706,0.3027010023592,0.3262614130974,0.3435372650622,0.31382086277020005,0.46430965065960006,0.44994173645980007,0.3305717229844,0.37235510945319994,0.38702054619779996,0.35930273532859996,0.35889003872860004,0.3613261938094,0.33591302235933335
R.Index_I_d_y,0.1735186457634,0.1766364723444,0.18360781371579998,0.2138430684806,0.3288759469986,0.5232164323331999,0.45045050978639994,0.274438726902,0.3116011023522,0.307662564516,0.3124387085438,0.36234972476960003,0.6270446300508,0.6885345339776,0.7265599131584,0.8888536691666001,0.9043558120728001,0.9123713374138,0.9003350734712001,0.8922803282738,0.8855138897896,0.8335627913475999,0.8158937692642001,0.7930220723151999,0.8435385107994,0.860948204994,0.7093876957892,0.8469876289365998,0.8803771615028,0.9127231836317999,0.9040904641152,0.8979375720024001,0.876773226261,0.8792710065840001,0.8817077994348,0.8798465331396667
R.Index_I_d_z,0.9800155878066,0.9807284235954,0.9814446926117999,0.9749570369720001,0.941957449913,0.836076951027,0.8799026608466001,0.9614798068999999,0.9500706315040001,0.9511027216914,0.9482952475548,0.921474611759,0.7416849136350001,0.6733383059502,0.6364883184434,0.22725601196293996,-0.10388023108258,0.010175632312840003,0.2425187617542,0.2876092255116,0.30768651366219996,0.4511781215666,0.48835679292680007,0.5283389687537999,0.4228169560432001,0.3738575041294,0.6000216066836,0.11269774734986,-0.09614564701916002,0.231837964058,0.20104295611380002,0.2033905655146,0.319581490755,0.31308687925339995,0.3032740592956,0.33601671457300003
R.Index_D_s_x,-0.6008329272267996,4.402944993974001,6.862707901,7.071480178832,9.62153110505,10.292450904848,12.848275947560001,15.174892234819998,15.53686504364,12.95704574584,10.646501731882001,9.113850593570001,5.823948097228,4.865555858612,6.700029563904001,6.988024139404,4.7492060661319995,3.640046310424,3.459012985228,3.032682085038,2.3147900581360004,2.07683353424,1.9366379737839998,1.9232761859899998,-0.38066316843040005,-3.666633796688,-4.400631332398,-0.8780141592013999,8.315492439280002,10.232715225229999,6.2711589813240005,5.4339529037480006,6.748695087432,6.4108584404,6.655976009368,6.904792149863334
R.Index_D_s_y,194.30397949219997,200.0937133792,198.83857727039998,196.96858215339998,188.60330810519997,183.53947448739999,188.5826812742,194.3012939454,190.90121154780002,190.98121643079998,191.16241455079998,189.9387084962,183.5991729736,182.2996276856,181.0796783446,174.0420989988,170.5671813966,169.91330261239997,171.0105651854,170.4535247804,169.6120178224,171.1093444826,171.6605865478,172.5508026124,169.18600158680002,164.7993255614,168.8626220706,166.58527221679998,166.6567169188,170.7798156738,172.21985473620003,171.186743164,171.548312378,170.5745513916,170.155706787,169.42524719266666
R.Index_D_s_z,-45.71450729370001,-45.26989135744,-45.369049835199995,-45.134667205819994,-43.633100128159995,-41.59907455444,-43.664679718020004,-45.150073242199994,-44.55635375978,-44.837489318859994,-44.538848114000004,-44.004969787600004,-40.102727508520005,-38.636587524419994,-38.6383255005,-29.19445762634,-21.690465927119998,-24.41765365602,-29.8148639679,-30.63619041444,-30.371163558980005,-33.25075073244,-33.987197875979994,-35.06179351808,-31.56200714112,-28.14391403198,-37.12667503356,-43.50218429564,-59.73685073851999,-79.70319519044,-82.66132812501999,-83.26729736328001,-85.57262115478,-84.67316741942,-84.06694488526,-84.17992401123333
R.Index_D_e_x,-1.9279062241320197,3.001224160192,5.246348571777999,5.792690753935999,8.793491363524002,8.104912757872,9.674936485294001,13.805292129520002,14.83207988738,11.897537422180001,8.807051181796002,6.04187555313,2.169783234598,0.9389671564102,3.0045689344419997,2.0472828105086007,-1.2781614542014,-2.19227657318,-1.783705735206,-2.039736938476,-2.70412578583,-2.5596361637140004,-2.5773703098299996,-2.491700696944,-5.139274024962,-8.677218532562,-8.977795886992,-7.6500957489,1.7529692888260002,5.411237335202001,0.8402578830708001,-0.21084800362580003,1.508164572716,1.176348543166,1.3859329700479999,2.0054065783833335
R.Index_D_e_y,191.4715301512,197.1838653564,194.748538208,193.092959595,183.8065612792,175.54012451160003,179.19306640620002,188.13285217280003,184.8093109128,185.1501953126,184.6451538086,181.42995605480002,173.970123291,172.2571563722,170.4825958252,161.07792358400002,157.37690734859999,156.60611572279998,157.8789337158,157.43937072760002,156.6965545652,158.9516052246,159.76054992660002,160.98435974120002,156.88275756820002,152.24215698220002,158.5160064698,154.2317199708,153.816168213,157.46749267599998,159.0334503176,158.0900787352,158.7603363038,157.75013732920002,157.2957580566,156.59245300266664
R.Index_D_e_z,-59.94095611574001,-59.473060607920004,-59.27500762938,-59.12807159425999,-57.37180633544,-53.42772369386,-54.26780624391999,-58.286196136499996,-57.7890159607,-58.16258468628,-57.44310150146,-55.37487182616,-50.3798400879,-48.45741043092,-47.92168045042,-32.50904808044,-20.175344467180004,-24.56606788638,-33.35206680296,-34.83105010986,-34.85885620116001,-39.83130874634001,-41.11001358032,-42.767761230480005,-37.72890701296,-33.596727752700005,-45.87815628054,-45.1459098816,-58.33453979492,-83.08461151122,-85.59359283448,-86.23380889894,-90.23380432132001,-89.23962097168001,-88.4902832031,-89.08082071943333
